County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,71947,111456,6700,302688
Linn,32016,60643,6658,158787
Scott,21857,42833,3913,112389
Johnson,20868,50450,2665,124774
Dubuque,17678,33812,1073,86302
Black Hawk,16198,39197,4478,99364
Dallas,13895,17231,1464,49092
Woodbury,12086,24143,2745,62668
Story,11859,23001,924,58656
Pottawattamie,8848,26820,4293,67762
Cerro Gordo,5754,15502,1133,37853
Webster,5628,8996,829,24463
Warren,5361,8688,471,22898
Clinton,5100,8204,1041,22582
Marshall,4390,5967,2506,18787
Muscatine,4223,6921,4098,22188
Des Moines,4200,11375,532,27374
Carroll,3869,4831,768,14298
Jasper,3705,7259,495,18463
Marion,3415,6973,3676,21022
Poweshiek,3200,4317,138,11865
Lee,3056,7146,1151,18687
Bremer,3041,7730,952,19427
Boone,2996,6195,279,15611
Wapello,2977,7158,435,17727
Jefferson,2678,3429,754,10294
Winneshiek,2583,3867,513,10861
Sioux,2513,6287,2328,17421
Cass,2509,7152,228,17068
Mahaska,2402,4027,249,10706
Fayette,2369,6838,808,16820
Madison,2269,3747,78,9840
Plymouth,2239,4147,2778,13315
Hamilton,2236,3660,324,9912
Dickinson,2225,4617,115,11571
Tama,2198,4395,940,11831
Washington,2171,3766,380,10079
Iowa,2164,3165,466,8956
Henry,2090,3875,554,10411
Greene,2080,1995,335,6381
Jackson,2001,4909,122,11928
Shelby,1983,3238,38,8505
Page,1943,3863,626,10288
Clay,1890,5547,50,12984
Humboldt,1887,1908,315,6035
Buchanan,1825,3811,190,9617
Mills,1808,3125,85,8149
Emmet,1767,2860,295,7854
Hardin,1758,3688,1141,10257
Floyd,1727,3543,714,9514
Cedar,1725,3816,201,9541
Benton,1725,4307,356,10701
Buena Vista,1642,4050,3116,12938
Crawford,1637,3643,1458,10382
Union,1635,2576,114,6841
Jones,1608,3146,605,8542
Clayton,1510,4255,568,10578
Kossuth,1503,3868,374,9603
Cherokee,1392,2729,170,7013
Wright,1382,2776,1480,8393
Guthrie,1369,2440,176,6413
Lucas,1331,1802,306,5215
Winnebago,1309,2134,387,5975
Grundy,1283,2785,200,7057
Delaware,1212,2794,571,7364
Allamakee,1201,4087,45,9402
O'Brien,1192,3510,225,8443
Decatur,1152,1632,105,4505
Appanoose,1139,2844,373,7202
Davis,1092,1965,1577,6595
Harrison,1082,1934,187,5136
Wayne,1073,1846,332,5098
Franklin,1072,2140,175,5520
Sac,1001,2195,0,5392
Montgomery,998,1847,499,5193
Clarke,899,2795,1249,7727
Monroe,872,1936,199,4936
Louisa,858,2110,1493,6551
Calhoun,833,2854,100,6644
Lyon,772,1951,25,4695
Palo Alto,756,2283,82,5436
Butler,745,2780,65,6375
Mitchell,718,3349,0,7427
Chickasaw,684,1952,298,4880
Howard,652,1279,87,3287
Adams,632,1120,0,2901
Hancock,620,2039,552,5248
Adair,563,1356,253,3527
Taylor,506,1602,0,3737
Ringgold,486,1426,0,3360
Pocahontas,480,1101,130,2811
Fremont,451,1066,71,2655
Audubon,438,1450,96,3433
Monona,400,1372,105,3234
Van Buren,395,914,62,2284
Keokuk,394,1077,100,2648
Worth,394,1155,0,2700
Osceola,332,1039,120,2530
Out of State,257,4255,0,8398
Ida,240,1182,361,2967
