County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,63136,94531,2174,255685
Linn,27680,51799,3726,133941
Scott,21272,35532,1917,95135
Johnson,17067,45656,1524,110369
Black Hawk,16032,32383,3100,84157
Dubuque,15163,28771,379,73038
Dallas,11457,13439,1057,38762
Story,10487,20264,470,51355
Pottawattamie,10264,22664,3928,60387
Woodbury,9069,22663,2109,56054
Cerro Gordo,6962,12334,1019,32554
Webster,6402,7139,499,21174
Clinton,5521,6401,864,19183
Warren,4497,7454,103,19216
Des Moines,4303,9803,298,24050
Fayette,4030,4652,200,13511
Marion,3799,5521,3020,17842
Muscatine,3698,5453,2558,17182
Jasper,3568,6357,152,16183
Bremer,3536,6444,110,16494
Marshall,3512,5025,1835,15358
Lee,3441,6079,382,16151
Cass,3394,5075,0,13568
Carroll,3317,4268,600,12463
Boone,3301,4878,101,13112
Wapello,2980,6017,80,15100
Jefferson,2925,2841,164,8773
Dickinson,2580,3687,0,9931
Sioux,2537,5295,1345,14477
Winneshiek,2499,3317,1,9139
Poweshiek,2424,3539,0,9419
Henry,2285,3145,242,8823
Hamilton,2280,3014,0,8316
Clay,2268,4880,0,11959
Washington,2260,2845,1,7947
Kossuth,2163,2887,0,7925
Hardin,2108,2843,610,8387
Madison,2071,2943,1,7958
Page,2045,3365,182,8942
Clayton,2037,3370,0,8771
Mahaska,2007,3392,109,8892
Plymouth,1970,3983,2539,12473
Benton,1948,3614,8,9187
Humboldt,1947,1530,0,5031
Crawford,1937,2785,1327,8816
Floyd,1864,3017,340,8218
Greene,1863,1597,111,5172
Mills,1788,2501,0,6798
Cedar,1773,3261,2,8292
Mitchell,1756,2121,0,6000
Shelby,1730,2777,33,7315
Jackson,1724,4504,11,10734
Clarke,1686,1648,1106,6069
Tama,1653,3739,664,9709
Buchanan,1649,3281,50,8248
Appanoose,1555,2178,100,5995
O'Brien,1544,2898,0,7348
Buena Vista,1543,3381,2554,10931
Wright,1533,2364,1320,7559
Grundy,1520,2286,0,6095
Cherokee,1496,2371,81,6314
Allamakee,1490,3555,0,8594
Union,1470,2098,0,5660
Winnebago,1470,1684,25,4851
Decatur,1459,1160,0,3751
Calhoun,1452,2091,0,5629
Delaware,1444,2272,114,6095
Franklin,1409,1701,0,4805
Guthrie,1392,1892,0,5163
Jones,1388,2599,0,6629
Wayne,1229,1461,0,4152
Lucas,1173,1488,96,4236
Emmet,1123,2649,1,6480
Davis,1113,1609,1477,5801
Iowa,1089,2926,0,6936
Louisa,995,1756,1389,5880
Harrison,984,1766,0,4515
Sac,951,1943,0,4839
Palo Alto,898,1918,0,4763
Montgomery,887,1574,104,4132
Monroe,866,1637,99,4236
Lyon,855,1628,0,4107
Butler,854,2379,0,5615
Hancock,836,1674,0,4181
Adams,827,869,0,2564
Chickasaw,782,1511,205,4005
Adair,778,1069,0,2900
Ringgold,689,1111,0,2908
Taylor,650,1370,0,3389
Pocahontas,523,908,100,2438
Howard,487,1053,0,2590
Monona,468,1136,2,2732
Van Buren,449,797,0,2042
Fremont,440,944,0,2329
Osceola,433,833,0,2100
Worth,423,976,0,2371
Keokuk,418,874,0,2166
Ida,410,1005,0,2422
Audubon,406,1326,5,3063
Out of State,261,4255,0,8390
