County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,246884,49701,44884,522,466,56
Linn,105801,19023,17325,305,278,27
Scott,78026,16668,15220,195,183,12
Johnson,71941,12783,11880,68,63,5
Black Hawk,64541,14654,13470,274,258,16
Woodbury,54140,13451,12784,205,191,14
Dubuque,52396,12091,11125,187,176,11
Story,50607,9236,8573,43,38,5
Dallas,48661,9732,8739,84,73,11
Pottawattamie,43411,9551,8816,139,124,15
Warren,25183,4925,4315,67,63,4
Cerro Gordo,21971,4916,4558,79,67,12
Clinton,20068,4847,4424,78,70,8
Webster,19941,4838,4603,83,70,13
Muscatine,19402,4081,3767,87,78,9
Des Moines,19273,4140,3760,55,48,7
Marshall,19187,4516,4194,69,63,6
Jasper,16205,3546,3137,65,61,4
Wapello,16064,3787,3352,105,102,3
Sioux,14511,4685,4481,67,64,3
Lee,14498,3449,3095,47,35,12
Marion,14158,3292,2988,66,58,8
Buena Vista,13811,4036,3889,36,33,3
Boone,12362,2355,2137,27,25,2
Plymouth,12203,3606,3422,75,67,8
Benton,11376,2265,2031,53,43,10
Bremer,11086,2602,2397,53,47,6
Washington,10766,2330,2121,41,39,2
Carroll,10459,2621,2492,46,39,7
Henry,10020,2751,2602,34,34,0
Mahaska,9481,2106,1867,44,39,5
Dickinson,9451,1956,1810,37,31,6
Winneshiek,9126,1746,1510,26,22,4
Jones,9065,2822,2645,54,50,4
Pending Investigation,8826,1132,882,0,0,0
Buchanan,8545,1709,1562,26,24,2
Fayette,8388,1741,1565,31,28,3
Jackson,8188,2050,1876,37,34,3
Cedar,8160,1623,1480,20,19,1
Crawford,8109,2446,2252,34,30,4
Poweshiek,8070,1447,1302,29,27,2
Tama,7754,1972,1802,63,61,2
Clay,7595,1808,1638,25,20,5
Hardin,7573,1647,1515,34,31,3
Wright,7359,1703,1606,31,26,5
Iowa,7358,1349,1210,23,21,2
Delaware,7222,1832,1678,38,33,5
Kossuth,7144,1915,1696,52,46,6
Mills,7121,1452,1342,20,17,3
Jefferson,7002,1260,1175,31,27,4
Floyd,6974,1458,1347,38,30,8
Madison,6914,1353,1179,16,12,4
Hamilton,6809,1698,1549,38,37,1
Butler,6409,1561,1443,30,27,3
Clayton,6340,1575,1472,53,45,8
O'Brien,6093,1762,1630,58,54,4
Union,6058,1166,1060,31,26,5
Harrison,5972,1643,1481,68,64,4
Cass,5768,1226,1081,46,44,2
Winnebago,5541,1265,1154,30,25,5
Page,5525,1557,1439,17,16,1
Allamakee,5485,1367,1226,41,35,6
Appanoose,5447,1186,1055,46,43,3
Cherokee,5431,1423,1345,35,29,6
Hancock,5374,1357,1270,27,22,5
Grundy,5291,1282,1180,30,25,5
Guthrie,5095,1068,999,28,23,5
Mitchell,5014,1184,1124,40,38,2
Louisa,4940,1195,1109,41,34,7
Calhoun,4894,1264,1212,9,9,0
Chickasaw,4879,1170,1109,13,12,1
Sac,4872,1155,1092,17,17,0
Shelby,4851,1121,986,32,29,3
Franklin,4699,1080,993,19,18,1
Emmet,4601,1131,1057,39,37,2
Clarke,4427,902,759,19,19,0
Humboldt,4354,1109,1020,22,19,3
Lyon,4214,1421,1315,40,36,4
Palo Alto,4081,972,887,19,17,2
Howard,4073,962,804,20,16,4
Montgomery,4062,952,816,36,34,2
Greene,3752,716,682,9,9,0
Keokuk,3748,897,820,29,29,0
Lucas,3445,688,635,18,15,3
Monona,3427,746,642,23,22,1
Worth,3351,646,595,4,3,1
Adair,3272,758,663,25,19,6
Decatur,3226,531,482,8,8,0
Pocahontas,3213,804,757,18,18,0
Monroe,3066,865,786,27,21,6
Davis,2989,741,671,23,22,1
Ida,2964,799,704,32,30,2
Van Buren,2467,528,482,17,14,3
Fremont,2427,540,500,9,7,2
Audubon,2360,451,401,9,8,1
Taylor,2334,626,588,11,9,2
Osceola,2215,658,626,13,11,2
Ringgold,2192,490,434,16,15,1
Wayne,2009,437,394,21,17,4
Adams,1442,315,294,3,3,0
