County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,47561,85915,1159,221965
Linn,24567,44638,3529,116360
Scott,19805,28643,1016,79052
Johnson,15993,40884,343,98557
Black Hawk,15091,28178,2392,73985
Dubuque,13541,23659,319,61167
Story,10820,16043,396,43184
Pottawattamie,10225,19028,3599,52694
Woodbury,9019,18259,1290,46376
Dallas,7807,11871,1057,32043
Cerro Gordo,7006,10775,1019,29444
Cass,5506,2226,0,9951
Clinton,5347,5307,168,16123
Webster,5174,6261,500,18185
Fayette,4879,2812,200,10682
Des Moines,4604,8063,299,20851
Marshall,4123,3305,1775,12475
Marion,3990,4274,2467,14990
Warren,3989,6242,101,16290
Muscatine,3776,4374,1293,13804
Lee,3606,4865,248,13746
Bremer,3361,5546,110,14523
Wapello,3349,4721,0,12784
Boone,3039,4135,97,11357
Jasper,2845,5690,101,14079
Sioux,2749,4376,1340,12833
Allamakee,2680,1951,0,6582
Henry,2597,2248,104,7215
Clay,2364,4274,0,10837
Poweshiek,2226,2832,0,7891
Mitchell,2211,1464,0,5141
Hamilton,2198,2492,0,7198
Emmet,2172,1303,1,4800
Mahaska,2155,2571,0,7285
Clarke,2152,897,1107,5034
Clayton,2141,2597,0,7333
Benton,2126,2959,0,8047
Tama,2075,2858,649,8346
Madison,2060,2374,0,6809
Washington,2021,2416,1,6852
Winneshiek,2008,2616,1,7236
Kossuth,1945,2522,0,6986
Dickinson,1927,3285,0,8483
Jefferson,1924,2220,95,6457
Appanoose,1922,1508,0,4924
Carroll,1892,3792,600,10101
Cedar,1881,2619,0,7114
Floyd,1872,2499,145,7000
Buchanan,1871,2573,0,7008
Page,1789,2983,90,7837
Hardin,1787,2350,65,6540
Shelby,1771,2148,33,6098
Crawford,1714,2427,1267,7825
Wright,1691,1805,1323,6601
Grundy,1684,1635,0,4959
Buena Vista,1652,2831,2437,9811
Calhoun,1644,1676,0,4994
Mills,1557,2164,0,5880
O'Brien,1556,2473,0,6513
Decatur,1465,878,0,3193
Union,1396,1786,0,4966
Franklin,1382,1412,0,4201
Guthrie,1372,1547,0,4449
Palo Alto,1349,1367,0,4083
Davis,1313,1212,1477,5203
Plymouth,1307,3712,2513,11244
Jackson,1290,4307,0,9895
Jones,1270,2196,0,5707
Cherokee,1230,2131,80,5570
Winnebago,1218,1354,0,3923
Delaware,1210,1931,100,5168
Lucas,1156,1148,96,3540
Butler,1126,1948,0,5019
Sac,1069,1624,0,4317
Humboldt,995,1163,0,3317
Wayne,961,1356,0,3674
Harrison,943,1563,0,4070
Louisa,936,1501,1389,5318
Lyon,912,1292,0,3492
Iowa,890,2448,0,5783
Greene,882,1275,100,3530
Monroe,876,1303,99,3574
Taylor,871,1085,0,3039
Adams,863,721,0,2302
Adair,834,836,0,2503
Chickasaw,828,1282,0,3388
Hancock,756,1474,0,3701
Ringgold,708,934,0,2564
Audubon,618,980,0,2579
Montgomery,607,1418,99,3543
Howard,599,921,0,2439
Monona,487,1017,0,2514
Fremont,473,800,0,2073
Worth,471,797,0,2061
Van Buren,445,627,0,1698
Osceola,432,733,0,1899
Ida,420,898,0,2220
Keokuk,414,775,0,1963
Pocahontas,412,907,95,2321
Out of State,293,4255,0,8352
