RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,541578,24846,250936,14860
19059,17319,561,8221,316
19161,8513,296,3915,387
19027,20564,564,9453,1094
19013,130127,5190,59596,5745
19017,25226,800,11650,1126
19019,19187,676,8917,677
19103,182534,5515,85878,5263
19195,6437,193,3023,198
19033,44434,1734,20421,1858
19081,8676,266,3955,500
19169,104305,4129,48549,3078
19139,39915,1609,16991,4324
19165,11527,333,5466,262
19009,5537,163,2605,164
19191,20899,572,9699,929
19065,18071,671,8385,630
19061,106623,2926,50881,1935
19147,7638,254,3566,252
19183,20851,751,9668,764
19003,3287,124,1545,73
19173,4875,142,2324,85
19041,14285,495,6688,414
19125,27814,1110,12210,2284
19123,15711,659,7093,866
19157,18424,680,8623,498
19099,35672,1381,16295,1701
19073,8408,332,3763,550
19113,250743,8419,116589,9146
19049,102614,4219,47847,2701
19193,87597,4489,39180,4748
19171,16698,719,7536,907
19109,13282,417,6132,601
19187,34204,1452,15617,1518
19011,24612,877,11385,965
19141,11574,359,5321,573
19045,40640,1649,18706,1579
19067,13997,448,6466,617
19189,8975,290,4043,599
19131,8826,289,4152,233
19029,12693,383,5954,402
19135,5889,182,2672,363
19127,40248,1674,17822,2930
19063,7923,404,3594,331
19159,4355,119,2095,46
19163,153841,6652,70742,5705
19115,8700,376,3605,1114
19149,20500,753,8801,2145
19093,5381,202,2368,443
19015,28709,982,13442,843
19075,12839,493,5892,562
19091,7960,266,3646,402
19151,5903,178,2736,253
19055,15037,516,6814,893
19101,14676,652,6637,750
19005,11415,436,5369,241
19181,51092,2117,23709,1557
19025,9643,288,4481,393
19083,15331,553,6883,1012
19069,8964,341,4107,409
19023,14365,458,6708,491
19133,7612,258,3542,270
19085,11470,608,5240,382
19137,9025,433,4021,550
19111,26751,977,12004,1766
19037,10531,366,4699,767
19197,11618,394,5122,980
19179,26959,1134,11657,2511
19121,14843,542,6954,393
19095,16980,494,7863,760
19143,4540,103,2097,243
19051,5556,211,2579,187
19047,13976,589,6005,1377
19155,81574,3943,37685,2261
19145,13316,591,6087,551
19043,14068,377,6546,599
19057,33092,1611,15239,1003
19007,9575,415,4351,458
19107,7869,268,3638,325
19077,10647,392,4934,387
19129,12799,525,5980,314
19021,18552,1125,7076,3275
19087,16902,712,7229,1732
19053,5234,228,2373,260
19097,17648,526,8351,420
19079,15451,508,7108,727
19035,10178,394,4688,408
19001,5917,238,2669,341
19175,10625,445,4936,308
19167,23418,876,10379,1784
19089,7683,324,3419,521
19119,7130,168,3372,218
19185,4510,179,2068,195
19039,8045,378,3461,745
19117,6365,210,2859,437
19031,18748,543,8747,711
19071,5315,177,2469,200
19177,4764,185,2167,245
19105,20325,592,9310,1113
,71,5,31,4
