County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,633270,61076,50995,579,515,64
Linn,267541,21110,19070,324,291,33
Black Hawk,199037,16628,14592,300,279,21
Johnson,193595,14271,12979,78,73,5
Scott,191517,19195,16914,226,207,19
Dubuque,173971,13868,12178,200,186,14
Story,150475,10681,9477,46,40,6
Woodbury,134422,15683,13534,217,199,18
Dallas,118605,11892,10044,94,83,11
Pottawattamie,110191,11263,9670,152,134,18
Marshall,76214,5081,4544,74,66,8
Cerro Gordo,71102,5465,4888,85,71,14
Warren,70019,5832,5014,80,71,9
Webster,64613,5302,4839,89,75,14
Clinton,57367,5622,4916,87,76,11
Des Moines,52166,4672,4212,64,53,11
Lee,50411,3865,3567,55,42,13
Muscatine,50166,4726,4130,95,86,9
Jasper,47704,4339,3805,69,64,5
Wapello,43538,4551,3894,116,112,4
Buena Vista,42249,4815,4068,39,35,4
Boone,41200,2689,2388,31,29,2
Sioux,40642,5108,4707,69,66,3
Poweshiek,38969,1580,1445,32,29,3
Marion,38849,3700,3335,74,64,10
Washington,37945,2606,2346,49,45,4
Bremer,36016,2888,2611,57,48,9
Winneshiek,35316,1963,1787,31,26,5
Plymouth,35287,4113,3590,79,71,8
Benton,34500,2623,2321,54,44,10
Henry,33822,2973,2758,37,36,1
Carroll,33748,2933,2613,49,42,7
Fayette,32758,1893,1735,39,34,5
Hardin,31881,1875,1653,40,33,7
Tama,30480,2172,1944,68,65,3
Mahaska,28634,2295,2084,49,44,5
Buchanan,28313,1931,1727,30,26,4
Cedar,28251,1858,1675,23,21,2
Butler,27643,1698,1543,33,29,4
Iowa,27529,1496,1365,23,21,2
Clay,27352,2099,1808,25,20,5
Crawford,25819,2823,2492,36,31,5
Delaware,25180,1972,1809,39,35,4
Dickinson,24159,2409,1980,41,35,6
O'Brien,23956,2060,1744,58,54,4
Kossuth,23948,2178,1924,58,51,7
Jones,23918,2996,2791,55,51,4
Jackson,23709,2267,2057,41,38,3
Floyd,23527,1680,1430,41,31,10
Clayton,23025,1703,1553,55,46,9
Hamilton,22077,1942,1694,46,43,3
Mills,20090,1705,1462,20,17,3
Allamakee,19772,1535,1362,49,39,10
Harrison,19766,1837,1596,71,67,4
Page,19738,1909,1778,19,18,1
Hancock,19663,1501,1339,33,27,6
Wright,19627,1830,1703,34,27,7
Cherokee,19464,1640,1401,37,29,8
Cass,19435,1399,1220,53,48,5
Jefferson,19040,1409,1257,35,29,6
Madison,19018,1636,1422,19,15,4
Franklin,18392,1208,1064,21,19,2
Sac,18368,1308,1162,18,18,0
Grundy,18065,1410,1287,31,26,5
Calhoun,17151,1369,1275,11,11,0
Monona,16953,843,738,30,28,2
Guthrie,16915,1217,1068,28,23,5
Palo Alto,16900,1108,983,22,20,2
Appanoose,16564,1416,1182,47,43,4
Mitchell,16348,1352,1169,41,38,3
Winnebago,16264,1432,1263,31,26,5
Chickasaw,16184,1270,1177,15,13,2
Louisa,16082,1308,1180,48,41,7
Union,15931,1297,1165,32,26,6
Howard,15762,1059,969,22,18,4
Shelby,15538,1287,1112,34,31,3
Emmet,15417,1289,1101,40,38,2
Keokuk,14576,1001,890,30,30,0
Humboldt,14458,1219,1102,26,23,3
Lyon,14292,1502,1415,41,37,4
Greene,13811,801,716,10,10,0
Montgomery,13299,1056,930,36,34,2
Clarke,12490,1031,923,23,22,1
Pocahontas,12061,871,791,19,19,0
Pending Investigation,11998,1034,928,0,0,0
Worth,11706,716,655,8,7,1
Adair,11574,956,779,31,22,9
Ida,11468,981,768,32,30,2
Audubon,11089,500,458,9,8,1
Davis,10203,854,733,24,23,1
Decatur,9698,594,560,9,9,0
Ringgold,9101,545,486,22,18,4
Monroe,9045,955,863,28,21,7
Lucas,8657,773,686,22,18,4
Taylor,7958,668,628,12,10,2
Van Buren,7846,568,520,18,15,3
Osceola,7758,737,665,16,13,3
Fremont,6776,610,542,10,8,2
Wayne,6122,553,428,23,18,5
Adams,5103,327,316,4,4,0
