ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,567675,28202,262145,15586
19059,16613,645,7837,289
19021,20099,1240,7444,3869
19027,22192,748,9999,1273
19049,97579,4644,45730,2823
19181,37341,1554,17397,1163
19013,151744,6265,69437,6419
19033,56325,2581,25735,2127
19169,108244,5189,50301,3277
19195,3593,61,1767,1
19083,14481,428,6313,1351
19189,8951,298,4062,513
19081,6973,136,3044,749
19155,103297,5422,45967,5005
19139,35763,1567,14397,5289
19009,4228,65,2032,101
19005,12109,402,5780,129
19099,30668,1028,14312,1220
19103,195168,7051,91917,4659
19017,27931,992,12727,1492
19065,22094,668,10232,960
19061,129251,4190,61407,2438
19041,17767,691,8410,314
19063,10536,592,4696,421
19147,7189,219,3384,177
19193,100936,5666,45308,5074
19003,3648,86,1675,20
19173,4702,109,2264,37
19175,10869,502,5054,356
19067,14834,461,6598,1228
19035,10331,384,4784,372
19123,16718,698,7689,589
19183,16267,691,7481,598
19179,27494,1227,12544,1057
19073,9820,282,4471,525
19113,268723,9663,125311,9671
19019,13890,524,6496,380
19101,17009,785,7615,1003
19127,33437,1513,14403,3259
19109,13093,408,6057,534
19187,38849,1805,17684,1435
19037,6181,155,2837,362
19011,16336,536,7656,487
19141,11567,378,5385,419
19045,38195,1871,17257,1726
19131,9472,246,4502,196
19029,21975,589,10338,473
19135,7122,177,3268,377
19159,4480,120,2149,6
19163,181055,8495,82274,6804
19125,30330,1093,12447,4184
19149,18235,609,7298,2995
19015,24382,717,11561,611
19091,8935,294,4024,436
19151,4172,99,1942,182
19055,10831,437,4803,822
19031,13243,295,6340,301
19167,24291,905,10295,2788
19143,3326,42,1540,204
19161,6729,144,3243,76
19069,7615,221,3551,282
19133,4706,133,2179,231
19075,10389,431,4723,512
19171,18225,662,8241,985
19137,7819,424,3379,606
19111,28823,1239,12568,2218
19197,12187,348,5018,1825
19047,14930,616,6339,1608
19077,9499,266,4441,327
19093,3903,125,1620,543
19051,8596,226,3308,1700
19025,8611,148,4104,224
19145,15623,773,6985,855
19057,40704,2195,18827,798
19007,9660,465,4294,517
19157,19771,706,9335,487
19191,18702,780,8443,1071
19023,7985,106,3835,193
19087,18055,732,7582,2116
19053,6279,215,2916,138
19097,17276,495,8249,303
19001,4926,169,2230,344
19079,15115,382,7072,426
19039,10558,371,4395,1387
19095,12409,221,5755,654
19119,6352,158,3032,120
19043,13059,278,6036,668
19085,7348,403,3329,271
19117,7685,221,3466,442
19107,3404,62,1621,100
19165,12433,341,5931,194
19185,6623,214,2945,409
19115,8255,171,3254,1582
19121,14710,346,7044,193
19177,3047,69,1420,134
,10388,235,5210,1
19105,14132,394,6349,993
19129,13355,595,6276,183
19089,4939,258,2227,246
19071,3441,91,1626,98
