County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,646895,61804,51715,590,525,65
Linn,272514,21271,19179,328,293,35
Black Hawk,202317,16737,14685,306,283,23
Johnson,197632,14469,13100,80,75,5
Scott,195462,19636,17073,232,212,20
Dubuque,177650,14046,12249,202,188,14
Story,153642,10849,9611,47,41,6
Woodbury,137318,15894,13684,219,201,18
Dallas,120700,12007,10172,96,84,12
Pottawattamie,112281,11487,9769,156,138,18
Marshall,77845,5101,4594,74,66,8
Cerro Gordo,72185,5511,4935,85,71,14
Warren,71434,5897,5094,85,75,10
Webster,65598,5322,4872,90,76,14
Clinton,58885,5703,4954,89,77,12
Des Moines,53018,4697,4238,64,53,11
Muscatine,51230,4797,4187,96,87,9
Lee,51219,3884,3579,55,42,13
Jasper,48717,4376,3838,69,64,5
Wapello,44513,4582,3966,119,115,4
Buena Vista,42849,4833,4094,40,36,4
Boone,41876,2716,2425,31,29,2
Sioux,41719,5146,4740,72,69,3
Poweshiek,40195,1588,1458,33,30,3
Marion,39719,3720,3367,75,64,11
Washington,38545,2624,2355,49,45,4
Bremer,36865,2903,2650,59,50,9
Winneshiek,36233,1982,1805,33,28,5
Plymouth,36013,4186,3617,79,71,8
Benton,35218,2638,2364,55,44,11
Carroll,34372,2960,2636,50,43,7
Henry,34348,2986,2763,37,36,1
Fayette,33457,1900,1758,41,36,5
Hardin,32559,1891,1668,40,33,7
Tama,31014,2176,1962,68,65,3
Mahaska,29039,2308,2105,49,44,5
Buchanan,28996,1958,1750,31,26,5
Cedar,28879,1892,1710,23,21,2
Butler,28061,1704,1555,33,29,4
Clay,28040,2146,1826,25,20,5
Iowa,28011,1502,1385,24,22,2
Crawford,26158,2838,2506,38,33,5
Delaware,25958,2014,1822,39,35,4
Dickinson,24868,2495,2005,43,37,6
Kossuth,24566,2208,1934,60,53,7
Jones,24460,3017,2798,55,51,4
O'Brien,24446,2083,1784,59,54,5
Jackson,24292,2284,2065,42,39,3
Floyd,24036,1695,1444,42,32,10
Clayton,23457,1715,1557,55,46,9
Hamilton,22353,1950,1695,49,45,4
Mills,20374,1716,1475,20,17,3
Allamakee,20156,1537,1404,51,41,10
Harrison,20135,1852,1604,73,69,4
Page,20107,1926,1792,20,18,2
Hancock,19951,1511,1346,34,27,7
Wright,19893,1839,1715,35,28,7
Cherokee,19862,1649,1422,38,30,8
Cass,19760,1408,1248,54,48,6
Jefferson,19369,1415,1263,35,29,6
Madison,19341,1646,1446,19,15,4
Sac,18721,1324,1177,19,19,0
Franklin,18625,1218,1073,21,19,2
Grundy,18395,1416,1293,32,27,5
Calhoun,17440,1374,1287,11,11,0
Palo Alto,17326,1133,996,22,20,2
Guthrie,17321,1240,1080,28,23,5
Monona,17252,855,741,30,28,2
Mitchell,16896,1359,1183,41,38,3
Appanoose,16857,1425,1187,47,43,4
Chickasaw,16531,1279,1191,15,13,2
Winnebago,16523,1441,1276,31,26,5
Louisa,16356,1319,1187,48,41,7
Union,16245,1310,1168,32,26,6
Howard,15995,1065,976,22,18,4
Shelby,15916,1297,1139,35,32,3
Emmet,15894,1320,1111,40,38,2
Keokuk,14791,1003,900,30,30,0
Lyon,14735,1522,1420,41,37,4
Humboldt,14720,1225,1115,26,23,3
Greene,14109,805,722,10,10,0
Montgomery,13513,1062,933,37,35,2
Clarke,12658,1038,931,23,22,1
Pocahontas,12224,874,792,21,21,0
Worth,12036,724,663,8,7,1
Adair,11803,957,787,32,22,10
Ida,11771,987,783,33,31,2
Pending Investigation,11561,1035,928,0,0,0
Audubon,11362,507,463,9,8,1
Davis,10468,863,742,24,23,1
Decatur,9997,598,571,9,9,0
Monroe,9198,961,873,28,21,7
Ringgold,9193,547,492,22,18,4
Lucas,8833,775,703,22,18,4
Taylor,8061,668,631,12,10,2
Osceola,8018,747,669,16,13,3
Van Buren,7970,575,522,18,15,3
Fremont,6895,620,548,10,8,2
Wayne,6354,555,453,23,18,5
Adams,5195,330,316,4,4,0
