County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,238692,47575,41538,472,427,45
Linn,102663,18333,16489,282,257,25
Scott,76030,16122,14290,177,168,9
Johnson,70072,12413,11106,56,52,4
Black Hawk,61731,14283,12829,248,234,14
Woodbury,52792,13216,12230,183,170,13
Dubuque,51218,11774,10555,162,153,9
Story,49325,8947,8055,39,34,5
Dallas,47092,9254,7975,72,61,11
Pottawattamie,42392,9270,8287,115,102,13
Warren,24370,4694,3834,45,42,3
Cerro Gordo,21366,4793,4317,72,61,11
Webster,19564,4765,4424,77,66,11
Clinton,19406,4660,4127,69,63,6
Muscatine,18920,3989,3527,81,74,7
Des Moines,18742,4012,3536,43,39,4
Marshall,18329,4360,4050,64,60,4
Jasper,15678,3379,2883,61,58,3
Wapello,15183,3567,3067,98,96,2
Sioux,14146,4620,4311,61,58,3
Lee,14077,3333,2881,35,29,6
Marion,13661,3147,2724,54,47,7
Buena Vista,13558,3999,3713,33,30,3
Boone,12010,2264,1921,18,16,2
Plymouth,11939,3550,3304,70,63,7
Benton,11053,2161,1948,50,40,10
Bremer,10502,2521,2272,48,44,4
Washington,10471,2267,1925,33,32,1
Carroll,10244,2594,2360,36,30,6
Henry,9793,2709,2451,32,32,0
Dickinson,9230,1905,1699,29,26,3
Mahaska,9203,2019,1720,37,33,4
Pending Investigation,8807,1058,719,0,0,0
Jones,8784,2769,2570,51,49,2
Winneshiek,8749,1636,1376,20,18,2
Buchanan,8257,1644,1444,24,22,2
Fayette,8074,1689,1410,25,23,2
Cedar,7951,1576,1391,19,18,1
Jackson,7948,1980,1766,32,31,1
Crawford,7897,2367,2123,24,21,3
Poweshiek,7746,1379,1199,24,22,2
Tama,7485,1930,1725,59,57,2
Clay,7386,1747,1537,21,17,4
Hardin,7331,1598,1446,32,29,3
Wright,7232,1686,1528,25,23,2
Iowa,7177,1303,1135,22,21,1
Delaware,7018,1779,1602,36,32,4
Mills,6969,1397,1280,17,16,1
Kossuth,6927,1839,1539,45,42,3
Floyd,6799,1428,1265,37,29,8
Jefferson,6656,1234,1032,25,22,3
Madison,6649,1276,980,10,9,1
Hamilton,6618,1640,1473,30,29,1
Clayton,6165,1549,1383,49,41,8
Butler,6138,1528,1286,26,23,3
O'Brien,5933,1722,1553,56,52,4
Union,5918,1133,1017,24,22,2
Harrison,5820,1604,1392,64,60,4
Cass,5571,1165,1019,44,42,2
Winnebago,5409,1240,1084,29,24,5
Page,5393,1499,1378,15,14,1
Cherokee,5330,1409,1230,28,24,4
Allamakee,5310,1319,1162,30,26,4
Appanoose,5267,1139,950,40,39,1
Hancock,5250,1344,1172,24,19,5
Grundy,5057,1239,1105,28,23,5
Guthrie,4972,1050,945,25,20,5
Mitchell,4945,1178,1029,37,36,1
Louisa,4842,1176,1047,31,26,5
Calhoun,4793,1245,1168,9,9,0
Sac,4757,1140,1036,15,15,0
Chickasaw,4730,1144,1052,12,11,1
Shelby,4689,1093,929,27,27,0
Franklin,4557,1050,898,19,18,1
Emmet,4487,1111,985,32,31,1
Humboldt,4256,1082,968,19,16,3
Clarke,4205,832,692,9,9,0
Lyon,4090,1392,1241,34,31,3
Palo Alto,3973,929,824,11,10,1
Howard,3886,889,723,19,15,4
Montgomery,3877,913,751,27,26,1
Greene,3679,700,648,7,7,0
Keokuk,3603,866,786,26,26,0
Lucas,3341,674,579,11,10,1
Monona,3312,716,541,18,17,1
Worth,3260,626,530,4,3,1
Adair,3194,700,598,23,19,4
Pocahontas,3154,789,717,11,11,0
Decatur,3034,505,439,4,4,0
Monroe,2965,833,677,20,17,3
Ida,2859,777,673,30,29,1
Davis,2838,709,637,21,20,1
Fremont,2385,531,468,8,6,2
Van Buren,2373,510,444,16,13,3
Audubon,2269,433,373,8,8,0
Taylor,2265,609,546,11,9,2
Osceola,2172,652,608,11,9,2
Ringgold,2120,466,362,11,10,1
Wayne,1959,422,368,21,17,4
Adams,1399,305,270,3,3,0
