ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19193,40160,35990,4170
19153,198714,189744,8970
19075,4267,4020,247
19049,35319,33598,1721
19191,7331,6536,795
19003,1558,1556,2
19175,4336,4156,180
19055,4641,3969,672
19021,8857,5681,3176
19131,3900,3818,82
19011,7012,6613,399
19057,15660,15063,597
19113,102957,95684,7273
19033,22438,21115,1323
19111,11399,10076,1323
19005,5155,5081,74
19163,69262,64518,4744
19103,78098,74667,3431
19029,9655,9354,301
19039,4930,3620,1310
19083,6648,5436,1212
19015,9740,9343,397
19067,6363,5515,848
19019,5739,5506,233
19013,61099,55944,5155
19025,3754,3612,142
19157,7677,7482,195
19169,40560,38609,1951
19007,4195,3769,426
19099,11896,11137,759
19141,4910,4649,261
19155,40366,35839,4527
19061,53983,52340,1643
19009,1976,1875,101
19139,15126,10836,4290
19105,5406,4698,708
19023,3718,3605,113
19187,15007,14053,954
19171,7472,6516,956
19127,13086,10538,2548
19059,6927,6759,168
19047,6803,5302,1501
19089,2021,1886,135
19179,10474,9999,475
19125,14129,10313,3816
19027,9362,8420,942
19181,14621,13921,700
19123,6687,6344,343
19073,4334,3908,426
19165,5270,5190,80
19097,7435,7255,180
19149,9049,6227,2822
19137,3302,2778,524
19101,6902,6085,817
19119,2751,2709,42
19167,11132,8659,2473
19065,10019,9171,848
19037,2873,2575,298
19151,1867,1727,140
19045,13913,12734,1179
19087,7512,6145,1367
19095,5706,5196,510
19177,1419,1331,88
19085,3217,3013,204
19189,3891,3469,422
19071,1551,1473,78
19145,6133,5488,645
19197,5693,4146,1547
19129,4773,4673,100
19051,4597,2977,1620
19195,1531,1531,0
19069,3355,3151,204
19183,6423,5969,454
19063,4553,4234,319
19001,2266,1971,295
19159,1867,1866,1
,4254,4254,0
19053,2744,2639,105
19035,4367,4161,206
19043,6274,5659,615
19121,6236,6116,120
19081,3152,2552,600
19031,5850,5612,238
19091,3926,3594,332
19109,5569,5188,381
19107,1545,1445,100
19117,3342,2994,348
19135,3025,2802,223
19079,6504,6130,374
19077,3919,3724,195
19017,11513,10459,1054
19161,3166,3132,34
19041,7404,7274,130
19147,3142,3027,115
19173,2072,2063,9
19143,1485,1356,129
19185,3058,2712,346
19133,1873,1757,116
19115,4436,2938,1498
19093,1883,1426,457
