County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,239349,47749,41572,480,433,47
Linn,103029,18438,16502,284,259,25
Scott,76227,16169,14302,178,169,9
Johnson,70244,12437,11127,57,53,4
Black Hawk,63040,14337,12839,248,234,14
Woodbury,52927,13238,12251,186,173,13
Dubuque,51385,11800,10564,166,157,9
Story,49454,8994,8061,39,34,5
Dallas,47225,9294,7982,74,63,11
Pottawattamie,42508,9303,8302,120,107,13
Warren,24434,4722,3837,49,46,3
Cerro Gordo,21408,4804,4318,73,62,11
Webster,19609,4770,4424,78,66,12
Clinton,19464,4676,4128,69,63,6
Muscatine,18982,4000,3532,81,74,7
Des Moines,18791,4028,3539,44,40,4
Marshall,18588,4376,4051,65,61,4
Jasper,15710,3390,2883,63,59,4
Wapello,15220,3586,3069,98,96,2
Sioux,14172,4623,4314,61,58,3
Lee,14118,3347,2884,35,29,6
Marion,13704,3164,2733,55,48,7
Buena Vista,13596,4003,3714,33,30,3
Boone,12055,2279,1934,18,16,2
Plymouth,11958,3553,3309,71,64,7
Benton,11094,2170,1950,51,41,10
Bremer,10802,2530,2275,48,44,4
Washington,10509,2270,1932,33,32,1
Carroll,10270,2595,2362,40,34,6
Henry,9810,2712,2451,33,33,0
Dickinson,9251,1909,1700,29,26,3
Mahaska,9234,2024,1729,39,35,4
Pending Investigation,8825,1062,715,0,0,0
Jones,8812,2776,2573,51,49,2
Winneshiek,8781,1645,1374,23,20,3
Buchanan,8327,1651,1445,24,22,2
Fayette,8135,1692,1412,25,23,2
Jackson,7990,1991,1766,34,31,3
Cedar,7973,1585,1391,19,18,1
Crawford,7929,2381,2125,24,21,3
Poweshiek,7763,1385,1202,24,22,2
Tama,7572,1935,1727,59,57,2
Clay,7396,1751,1537,21,17,4
Hardin,7374,1600,1448,33,30,3
Wright,7242,1687,1528,26,23,3
Iowa,7200,1308,1136,22,21,1
Delaware,7042,1786,1602,36,32,4
Mills,6991,1401,1284,17,16,1
Kossuth,6944,1851,1547,45,42,3
Floyd,6817,1430,1268,37,29,8
Madison,6676,1288,984,10,9,1
Jefferson,6670,1235,1031,28,25,3
Hamilton,6640,1645,1474,31,30,1
Butler,6258,1535,1288,26,23,3
Clayton,6179,1550,1382,49,41,8
O'Brien,5938,1724,1552,56,52,4
Union,5933,1141,1017,25,23,2
Harrison,5843,1607,1394,65,61,4
Cass,5604,1171,1019,44,42,2
Winnebago,5426,1244,1085,29,24,5
Page,5423,1509,1378,16,15,1
Cherokee,5343,1409,1232,28,24,4
Allamakee,5324,1324,1164,32,27,5
Appanoose,5279,1143,950,41,39,2
Hancock,5266,1344,1172,24,19,5
Grundy,5173,1240,1105,28,23,5
Guthrie,4986,1053,947,25,20,5
Mitchell,4953,1178,1032,38,37,1
Louisa,4850,1178,1055,31,26,5
Calhoun,4802,1247,1168,9,9,0
Chickasaw,4766,1147,1053,12,11,1
Sac,4766,1141,1035,15,15,0
Shelby,4711,1098,928,28,28,0
Franklin,4571,1054,903,19,18,1
Emmet,4495,1111,985,33,32,1
Humboldt,4267,1085,968,20,17,3
Clarke,4223,843,694,9,9,0
Lyon,4101,1393,1242,34,31,3
Palo Alto,3976,932,823,12,11,1
Montgomery,3935,919,750,28,27,1
Howard,3903,895,725,19,15,4
Greene,3685,702,648,7,7,0
Keokuk,3612,866,787,26,26,0
Lucas,3347,677,580,12,10,2
Monona,3343,720,543,18,17,1
Worth,3267,628,532,4,3,1
Adair,3202,703,599,24,19,5
Pocahontas,3159,791,717,12,12,0
Decatur,3041,509,440,4,4,0
Monroe,2974,835,681,20,17,3
Ida,2873,778,673,30,29,1
Davis,2853,713,636,22,21,1
Fremont,2388,531,468,8,6,2
Van Buren,2381,512,445,16,13,3
Audubon,2274,433,374,8,8,0
Taylor,2267,610,546,11,9,2
Osceola,2174,653,607,12,10,2
Ringgold,2124,466,364,11,10,1
Wayne,1965,423,368,21,17,4
Adams,1404,307,270,3,3,0
