ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,477056,36613,215064,10728
19021,16373,793,6117,3254
19027,19542,856,8741,1041
19049,82232,5818,37825,2171
19181,33238,1884,15321,878
19013,132001,6972,59555,5681
19033,49013,2673,22323,1629
19169,94966,7044,43085,2502
19195,3374,86,1645,1
19083,13105,405,5685,1275
19189,8009,314,3599,475
19155,89168,5810,38854,4707
19139,30644,1550,12164,4632
19009,4032,80,1927,101
19005,11120,356,5328,103
19099,27039,1337,12457,980
19103,174377,10324,80309,3793
19017,24531,1211,11091,1146
19065,20461,608,9480,877
19061,116303,4798,54876,1948
19041,15965,707,7548,216
19147,6612,199,3123,138
19193,85487,4849,38277,4499
19003,3474,116,1586,6
19173,4391,104,2124,15
19175,9447,452,4408,265
19067,13110,409,5857,968
19063,9815,631,4363,347
19035,9232,272,4358,236
19123,14715,626,6795,456
19183,14167,804,6435,481
19179,23483,1189,10799,581
19073,8983,418,4009,474
19113,234318,13420,107114,7946
19019,12175,396,5743,292
19101,14861,790,6580,906
19127,28013,1543,11966,2603
19109,11869,509,5425,460
19187,33840,1727,15427,1030
19037,5750,141,2650,316
19011,14916,466,6999,437
19145,13884,730,6212,696
19121,13604,417,6494,144
19171,16651,1247,7209,964
19105,12604,468,5641,797
19057,34823,2238,15951,649
19129,10633,716,4880,139
19125,26995,936,10970,3967
19087,15772,556,6719,1721
19141,10399,409,4834,313
19167,21704,692,9220,2558
19149,16368,592,6440,2860
19163,156047,10201,69496,5598
19079,13819,381,6445,396
19111,24567,1197,10725,1673
19015,21757,1088,10107,499
19191,16128,856,7171,941
19043,12552,236,5815,639
19031,12211,376,5802,260
19133,4264,181,1966,167
19161,6534,113,3179,45
19047,13096,444,5535,1558
19029,20359,636,9560,384
19045,32242,1923,14435,1373
19165,11233,316,5386,101
19025,8355,110,4028,160
19089,4273,164,1983,159
19053,5802,210,2691,118
,10401,249,5211,0
19117,6961,246,3124,372
19051,7992,211,3052,1649
19081,6544,130,2862,690
19069,6970,219,3256,227
19097,15628,466,7472,229
19135,6364,282,2894,266
19059,14814,597,7004,204
19137,6803,320,2951,554
19159,4100,127,1959,4
19091,8185,299,3689,367
19075,9288,370,4285,339
19055,9509,322,4249,723
19131,8661,198,4158,129
19157,17613,731,8308,363
19077,8601,381,3988,229
19177,2950,75,1387,99
19039,9319,379,3799,1330
19151,3832,103,1791,144
19185,6264,208,2795,366
19143,3084,56,1435,158
19197,10854,516,4354,1650
19007,8742,340,3928,455
19115,7800,179,3066,1513
19085,6888,294,3182,219
19071,3257,89,1537,94
19023,7788,101,3759,153
19095,11610,354,5329,575
19001,4555,215,2042,316
19119,5964,115,2886,69
19093,3583,93,1507,478
19107,3219,61,1530,100
