Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.17063305978898009,American Indian or Alaska Native
Asian,0.3756345177664975,Asian
Black,0.19829046485305025,Black
Native Hawaiian or Other Pacific Islander,0.34575353871773525,Native Hawaiian or Other Pacific Islander
Other Race,0.5223902297179413,Other Race
White,0.416687885613554,White
