County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,658338,62392,52275,598,532,66
Linn,276819,21428,19251,329,293,36
Black Hawk,205382,16854,14783,306,283,23
Johnson,201160,14637,13155,80,75,5
Scott,198927,19992,17205,234,214,20
Dubuque,180864,14227,12298,202,188,14
Story,155913,10957,9688,47,41,6
Woodbury,139931,16030,13868,219,201,18
Dallas,122447,12101,10281,96,84,12
Pottawattamie,114171,11630,9864,160,141,19
Marshall,79265,5122,4617,74,66,8
Cerro Gordo,73165,5565,4960,86,72,14
Warren,72660,5957,5159,86,76,10
Webster,66271,5342,4903,91,77,14
Clinton,60017,5769,4989,89,77,12
Des Moines,53734,4717,4260,65,54,11
Muscatine,52477,4846,4221,96,87,9
Lee,51854,3894,3581,55,42,13
Jasper,49459,4394,3872,70,65,5
Wapello,45230,4595,4010,120,116,4
Buena Vista,43484,4845,4105,40,36,4
Sioux,42706,5195,4766,73,70,3
Boone,42529,2746,2443,31,29,2
Poweshiek,41120,1592,1473,33,30,3
Marion,40484,3734,3403,75,64,11
Washington,39163,2641,2371,49,45,4
Bremer,37600,2916,2671,60,51,9
Winneshiek,37131,1999,1821,33,28,5
Plymouth,36721,4233,3657,79,71,8
Benton,35702,2647,2392,55,44,11
Carroll,35045,2976,2673,50,43,7
Henry,34839,2987,2773,37,36,1
Fayette,34218,1904,1763,41,36,5
Hardin,33017,1907,1682,42,34,8
Tama,31518,2187,1967,71,67,4
Mahaska,29605,2331,2119,49,44,5
Buchanan,29566,1974,1761,31,26,5
Cedar,29389,1906,1729,23,21,2
Clay,28660,2186,1871,25,20,5
Iowa,28519,1506,1396,24,22,2
Butler,28429,1705,1560,34,30,4
Delaware,26644,2048,1835,39,35,4
Crawford,26459,2847,2532,39,34,5
Dickinson,25391,2553,2065,43,37,6
Kossuth,25098,2225,1955,61,54,7
Jones,24914,3029,2810,55,51,4
O'Brien,24859,2094,1804,60,55,5
Jackson,24643,2294,2072,42,39,3
Floyd,24344,1710,1453,42,32,10
Clayton,23903,1737,1559,55,46,9
Hamilton,22564,1952,1701,49,45,4
Mills,20732,1733,1494,20,17,3
Page,20538,1952,1798,20,18,2
Allamakee,20414,1541,1419,51,41,10
Harrison,20394,1874,1612,73,69,4
Hancock,20233,1520,1355,34,27,7
Cherokee,20193,1662,1456,38,30,8
Wright,20073,1854,1723,35,28,7
Cass,19957,1415,1261,54,48,6
Jefferson,19725,1417,1266,35,29,6
Madison,19670,1653,1457,19,15,4
Sac,19038,1331,1191,19,19,0
Franklin,18846,1221,1076,21,19,2
Grundy,18626,1423,1296,32,27,5
Palo Alto,17798,1146,1005,22,20,2
Calhoun,17658,1381,1293,11,11,0
Guthrie,17615,1250,1085,28,23,5
Monona,17543,858,752,30,28,2
Mitchell,17174,1364,1195,41,38,3
Appanoose,17108,1429,1192,47,43,4
Chickasaw,16771,1287,1194,15,13,2
Winnebago,16769,1454,1295,31,26,5
Louisa,16638,1321,1191,49,42,7
Union,16497,1320,1173,32,26,6
Emmet,16323,1341,1121,40,38,2
Shelby,16292,1321,1158,37,33,4
Howard,16242,1072,985,22,18,4
Lyon,15145,1539,1437,41,37,4
Keokuk,14997,1008,902,30,30,0
Humboldt,14894,1225,1120,26,23,3
Greene,14323,809,731,10,10,0
Montgomery,13776,1072,934,37,35,2
Clarke,12856,1040,941,23,22,1
Worth,12366,736,664,8,7,1
Pocahontas,12353,875,798,21,21,0
Ida,12045,991,813,33,31,2
Adair,11959,959,795,32,22,10
Audubon,11753,509,465,9,8,1
Pending Investigation,11343,1025,932,0,0,0
Davis,10591,868,748,24,23,1
Decatur,10098,602,574,9,9,0
Ringgold,9377,551,497,22,18,4
Monroe,9348,969,878,28,21,7
Lucas,8971,776,714,22,18,4
Osceola,8295,764,672,16,13,3
Taylor,8287,672,632,12,10,2
Van Buren,8083,577,522,18,15,3
Fremont,7031,640,555,10,8,2
Wayne,6502,556,467,23,18,5
Adams,5353,335,316,4,4,0
