Gender (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),* Gender Percent Vaccinated,Gender (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
Female,0.5071518533833755,Female
Male,0.43116719443693016,Male
