RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,0.5165404836370091,239587,13601
19161,0.4253677605184652,3790,345
19027,0.503396974956608,9120,1031
19013,0.4767427683116408,57069,5493
19017,0.48862820205889398,11174,1072
19019,0.4314521841794569,8491,645
19103,0.5868863305544528,83737,4965
19195,0.41701666440861676,2884,194
19033,0.5016254416961131,19533,1761
19081,0.40357478833490126,3814,476
19169,0.5139367978829659,47087,2825
19139,0.4786236639789987,16234,4186
19165,0.4814038763750655,5280,234
19009,0.49199417758369726,2548,156
19191,0.5158321244560052,9412,900
19065,0.44111959287531807,8063,605
19061,0.52448335748271,49228,1810
19147,0.4158226423587666,3458,237
19183,0.4574095151377191,9322,725
19003,0.4328151027207107,1495,64
19173,0.3773893154713282,2233,77
19041,0.4270729270729271,6433,407
19125,0.4147595705650618,11640,2152
19123,0.34238515501244629,6737,828
19157,0.4753026372676178,8328,467
19099,0.463789162296625,15636,1610
19073,0.46635913591359137,3623,522
19113,0.5320194436847724,111974,8638
19049,0.5168159395632029,45830,2468
19193,0.4035516502274336,36923,4686
19171,0.48427672955974845,7289,873
19109,0.4408290015526902,5960,570
19187,0.45476827094474156,14908,1420
19011,0.4620393838954962,10935,914
19045,0.41745460811130977,17900,1482
19067,0.4291650684055747,6140,573
19189,0.43200695383426698,3888,585
19131,0.3998677498583034,4015,218
19029,0.4755375506388283,5732,372
19135,0.37718956792526278,2575,332
19127,0.5034925956971221,17109,2713
19063,0.4115986099044309,3476,314
19159,0.4221495709031467,2026,40
19115,0.4041685545990032,3400,1060
19163,0.4227173114841306,67702,5404
19149,0.41859633792747349,8415,2124
19059,0.47653262255186,7944,280
19093,0.39416909620991255,2287,417
19015,0.5216894106884196,12918,768
19141,0.41590925616229187,5185,535
19075,0.49983649444081099,5617,497
19091,0.4035363046662482,3477,380
19151,0.43118295815077808,2627,227
19055,0.43336664511198638,6522,850
19101,0.3883574747198688,6378,727
19005,0.39037042449039235,5112,231
19181,0.46793999922278786,22679,1404
19025,0.48231278444352507,4311,352
19083,0.4491273892912264,6633,933
19069,0.42800397219463756,3926,384
19023,0.47904979569222247,6465,452
19133,0.42669762042948347,3432,244
19085,0.38579258310200018,5055,365
19137,0.43914490269234648,3822,533
19111,0.3880322072674332,11434,1626
19037,0.4404592307047683,4532,724
19197,0.46362044260468079,4899,925
19179,0.38762904286653895,11109,2446
19121,0.4281429795568613,6646,349
19143,0.3799932863376972,2040,224
19051,0.2931111111111111,2468,170
19047,0.41884661117717006,5705,1340
19145,0.420665916462567,5812,543
19043,0.3967747449997151,6376,587
19057,0.39145944003900737,14341,913
19007,0.3720424915499759,4196,427
19107,0.3714620339644739,3498,308
19077,0.4783422209748339,4764,349
19129,0.39287841683764648,5648,288
19021,0.49291539245667689,6650,3021
19087,0.4251277939260299,6864,1619
19079,0.5068706423881405,6802,686
19035,0.4360480640854473,4518,381
19001,0.4091163310961969,2598,328
19175,0.40936198023037337,4732,279
19095,0.5084651507661888,7516,713
19167,0.33590589585425337,9997,1711
19089,0.41133435247870717,3284,483
19119,0.29485325393449599,3284,182
19185,0.33799099518708278,1997,180
19039,0.4236295902075572,3255,725
19155,0.40615411025041306,35661,2195
19117,0.36953488372093026,2762,416
19031,0.4861759811027004,8381,675
19071,0.3683908045977011,2366,198
19053,0.3185514612452351,2270,237
19177,0.32950028392958549,2093,228
19097,0.432275322804671,8023,380
19105,0.4862434118272811,9000,1056
,,39,5
