Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.16406799531066824,American Indian or Alaska Native
Asian,0.3641270105445856,Asian
Black,0.18909488310370399,Black
Native Hawaiian or Other Pacific Islander,0.33305578684429645,Native Hawaiian or Other Pacific Islander
Other Race,0.50578333494879,Other Race
White,0.40971221511814989,White
