County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,242498,48604,43039,509,454,55
Linn,104247,18729,16875,299,272,27
Scott,77019,16396,14740,186,175,11
Johnson,70877,12597,11439,65,61,4
Black Hawk,63678,14474,13121,264,249,15
Woodbury,53378,13322,12494,201,187,14
Dubuque,51771,11921,10821,181,171,10
Story,49916,9100,8284,41,36,5
Dallas,47799,9475,8317,84,73,11
Pottawattamie,42872,9420,8551,130,116,14
Warren,24759,4820,4029,62,58,4
Cerro Gordo,21632,4854,4421,76,64,12
Clinton,19733,4757,4266,76,69,7
Webster,19720,4790,4511,81,69,12
Muscatine,19144,4029,3632,84,76,8
Des Moines,18977,4062,3632,53,46,7
Marshall,18799,4443,4113,68,63,5
Jasper,15881,3429,2973,63,59,4
Wapello,15468,3633,3171,101,99,2
Sioux,14308,4650,4401,64,61,3
Lee,14266,3401,2994,43,32,11
Marion,13867,3222,2862,60,52,8
Buena Vista,13676,4017,3806,35,32,3
Boone,12173,2304,2036,25,23,2
Plymouth,12062,3577,3362,74,67,7
Benton,11208,2200,1991,51,41,10
Bremer,10922,2559,2326,52,46,6
Washington,10611,2301,2009,40,38,2
Carroll,10359,2600,2424,45,39,6
Henry,9876,2724,2517,33,33,0
Mahaska,9337,2059,1790,40,36,4
Dickinson,9326,1923,1754,37,31,6
Winneshiek,8916,1684,1425,25,21,4
Jones,8916,2798,2617,53,50,3
Pending Investigation,8870,1081,765,0,0,0
Buchanan,8428,1679,1504,25,23,2
Fayette,8257,1710,1477,26,23,3
Jackson,8085,2018,1804,37,34,3
Cedar,8052,1603,1422,20,19,1
Crawford,7996,2405,2185,32,28,4
Poweshiek,7879,1425,1244,27,25,2
Tama,7665,1954,1765,63,61,2
Clay,7474,1770,1587,24,19,5
Hardin,7445,1615,1478,33,30,3
Wright,7283,1692,1554,28,24,4
Iowa,7267,1327,1170,23,21,2
Delaware,7110,1809,1638,37,33,4
Mills,7043,1414,1310,20,17,3
Kossuth,7037,1890,1591,51,45,6
Floyd,6877,1442,1304,38,30,8
Jefferson,6810,1243,1110,31,27,4
Madison,6766,1322,1071,13,10,3
Hamilton,6699,1661,1506,36,35,1
Butler,6305,1546,1371,29,26,3
Clayton,6246,1565,1437,51,43,8
O'Brien,5997,1740,1595,58,54,4
Union,5988,1153,1034,29,25,4
Harrison,5894,1624,1430,67,63,4
Cass,5675,1197,1043,46,44,2
Winnebago,5480,1252,1116,30,25,5
Page,5473,1533,1407,17,16,1
Allamakee,5384,1343,1191,38,33,5
Cherokee,5379,1412,1295,34,28,6
Appanoose,5342,1151,1001,45,43,2
Hancock,5313,1350,1226,25,20,5
Grundy,5213,1253,1147,30,25,5
Guthrie,5030,1061,969,27,22,5
Mitchell,4981,1182,1078,39,38,1
Louisa,4882,1186,1082,39,32,7
Calhoun,4838,1253,1196,9,9,0
Sac,4807,1146,1056,17,17,0
Chickasaw,4804,1154,1084,12,11,1
Shelby,4760,1107,952,30,29,1
Franklin,4619,1069,952,19,18,1
Emmet,4541,1119,1019,37,36,1
Clarke,4303,873,718,15,15,0
Humboldt,4300,1097,988,21,18,3
Lyon,4149,1402,1270,37,33,4
Palo Alto,4019,950,853,16,15,1
Montgomery,3991,930,781,32,31,1
Howard,3963,923,763,20,16,4
Greene,3711,710,658,8,8,0
Keokuk,3660,878,802,28,28,0
Lucas,3383,683,611,16,13,3
Monona,3377,734,580,21,20,1
Worth,3294,630,563,4,3,1
Adair,3233,717,629,24,19,5
Pocahontas,3178,796,746,17,17,0
Decatur,3176,524,463,6,6,0
Monroe,3000,844,731,26,21,5
Ida,2920,792,685,31,30,1
Davis,2902,726,654,23,22,1
Van Buren,2412,521,464,16,13,3
Fremont,2408,537,479,8,6,2
Audubon,2307,440,386,9,8,1
Taylor,2303,621,570,11,9,2
Osceola,2191,655,614,12,10,2
Ringgold,2146,477,394,15,14,1
Wayne,1982,427,388,21,17,4
Adams,1416,310,284,3,3,0
