County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,211856,38897,30657,385,349,36
Linn,92152,15842,12957,228,215,13
Scott,67570,13337,10102,128,121,7
Johnson,62549,10529,8824,45,41,4
Black Hawk,55456,12114,10206,200,188,12
Woodbury,48195,11743,9819,153,144,9
Dubuque,46600,10193,8592,129,122,7
Story,44339,7642,6259,24,22,2
Dallas,41603,7414,5861,60,50,10
Pottawattamie,38074,7730,5749,83,76,7
Warren,21379,3442,2514,26,24,2
Cerro Gordo,19109,4127,3157,55,48,7
Webster,18027,4208,3257,53,47,6
Clinton,17152,3896,2993,52,47,5
Des Moines,16769,3344,2630,29,26,3
Muscatine,16734,3384,2602,69,63,6
Marshall,16401,3862,3224,53,50,3
Jasper,13889,2647,1986,50,48,2
Wapello,13166,2941,2313,89,87,2
Sioux,12859,4166,3528,40,39,1
Buena Vista,12496,3502,2880,21,18,3
Lee,12368,2673,1864,23,19,4
Marion,11877,2459,1876,34,29,5
Plymouth,10914,3208,2553,44,38,6
Boone,10389,1707,1269,14,12,2
Benton,9984,1917,1534,34,30,4
Carroll,9276,2237,1850,27,21,6
Bremer,9224,2169,1757,40,37,3
Washington,9183,1720,1247,26,25,1
Henry,8892,2383,1763,20,20,0
Pending Investigation,8836,439,386,0,0,0
Dickinson,8351,1626,1244,13,11,2
Mahaska,8079,1566,1150,32,30,2
Jones,7999,2509,2189,35,34,1
Winneshiek,7610,1269,869,16,14,2
Buchanan,7407,1360,1074,15,14,1
Crawford,7202,1996,1673,16,13,3
Fayette,7075,1226,934,14,13,1
Cedar,7054,1297,966,17,16,1
Jackson,7051,1706,1385,25,24,1
Tama,6751,1679,1409,55,53,2
Clay,6658,1467,1041,10,7,3
Poweshiek,6632,1133,918,21,20,1
Wright,6618,1454,1135,13,11,2
Hardin,6609,1376,1046,22,20,2
Iowa,6400,1090,838,19,19,0
Mills,6388,1226,995,12,12,0
Delaware,6377,1572,1334,27,26,1
Floyd,6143,1227,900,28,20,8
Kossuth,6089,1423,909,24,23,1
Hamilton,5955,1376,973,21,21,0
Jefferson,5791,879,613,18,17,1
Madison,5685,872,636,8,7,1
Clayton,5441,1289,1002,31,27,4
Butler,5414,1178,904,15,14,1
Union,5378,963,677,13,13,0
O'Brien,5317,1500,1190,48,44,4
Harrison,5145,1306,984,50,47,3
Cass,4941,972,717,38,36,2
Page,4931,1311,1135,11,11,0
Winnebago,4861,1060,839,27,22,5
Allamakee,4743,1067,700,18,15,3
Cherokee,4645,1130,741,18,16,2
Hancock,4631,1088,780,22,18,4
Appanoose,4620,898,706,34,34,0
Grundy,4468,994,765,14,12,2
Calhoun,4468,1153,968,9,9,0
Guthrie,4442,875,682,22,17,5
Mitchell,4416,945,693,20,20,0
Louisa,4340,992,775,23,19,4
Sac,4325,994,750,10,10,0
Chickasaw,4201,988,800,10,9,1
Shelby,4113,881,699,23,23,0
Franklin,4001,840,656,17,16,1
Emmet,3935,909,706,23,22,1
Humboldt,3796,895,679,17,14,3
Palo Alto,3633,776,592,2,2,0
Lyon,3623,1178,929,21,19,2
Clarke,3558,578,451,6,6,0
Howard,3393,654,474,15,11,4
Greene,3389,611,482,6,6,0
Montgomery,3341,666,416,13,12,1
Keokuk,3217,750,517,18,18,0
Monona,2972,521,380,13,12,1
Pocahontas,2903,668,500,6,6,0
Lucas,2841,454,298,6,6,0
Worth,2840,463,326,2,2,0
Adair,2838,538,397,16,12,4
Decatur,2614,392,301,3,3,0
Ida,2556,659,425,19,18,1
Davis,2460,597,436,15,14,1
Monroe,2430,548,407,16,15,1
Van Buren,2130,429,341,11,10,1
Fremont,2125,438,351,5,3,2
Taylor,2054,513,421,8,7,1
Osceola,1972,599,487,5,5,0
Audubon,1951,342,278,7,7,0
Ringgold,1872,334,178,6,6,0
Wayne,1755,346,273,21,17,4
Adams,1217,224,154,2,2,0
,,,,1,1,0
