County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,574291,57924,47508,549,489,60
Linn,246996,20579,18205,312,282,30
Black Hawk,183427,16214,14097,290,272,18
Johnson,179114,13796,12365,73,68,5
Scott,177282,18266,16051,207,192,15
Dubuque,159506,13513,11651,194,180,14
Story,138255,10174,8970,45,39,6
Woodbury,122896,14918,13083,211,195,16
Dallas,108797,11302,9270,90,79,11
Pottawattamie,102601,10748,9216,143,128,15
Marshall,69891,4952,4325,72,64,8
Cerro Gordo,66288,5325,4749,81,68,13
Warren,63291,5520,4701,74,69,5
Webster,59904,5177,4701,87,73,14
Clinton,52703,5418,4622,84,74,10
Des Moines,47249,4564,3993,61,53,8
Lee,46367,3744,3336,52,39,13
Muscatine,45860,4495,3918,91,82,9
Jasper,43093,4158,3382,66,62,4
Buena Vista,39463,4720,3975,36,33,3
Wapello,39455,4310,3555,108,104,4
Boone,37994,2588,2259,30,28,2
Sioux,36941,4930,4559,69,66,3
Washington,35156,2540,2239,47,43,4
Marion,34843,3581,3142,69,60,9
Poweshiek,34458,1537,1373,30,28,2
Plymouth,33002,3933,3492,77,69,8
Bremer,31995,2787,2484,54,47,7
Carroll,31339,2853,2557,48,40,8
Henry,31311,2932,2685,37,36,1
Benton,31101,2518,2130,54,44,10
Winneshiek,30943,1880,1629,27,23,4
Fayette,29856,1842,1663,35,32,3
Hardin,29242,1806,1571,39,33,6
Tama,28033,2122,1873,65,63,2
Mahaska,26048,2236,1982,46,41,5
Cedar,25725,1766,1566,23,21,2
Buchanan,25599,1843,1626,29,25,4
Iowa,25219,1442,1291,23,21,2
Clay,25206,1931,1739,25,20,5
Butler,24920,1660,1504,31,28,3
Crawford,23376,2732,2350,35,31,4
Delaware,23058,1886,1751,39,34,5
Dickinson,22057,2169,1876,38,32,6
Jones,22049,2941,2731,54,50,4
Jackson,22003,2212,1963,38,35,3
Floyd,21971,1626,1396,40,31,9
Kossuth,21757,2078,1826,54,47,7
O'Brien,21737,1933,1674,58,54,4
Clayton,21012,1679,1516,53,45,8
Hamilton,20613,1916,1610,42,41,1
Mills,18983,1627,1386,20,17,3
Wright,18578,1795,1667,31,26,5
Hancock,18355,1467,1318,29,24,5
Cass,17994,1329,1134,51,46,5
Allamakee,17988,1446,1285,46,38,8
Harrison,17834,1792,1546,69,65,4
Page,17551,1825,1692,19,18,1
Jefferson,17423,1382,1222,32,27,5
Franklin,17341,1184,1037,19,18,1
Cherokee,17335,1535,1377,35,29,6
Madison,17108,1540,1296,18,14,4
Sac,16845,1242,1130,18,18,0
Grundy,16487,1388,1212,30,25,5
Calhoun,15859,1332,1239,11,11,0
Palo Alto,15600,1048,920,21,19,2
Monona,15551,815,710,27,26,1
Appanoose,15358,1387,1110,47,43,4
Guthrie,15277,1162,1032,28,23,5
Mitchell,15160,1305,1150,40,38,2
Chickasaw,15104,1247,1143,13,12,1
Winnebago,14957,1376,1218,30,25,5
Louisa,14901,1281,1144,41,34,7
Union,14851,1262,1117,31,26,5
Howard,14248,1027,882,21,17,4
Emmet,14236,1211,1073,40,38,2
Shelby,14041,1202,1072,33,30,3
Humboldt,13360,1172,1061,25,22,3
Keokuk,13188,977,850,29,29,0
Pending Investigation,12999,983,822,0,0,0
Greene,12894,769,698,10,10,0
Lyon,12889,1456,1367,41,37,4
Montgomery,12274,1039,889,36,34,2
Clarke,11630,1003,830,20,20,0
Pocahontas,11335,851,776,19,19,0
Worth,10786,692,624,7,6,1
Adair,10765,918,680,28,22,6
Ida,10200,908,748,32,30,2
Audubon,10130,485,423,9,8,1
Davis,9207,825,697,23,22,1
Decatur,8705,574,516,9,9,0
Ringgold,8537,519,456,20,17,3
Monroe,8333,931,813,28,21,7
Lucas,7964,729,658,21,17,4
Taylor,7266,663,610,12,10,2
Van Buren,7254,559,502,18,15,3
Osceola,6805,703,643,14,12,2
Fremont,6402,586,533,9,7,2
Wayne,5068,487,404,21,17,4
Adams,4614,325,307,4,4,0
