RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19169,96562,4111,44927,2596
19197,10581,285,4705,886
19113,228331,8041,106196,7897
19157,16892,537,7961,433
19153,481018,24596,222157,12109
19099,32131,1145,14745,1496
19139,35642,1485,15215,3727
19049,91535,4054,42621,2243
19163,137671,6000,63362,4947
19057,29032,1411,13411,800
19135,5412,144,2484,300
19143,4239,101,1970,198
19055,13722,332,6288,818
19171,15218,555,6944,775
19061,99140,2449,47525,1641
19103,170735,5900,80127,4579
19075,11674,377,5424,449
19165,10663,243,5104,212
19151,5351,169,2489,204
19193,76977,3369,34616,4375
19029,11682,314,5513,342
19079,14024,410,6480,653
19023,13204,373,6214,402
19155,71840,3421,33183,2050
19175,9643,364,4517,247
19045,36191,1457,16697,1341
19021,15900,597,6197,2909
19083,14088,344,6430,884
19093,4890,140,2181,388
19033,40045,1414,18541,1549
19025,8901,221,4182,315
19071,4930,132,2302,194
19121,13397,445,6325,303
19013,117137,4367,53805,5161
19035,9360,223,4395,347
19047,12438,363,5392,1291
19059,16084,478,7678,251
19173,4475,130,2140,64
19131,8078,174,3861,182
19187,30790,1124,14205,1255
19127,35820,1651,15890,2389
19097,16199,384,7730,356
19007,8772,280,4049,394
19149,18603,590,7993,2027
19065,16611,514,7778,541
19137,8157,292,3675,515
19117,5829,149,2656,368
19181,46023,1996,21405,1217
19015,26026,993,12169,695
19081,7954,179,3672,431
19109,12255,440,5644,527
19011,22357,672,10413,860
19043,13252,268,6214,556
19161,7851,155,3686,324
19027,19085,498,8804,979
19179,24033,855,10481,2216
19069,8122,239,3766,352
19123,14044,487,6401,755
19031,17180,497,8020,644
19089,6921,198,3143,437
19189,8260,258,3721,560
19017,23007,810,10595,1007
19085,10522,404,4886,347
19183,19069,629,8890,658
19019,17167,544,8022,580
19095,15443,524,7139,641
19005,10431,345,4939,208
19195,5823,136,2758,171
19105,18729,459,8645,980
19141,10795,253,5027,488
19077,9701,367,4512,310
19191,19383,614,8960,849
19063,7396,374,3358,306
19111,23758,909,10706,1437
19147,7092,188,3347,211
19145,12150,462,5602,484
19051,5007,180,2341,145
19125,25000,838,11043,2075
19133,7103,146,3373,208
19067,12627,400,5876,475
19009,5143,127,2434,148
19053,4711,145,2172,222
19185,4083,183,1869,162
19003,3008,97,1429,53
19041,13148,365,6212,359
19115,7656,263,3198,997
19107,7202,177,3370,285
19087,15108,495,6559,1494
19119,6707,116,3216,159
19001,5486,178,2502,304
19101,13228,629,5958,683
19039,7052,288,3039,686
19167,21397,552,9615,1615
19159,4034,94,1951,38
19073,7640,318,3414,494
19129,11482,436,5389,269
19091,7243,199,3350,344
19177,4348,115,2023,187
19037,9645,239,4373,660
,84,6,36,6
