County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,53060,89089,1178,233833
Linn,25405,47060,3612,122087
Scott,19730,31751,1194,85354
Johnson,17226,42472,409,103073
Black Hawk,15592,29731,2486,77755
Dubuque,14912,24484,320,64186
Story,11700,16957,410,45895
Pottawattamie,10150,19554,3831,53916
Woodbury,9765,20154,1532,51153
Dallas,8920,12578,1057,34551
Cerro Gordo,6971,11434,1019,30728
Clinton,5547,5690,209,17127
Webster,5395,6459,499,18802
Fayette,5091,2990,200,11249
Cass,4532,3599,0,11738
Warren,4388,6657,101,17516
Marion,4312,4421,2981,16117
Muscatine,4192,4577,1293,14634
Des Moines,4099,8902,299,22028
Lee,3996,5162,259,14746
Marshall,3979,4103,1778,13924
Bremer,3502,5893,110,15357
Wapello,3252,5242,0,13737
Jasper,3167,5947,101,14915
Boone,3091,4536,97,12212
Jefferson,3026,2378,95,7877
Allamakee,2732,2110,0,6952
Winneshiek,2721,2876,1,8468
Sioux,2613,4754,1340,13458
Clay,2437,4377,0,11114
Hamilton,2375,2567,0,7523
Henry,2327,2608,104,7664
Carroll,2313,3876,600,10686
Dickinson,2310,3335,0,8966
Poweshiek,2309,3187,0,8600
Clarke,2236,916,1107,5156
Benton,2195,3213,0,8623
Madison,2171,2491,0,7155
Mitchell,2148,1726,0,5600
Mahaska,2122,2956,0,8025
Clayton,2103,3039,0,8176
Kossuth,2081,2785,0,7644
Emmet,2038,1505,1,5071
Washington,1976,2528,1,7031
Mills,1925,2181,0,6284
Hardin,1888,2664,226,7427
Appanoose,1884,1690,0,5251
Tama,1866,3218,651,8883
Shelby,1822,2458,33,6767
Page,1801,3076,95,8041
Cedar,1757,2838,0,7428
Wright,1724,1940,1320,6900
Floyd,1707,2815,230,7552
Crawford,1665,2668,1267,8257
Buchanan,1641,2856,10,7352
Plymouth,1557,3888,2512,11846
Franklin,1540,1443,0,4421
O'Brien,1506,2636,0,6787
Decatur,1477,944,0,3337
Calhoun,1467,1858,0,5180
Union,1464,1790,0,5040
Grundy,1461,2036,0,5535
Buena Vista,1444,3155,2438,10258
Jones,1387,2495,0,6422
Cherokee,1380,2182,80,5822
Jackson,1347,4411,0,10162
Davis,1339,1304,1477,5413
Guthrie,1273,1677,0,4613
Lucas,1271,1263,96,3884
Delaware,1265,1963,100,5287
Humboldt,1265,1405,0,4074
Winnebago,1264,1456,0,4172
Palo Alto,1230,1521,0,4277
Wayne,1107,1356,0,3820
Louisa,1039,1645,1389,5703
Sac,961,1912,0,4786
Harrison,943,1564,0,4072
Iowa,936,2553,0,6043
Lyon,925,1422,0,3765
Adams,873,760,0,2390
Butler,869,2256,0,5384
Greene,845,1364,100,3675
Adair,821,907,0,2619
Taylor,819,1139,0,3095
Monroe,769,1463,99,3786
Hancock,736,1497,0,3727
Montgomery,727,1455,99,3734
Audubon,695,1020,0,2735
Ringgold,683,1049,0,2770
Chickasaw,618,1496,0,3606
Howard,599,921,0,2439
Monona,571,1022,1,2607
Pocahontas,511,908,95,2421
Van Buren,476,637,0,1749
Worth,453,886,0,2221
Osceola,441,824,0,2090
Fremont,436,941,0,2319
Ida,420,898,0,2220
Keokuk,315,874,0,2062
Out of State,293,4254,0,8361
