Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.16688159437280188,American Indian or Alaska Native
Asian,0.3693339198040871,Asian
Black,0.1932477264743765,Black
Native Hawaiian or Other Pacific Islander,0.3395087427144047,Native Hawaiian or Other Pacific Islander
Other Race,0.5135213724920035,Other Race
White,0.41288386473970647,White
