County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,48646,178132,8283,413194
Linn,19037,91637,7132,208130
Johnson,11261,72452,3323,159051
Story,10938,35300,1835,82441
Scott,10001,62663,4560,141188
Dallas,8989,30142,1627,69614
Black Hawk,7721,54181,4969,121359
Pottawattamie,7316,33780,4494,80316
Dubuque,5266,51162,1496,108896
Woodbury,4739,35439,4067,79278
Marshall,3352,9050,2548,23926
Cerro Gordo,3071,20358,1258,45112
Warren,2949,13350,629,30079
Clinton,2651,12387,1133,28639
Jasper,2448,10433,576,23703
Webster,2323,13743,923,30968
Muscatine,2309,10318,4193,27258
Des Moines,2284,14751,589,32395
Bremer,1563,10136,1031,22834
Lee,1483,9668,1257,22338
Marion,1463,9893,3767,25153
Boone,1434,9061,360,19846
Wapello,1395,9777,468,21519
Tama,1316,6140,944,14481
Jones,1269,4507,648,10978
Winneshiek,1249,6108,737,14230
Page,1229,5398,632,12685
Poweshiek,1225,7306,187,15975
Henry,1222,5780,1194,14027
Sioux,1197,8268,2460,20208
Washington,1122,5612,403,12763
Carroll,1118,8014,880,18146
Jefferson,1002,5880,804,13575
Fayette,937,8840,844,19487
Mahaska,932,6114,312,13520
Madison,913,5728,115,12517
Jackson,865,6749,154,14506
Benton,817,6410,380,14015
Buena Vista,805,5549,3176,15171
Mills,761,4521,97,9920
Hamilton,749,5784,345,12802
Dickinson,677,6556,163,13968
Emmet,674,4167,309,9418
Delaware,645,3714,665,8719
Floyd,626,5359,805,12161
Clay,612,7202,106,15082
Cedar,607,5345,224,11500
Harrison,598,2814,202,6435
Hardin,584,5207,1195,12236
Allamakee,580,4963,63,10567
Cass,580,9275,286,19621
Kossuth,534,5084,381,11136
Iowa,529,4933,494,10905
Calhoun,521,3593,135,7862
Crawford,520,5126,1467,12265
Guthrie,517,3591,192,7897
Union,512,4057,165,8697
Plymouth,511,6101,2808,15557
Buchanan,501,5403,216,11517
Grundy,481,3954,237,8632
Clayton,454,5499,605,12087
Montgomery,419,2688,515,6340
Mitchell,415,3817,82,8145
Cherokee,412,4037,190,8683
Wright,410,4087,1527,10091
Appanoose,410,3712,420,8343
O'Brien,385,4576,250,9797
Shelby,382,5112,70,10725
Hancock,380,2528,593,6029
Greene,379,3841,417,8551
Clarke,378,3561,1305,8808
Monona,360,1645,116,3753
Humboldt,351,3490,324,7796
Lucas,341,2878,333,6512
Lyon,337,2639,27,5637
Winnebago,335,3380,417,7534
Butler,333,3508,113,7470
Howard,331,1710,106,3843
Sac,307,2967,29,6285
Louisa,301,2844,1499,7466
Chickasaw,297,2433,298,5456
Franklin,275,3073,197,6626
Pocahontas,261,1561,130,3516
Wayne,253,2689,338,6060
Out of State,250,4254,0,8447
Decatur,250,2567,105,5573
Palo Alto,248,2964,100,6312
Monroe,241,2735,213,5951
Davis,219,2921,1617,7705
Adair,213,1932,288,4302
Ida,177,1381,455,3393
Ringgold,174,1835,1,3888
Van Buren,171,1280,84,2816
Keokuk,171,1371,100,3014
Worth,166,1511,0,3185
Taylor,152,2043,6,4268
Osceola,136,1312,129,2889
Fremont,131,1450,78,3111
Adams,128,1535,1,3370
Audubon,117,1824,101,3863
