RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19113,195836,17214,85885,6842
19049,76654,8285,33323,1763
19155,60178,5961,26216,1792
19013,103927,6621,46484,4340
19183,16828,1258,7531,516
19125,22101,1758,9244,1856
19153,400372,45425,172922,9105
19009,4753,189,2221,121
19129,9849,718,4459,212
19045,31584,2579,13979,1046
19181,39444,3996,17297,840
19059,15017,714,7061,185
19163,119345,8052,53718,3866
19021,14155,787,5386,2594
19103,151834,10022,68912,3952
19111,21034,1549,9265,952
19041,12036,503,5629,276
19061,90686,3961,42749,1240
19147,6586,272,3080,154
19169,82390,9256,35592,1963
19039,6270,370,2642,613
19139,31142,2421,12739,3232
19083,12761,689,5670,731
19033,35560,2330,16043,1147
19151,4869,371,2161,176
19087,13113,1100,5529,982
19019,15652,912,7135,470
19057,25966,1763,11782,641
19109,11251,579,5125,419
19191,17258,1261,7659,686
19171,13672,899,6035,706
19077,8603,638,3862,246
19157,14957,1126,6766,301
19081,7248,360,3273,343
19177,4006,251,1805,146
19187,27175,1981,12125,960
19031,15319,947,6917,536
19017,20852,1326,9322,876
19027,17605,877,7939,849
19051,4593,266,2111,107
19161,7356,368,3358,271
19001,4875,257,2183,249
19179,21280,1338,9011,1921
19015,22413,1942,9990,499
19011,20021,1352,8964,748
19145,10961,916,4835,378
19003,2753,159,1284,31
19101,11650,899,5096,559
19025,8041,711,3547,243
19035,8720,414,3998,310
19167,19503,1179,8426,1472
19075,10658,628,4851,329
19165,9989,367,4726,163
19131,7406,399,3446,115
19149,17051,704,7222,1906
19121,11706,1037,5221,233
19073,6872,417,3022,412
19095,13882,854,6253,523
19173,4237,169,2010,48
19141,10016,404,4593,426
19065,15363,838,7029,465
19197,9548,434,4170,775
19127,29412,3661,11777,2193
19069,7387,405,3350,282
19175,8666,535,3987,155
19067,11397,716,5177,326
19005,9610,626,4419,147
19091,6746,302,3069,306
19093,4504,222,1968,344
19133,6448,397,2954,143
19107,6492,391,2934,235
19123,12528,865,5532,600
19105,16166,1655,6868,771
19043,12514,495,5766,486
19193,69040,4142,30534,3822
19085,9519,747,4239,294
19089,6220,450,2711,351
19159,3744,169,1772,30
19037,8848,477,3906,560
19189,7584,376,3367,472
19143,3897,179,1785,148
19023,12107,658,5567,311
19099,27063,2931,11614,905
19029,10690,510,4963,257
19115,6853,443,2753,910
19195,5331,279,2460,133
19047,11218,563,4739,1176
19053,4337,256,1946,188
19079,12487,888,5518,557
19097,14769,843,6831,262
19055,12458,776,5484,717
19007,7993,462,3599,333
19119,6303,298,2940,126
19063,6829,461,3063,243
19117,5181,314,2276,317
19185,3790,252,1702,135
19071,4483,241,2044,155
19135,4913,248,2210,247
19137,7440,454,3265,451
,76,7,33,6
