RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,0.5300646114235935,245290,14527
19161,0.43359736652607758,3844,371
19027,0.5129680138854451,9276,1068
19013,0.48819611668241538,58383,5682
19017,0.49976059372755568,11415,1110
19019,0.4413223140495868,8679,666
19103,0.5952031229323805,84778,5181
19195,0.4267714401842569,2953,197
19033,0.5136631330977621,19968,1837
19081,0.4114769520225776,3882,492
19169,0.5231833767517531,47837,2973
19139,0.488983686480405,16578,4284
19165,0.4909202025493277,5372,251
19009,0.49963609898107716,2583,163
19191,0.5236356360362163,9549,919
19065,0.45033078880407126,8225,624
19061,0.5339478578989014,50071,1888
19147,0.42234976367319379,3510,243
19183,0.4661506942863647,9483,756
19003,0.44003331482509719,1512,73
19173,0.38751837934977947,2288,84
19041,0.4353771228771229,6563,410
19125,0.4251646467987851,11896,2242
19123,0.3503960171984612,6895,847
19157,0.4842196281884998,8481,479
19099,0.4740083366949039,15946,1680
19073,0.4753600360036004,3689,536
19113,0.5426190749252335,113998,9017
19049,0.5290359860036596,46807,2633
19193,0.41499607204166547,38055,4734
19171,0.49317669395989086,7415,897
19109,0.44805238641733616,6047,590
19187,0.4670788770053476,15263,1507
19011,0.4710859816728407,11131,950
19141,0.4226714171453501,5255,558
19045,0.42811604815955547,18331,1546
19067,0.43894642628819849,6253,613
19189,0.4405060846049836,3967,594
19131,0.4067636501039108,4077,229
19029,0.4858211280772826,5844,392
19135,0.38679122875308166,2624,357
19127,0.5159643374228454,17423,2890
19063,0.41865768896611646,3528,327
19159,0.42930118512464246,2055,46
19115,0.4155867693701858,3495,1091
19163,0.43259918007667266,69213,5602
19149,0.4270167216109942,8607,2144
19059,0.48435508170124005,8062,297
19093,0.4018950437317784,2326,431
19015,0.5338873217961424,13174,832
19075,0.5113636363636364,5704,551
19091,0.41253400292948319,3543,400
19151,0.4397945308959057,2669,242
19055,0.44189054141437897,6627,890
19101,0.3959005192675594,6505,738
19005,0.39906480602031127,5225,237
19181,0.47930672677107219,23148,1520
19025,0.4913115432354158,4376,374
19083,0.4567256321975543,6736,958
19069,0.4358490566037736,3991,398
19023,0.4887457580164831,6578,479
19133,0.43250145095763206,3472,254
19085,0.39305288632642895,5141,381
19137,0.44932943430472929,3911,545
19111,0.39697536916540396,11642,1719
19037,0.450431576301014,4619,756
19197,0.47540200604999208,5009,963
19179,0.3955789413480511,11352,2481
19121,0.438915411923124,6793,378
19095,0.518969352446861,7652,747
19143,0.38637126552534409,2063,239
19051,0.3011111111111111,2531,179
19047,0.427705112960761,5828,1366
19145,0.4290064208644999,5933,548
19043,0.40161832583053166,6450,598
19057,0.4041111709908384,14789,958
19007,0.37960727506840499,4270,447
19107,0.37878196369314856,3562,319
19077,0.4881654036860324,4840,378
19129,0.39890131709577078,5727,300
19021,0.5042813455657492,6836,3058
19087,0.43525107747819988,7024,1661
19053,0.32617534942820838,2313,254
19097,0.44158650136323887,8170,414
19155,0.41545608651803536,36487,2236
19079,0.5183104311920396,6946,711
19035,0.44450378282153987,4590,404
19001,0.4142897091722595,2626,337
19175,0.4194918715791194,4836,299
19167,0.34253335246019225,10167,1772
19089,0.41919633107665429,3332,507
19119,0.3008081667375585,3327,209
19185,0.3449774879677069,2031,191
19039,0.43544438531133586,3348,743
19117,0.375,2796,429
19031,0.4968593976485747,8552,703
19071,0.37341954022988507,2399,200
19177,0.3357467348097672,2128,237
19105,0.4941733958706059,9115,1105
,,32,4
