County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,747526,65670,57359,641,563,78
Linn,314634,22643,20694,339,303,36
Scott,232767,21749,19977,248,224,24
Black Hawk,228642,17673,15611,312,288,24
Johnson,227073,15504,14463,85,77,8
Dubuque,205472,14829,13238,211,195,16
Story,170664,11483,10621,48,42,6
Woodbury,155955,16560,14984,230,211,19
Dallas,136615,12646,11140,99,85,14
Pottawattamie,126987,12361,11021,174,151,23
Marshall,86957,5245,4783,76,68,8
Cerro Gordo,83783,5988,5387,96,79,17
Warren,83448,6348,5711,91,81,10
Webster,73069,5449,5040,94,79,15
Clinton,69506,6099,5503,93,79,14
Des Moines,61639,5046,4581,72,60,12
Muscatine,60491,5227,4751,106,97,9
Lee,58278,4071,3745,56,43,13
Jasper,55503,4563,4131,72,67,5
Wapello,50591,4710,4196,122,118,4
Sioux,48453,5362,5086,74,71,3
Poweshiek,48017,1651,1534,36,33,3
Buena Vista,47209,4973,4220,40,36,4
Boone,46823,2875,2644,34,31,3
Marion,45364,3863,3582,76,65,11
Washington,44567,2746,2506,51,47,4
Bremer,42412,3023,2802,61,51,10
Winneshiek,42254,2068,1937,35,30,5
Plymouth,40621,4341,3941,81,73,8
Benton,40188,2771,2517,55,44,11
Carroll,39138,3083,2818,52,43,9
Henry,38940,3100,2899,37,36,1
Fayette,38492,1954,1816,43,38,5
Hardin,37737,2009,1825,44,34,10
Tama,34641,2250,2036,71,67,4
Cedar,33809,2016,1886,23,21,2
Buchanan,33710,2052,1885,33,27,6
Mahaska,33560,2436,2261,51,46,5
Clay,32778,2280,2133,27,22,5
Iowa,31592,1562,1477,24,22,2
Delaware,31276,2159,2064,43,38,5
Butler,31212,1757,1619,35,31,4
Crawford,29926,2930,2645,40,35,5
Dickinson,29151,2688,2447,44,38,6
Jones,28572,3141,2947,57,51,6
Jackson,28006,2385,2206,42,39,3
Kossuth,27989,2283,2101,66,57,9
Floyd,27560,1818,1578,42,32,10
O'Brien,27559,2154,1940,61,56,5
Clayton,27263,1798,1655,57,48,9
Hamilton,24654,2008,1762,51,46,5
Hancock,23351,1602,1462,34,27,7
Page,22892,2012,1915,22,20,2
Allamakee,22853,1588,1470,52,42,10
Jefferson,22544,1460,1302,35,29,6
Madison,22533,1789,1625,19,15,4
Harrison,22468,1936,1725,73,69,4
Mills,22362,1806,1609,24,21,3
Cherokee,22282,1696,1551,38,30,8
Sac,21930,1395,1290,20,19,1
Wright,21833,1932,1817,40,33,7
Cass,21820,1478,1341,55,49,6
Franklin,21660,1344,1194,23,21,2
Grundy,20304,1453,1337,33,27,6
Guthrie,20051,1318,1197,32,26,6
Palo Alto,20029,1196,1110,23,22,1
Calhoun,19772,1443,1376,13,12,1
Appanoose,19290,1468,1236,49,44,5
Mitchell,19253,1376,1233,43,40,3
Winnebago,19102,1560,1399,31,26,5
Monona,18947,892,803,31,29,2
Chickasaw,18792,1321,1233,17,14,3
Louisa,18710,1365,1243,49,42,7
Union,18491,1382,1258,35,27,8
Shelby,18279,1379,1278,37,33,4
Emmet,18157,1436,1305,41,39,2
Howard,17864,1101,1023,22,18,4
Lyon,17531,1600,1548,41,37,4
Keokuk,16635,1038,933,32,31,1
Humboldt,16234,1246,1170,26,23,3
Greene,15781,829,769,11,10,1
Montgomery,15069,1117,998,38,36,2
Worth,14438,806,749,8,7,1
Pocahontas,14407,903,840,22,22,0
Clarke,14400,1072,981,24,22,2
Audubon,13884,554,506,11,10,1
Ida,13219,1028,870,35,32,3
Adair,12827,994,841,32,22,10
Davis,12023,925,817,25,23,2
Decatur,10999,632,608,9,9,0
Ringgold,10635,583,540,24,18,6
Monroe,10406,1010,927,31,23,8
Lucas,10162,807,757,23,18,5
Osceola,9757,815,775,17,14,3
Taylor,9482,690,653,12,10,2
Van Buren,9165,589,544,18,15,3
Pending Investigation,8122,978,947,0,0,0
Fremont,8035,663,621,9,7,2
Wayne,7781,584,520,23,18,5
Adams,6210,355,339,4,4,0
