County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,567479,57521,46930,545,485,60
Linn,244150,20509,17948,311,281,30
Black Hawk,181310,16165,13970,286,268,18
Johnson,177141,13720,12282,73,68,5
Scott,175001,18178,15878,205,190,15
Dubuque,157806,13443,11565,194,180,14
Story,136674,10114,8862,45,39,6
Woodbury,121729,14850,13019,211,195,16
Dallas,107389,11207,9132,90,79,11
Pottawattamie,101467,10675,9128,140,125,15
Marshall,69325,4938,4289,72,64,8
Cerro Gordo,65580,5312,4715,80,68,12
Warren,62466,5492,4622,71,66,5
Webster,59515,5146,4685,86,72,14
Clinton,52034,5399,4562,83,73,10
Des Moines,46547,4539,3950,59,52,7
Lee,45572,3723,3274,51,38,13
Muscatine,45353,4460,3891,89,80,9
Jasper,42388,4057,3335,65,61,4
Buena Vista,38947,4694,3962,36,33,3
Wapello,38939,4250,3514,107,103,4
Boone,37676,2580,2231,30,28,2
Sioux,36479,4904,4547,68,65,3
Washington,34624,2532,2218,45,41,4
Marion,34468,3558,3099,69,60,9
Poweshiek,33482,1530,1353,29,27,2
Plymouth,32785,3925,3480,77,69,8
Bremer,31346,2762,2458,54,47,7
Carroll,31070,2845,2548,48,40,8
Henry,30975,2920,2667,35,35,0
Benton,30721,2487,2104,54,44,10
Winneshiek,30020,1867,1607,26,22,4
Fayette,29423,1840,1655,33,30,3
Hardin,28863,1794,1565,38,32,6
Tama,27709,2113,1860,64,62,2
Mahaska,25857,2225,1957,45,40,5
Cedar,25460,1749,1547,22,21,1
Buchanan,25193,1832,1610,30,26,4
Clay,24993,1928,1723,25,20,5
Iowa,24934,1437,1274,23,21,2
Butler,24614,1654,1496,31,28,3
Crawford,23072,2713,2336,35,31,4
Delaware,22803,1887,1738,39,34,5
Jones,21822,2932,2717,54,50,4
Dickinson,21805,2158,1869,38,32,6
Floyd,21804,1621,1384,39,30,9
Jackson,21707,2197,1941,38,35,3
O'Brien,21542,1926,1668,58,54,4
Kossuth,21379,2067,1809,54,47,7
Clayton,20694,1679,1504,53,45,8
Hamilton,20423,1913,1596,41,40,1
Mills,18819,1618,1377,20,17,3
Wright,18453,1793,1662,31,26,5
Hancock,18105,1463,1312,29,24,5
Cass,17832,1320,1112,48,45,3
Allamakee,17793,1436,1279,44,37,7
Harrison,17632,1788,1533,69,65,4
Jefferson,17244,1373,1215,32,27,5
Cherokee,17238,1533,1372,35,29,6
Page,17223,1814,1673,19,18,1
Franklin,17191,1184,1027,19,18,1
Madison,16895,1531,1268,18,14,4
Sac,16686,1236,1120,18,18,0
Grundy,16249,1379,1208,30,25,5
Calhoun,15727,1329,1233,10,10,0
Palo Alto,15438,1040,912,21,19,2
Monona,15349,813,703,25,24,1
Appanoose,15219,1381,1103,47,43,4
Guthrie,15113,1160,1023,28,23,5
Mitchell,14981,1298,1146,40,38,2
Chickasaw,14977,1246,1138,13,12,1
Winnebago,14792,1374,1206,30,25,5
Louisa,14761,1281,1137,41,34,7
Union,14700,1259,1110,31,26,5
Howard,14011,1025,859,21,17,4
Emmet,13929,1206,1068,40,38,2
Shelby,13813,1196,1057,33,30,3
Humboldt,13225,1167,1055,25,22,3
Pending Investigation,13208,926,805,0,0,0
Keokuk,13003,976,846,29,29,0
Greene,12803,767,692,10,10,0
Lyon,12680,1453,1358,41,37,4
Montgomery,12080,1036,878,36,34,2
Clarke,11431,990,805,20,20,0
Pocahontas,11233,851,773,19,19,0
Worth,10704,688,621,7,6,1
Adair,10629,911,673,26,20,6
Ida,10060,905,738,32,30,2
Audubon,9880,482,417,9,8,1
Davis,9088,822,691,23,22,1
Decatur,8637,571,503,9,9,0
Ringgold,8447,516,458,16,15,1
Monroe,8206,922,806,28,21,7
Lucas,7917,728,653,21,17,4
Van Buren,7176,559,494,18,15,3
Taylor,7175,662,601,12,10,2
Osceola,6739,697,639,14,12,2
Fremont,6313,582,529,9,7,2
Wayne,5024,486,402,21,17,4
Adams,4521,324,303,4,4,0
