ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,524377,21101,245316,13043
19021,17838,638,6756,3589
19027,20677,481,9453,1116
19049,89758,3051,42798,2482
19181,35111,1126,16564,1020
19013,141447,4278,65390,6175
19033,52298,1791,24237,1960
19169,101983,4165,47894,2817
19195,3466,40,1714,1
19083,13680,203,6037,1345
19189,8392,207,3831,505
19155,95813,3798,43115,4866
19139,32946,1009,13424,4968
19009,4123,22,2000,101
19005,11403,284,5497,118
19099,28906,701,13628,1151
19103,185980,5605,88246,4274
19017,25941,761,11961,1263
19065,21132,444,9873,928
19061,122136,2866,58630,2205
19041,16737,457,8021,294
19147,6833,151,3252,152
19193,91959,3787,41834,4927
19003,3556,72,1642,10
19173,4495,73,2186,21
19175,10042,313,4755,312
19067,13735,247,6201,1068
19063,10128,538,4543,384
19035,9621,207,4561,285
19123,15527,450,7229,572
19183,15132,484,7046,550
19179,25323,750,11757,938
19073,9429,186,4331,508
19113,251623,7101,118482,8817
19019,12805,266,6101,339
19101,15881,561,7176,974
19127,30525,1003,13368,2902
19109,12455,319,5801,495
19187,35958,1274,16538,1346
19037,5950,104,2755,343
19011,15585,360,7377,464
19045,35041,1272,16052,1594
19081,6726,74,2966,719
19131,8950,148,4312,158
19029,21091,429,10002,431
19135,6743,142,3134,301
19059,15547,445,7424,255
19159,4246,64,2059,6
19163,168936,6232,77600,6271
19125,28323,711,11715,4039
19149,17195,363,6909,2971
19015,23047,555,10985,575
19141,10926,238,5164,351
19091,8470,204,3861,395
19151,3956,64,1867,154
19055,9999,194,4532,776
19031,12678,220,6104,281
19167,22709,500,9762,2676
19143,3175,31,1484,177
19161,6580,88,3211,51
19069,7217,122,3416,254
19133,4474,72,2103,212
19075,9642,285,4469,407
19171,17702,535,8052,984
19137,7174,282,3147,579
19111,26310,834,11645,1948
19197,11455,252,4752,1718
19047,13811,315,5940,1592
19077,9030,172,4284,270
19093,3725,76,1575,502
19051,8186,163,3149,1667
19025,8455,78,4081,182
19145,14606,598,6566,845
19057,37341,1646,17465,720
19007,9065,259,4117,480
19157,18706,445,8961,431
19191,17362,513,7911,1058
19023,7868,86,3792,177
19087,16654,457,7104,1937
19001,4748,118,2172,333
19079,14357,219,6786,409
19095,12042,198,5601,621
19119,6065,107,2935,77
19043,12738,175,5927,664
19117,7304,148,3331,404
19039,9847,238,4115,1365
19107,3301,33,1585,100
19165,11691,234,5637,141
19185,6391,163,2869,382
19115,7995,147,3163,1533
19053,5999,150,2815,123
19177,3008,73,1407,119
19121,14049,272,6772,161
19085,7033,233,3266,255
,10374,246,5210,1
19105,13308,227,6062,905
19097,16274,278,7875,260
19129,12147,487,5741,150
19089,4528,103,2128,186
19071,3348,62,1594,98
