County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,40464,199712,9594,449333
Linn,17006,99852,7497,222914
Johnson,11954,76046,3537,167229
Scott,10281,66474,5140,149624
Story,7709,40997,2241,91066
Black Hawk,7165,57421,5364,127608
Dallas,6429,35596,1926,78176
Pottawattamie,6286,36742,4610,85322
Dubuque,4763,53597,1784,113539
Woodbury,4665,37052,4333,82689
Cerro Gordo,2748,21623,1441,47495
Des Moines,2222,15407,615,33687
Webster,2151,14381,971,32115
Warren,2066,14674,780,32019
Clinton,2045,13624,1216,30591
Jasper,1807,11607,803,25648
Muscatine,1732,11469,4426,29212
Tama,1600,6638,956,15796
Marshall,1566,11280,2590,26654
Wapello,1340,10308,498,22559
Lee,1188,10313,1478,23551
Bremer,1188,10780,1092,23829
Marion,1094,10564,3877,26243
Page,1025,5782,650,13257
Boone,1008,9768,445,20932
Henry,923,6233,1553,14992
Jefferson,904,6234,845,14219
Winneshiek,884,6770,883,15320
Washington,881,6149,464,13656
Carroll,873,8500,975,18997
Poweshiek,867,7969,269,17023
Sioux,799,8917,2500,21146
Buena Vista,762,5900,3207,15859
Mills,738,4753,122,10386
Mahaska,730,6516,383,14190
Emmet,656,4284,336,9663
Cass,630,9422,331,20019
Clay,628,7389,151,15516
Fayette,625,9287,849,20067
Benton,611,6768,414,14573
Dickinson,587,6849,174,14466
Madison,521,6300,136,13304
Hamilton,491,6188,381,13400
Plymouth,490,6344,2827,16041
Kossuth,489,5262,381,11446
Jones,484,5401,749,12102
Guthrie,483,3824,209,8355
Jackson,474,7324,198,15302
Floyd,468,5673,906,12738
Delaware,454,4039,697,9199
Union,434,4264,212,9092
Wright,427,4240,1572,10460
Crawford,418,5386,1521,12735
Greene,417,3948,445,8831
Allamakee,416,5178,88,10864
Cedar,413,5680,246,11995
Hardin,405,5526,1228,12741
Appanoose,373,3833,441,8568
O'Brien,372,4739,284,10142
Montgomery,359,2846,546,6625
Clarke,357,3704,1311,9089
Shelby,350,5254,88,10993
Buchanan,341,5668,250,11927
Harrison,337,3118,208,6790
Iowa,334,5244,532,11373
Cherokee,328,4238,215,9026
Grundy,322,4178,301,8989
Humboldt,309,3622,344,8038
Clayton,303,5712,624,12396
Winnebago,284,3530,448,7817
Monroe,283,2826,242,6207
Monona,271,1820,126,4024
Mitchell,269,4040,118,8485
Out of State,252,5284,0,10474
Wayne,248,2737,358,6177
Decatur,230,2649,114,5730
Lucas,229,3039,364,6766
Palo Alto,218,3059,125,6493
Lyon,218,2780,51,5828
Louisa,210,2990,1507,7675
Hancock,204,2750,677,6380
Davis,197,3005,1637,7874
Franklin,182,3216,213,6837
Adair,170,2016,307,4445
Ringgold,160,1897,3,4008
Calhoun,159,3972,155,8283
Butler,153,3699,136,7694
Chickasaw,150,2626,305,5700
Howard,131,1945,139,4145
Sac,128,3157,39,6498
Taylor,126,2092,10,4340
Adams,123,1560,4,3426
Ida,118,1456,463,3490
Fremont,107,1504,89,3203
Van Buren,105,1352,90,2900
Keokuk,99,1481,100,3161
Audubon,98,1903,101,4002
Worth,92,1612,0,3313
Osceola,81,1382,145,2990
Pocahontas,80,1781,140,3784
