ADMIN_ADDRESS_COUNTY,Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,271113,256081,15032
19021,10787,7155,3632
19027,10997,9775,1222
19049,47373,44563,2810
19181,18140,17012,1128
19013,74354,67970,6384
19033,27254,25149,2105
19169,52547,49384,3163
19195,1752,1751,1
19083,7533,6182,1351
19189,4488,3975,513
19081,3755,3012,743
19155,49739,44757,4982
19139,19168,13966,5202
19009,2127,2026,101
19005,5773,5647,126
19099,15246,14043,1203
19103,95043,90486,4557
19017,13852,12428,1424
19065,11041,10082,959
19061,62720,60344,2376
19041,8571,8258,313
19063,5042,4634,408
19147,3498,3331,167
19193,49036,43978,5058
19003,1682,1664,18
19173,2269,2238,31
19175,5289,4937,352
19067,7593,6376,1217
19035,5065,4693,372
19123,8076,7487,589
19183,7914,7320,594
19179,13257,12219,1038
19073,4935,4412,523
19113,131841,122310,9531
19019,6682,6315,367
19101,8454,7451,1003
19127,17225,14017,3208
19109,6497,5973,524
19187,18657,17225,1432
19037,3169,2807,362
19011,8068,7589,479
19141,5700,5308,392
19045,18542,16842,1700
19131,4630,4442,188
19029,10672,10205,467
19135,3589,3222,367
19059,7936,7656,280
19159,2110,2104,6
19163,87239,80569,6670
19125,16246,12124,4122
19149,10124,7129,2995
19015,11968,11365,603
19091,4380,3944,436
19151,2080,1902,178
19055,5442,4620,822
19031,6544,6246,298
19167,12862,10076,2786
19143,1715,1518,197
19161,3287,3220,67
19069,3745,3474,271
19133,2373,2143,230
19075,5070,4570,500
19171,9165,8181,984
19137,3879,3278,601
19111,14306,12147,2159
19197,6702,4905,1797
19047,7762,6154,1608
19077,4686,4370,316
19093,2124,1597,527
19051,4935,3246,1689
19025,4299,4091,208
19145,7643,6788,855
19057,19063,18295,768
19007,4729,4221,508
19157,9656,9192,464
19191,9303,8233,1070
19023,4012,3821,191
19087,9386,7367,2019
19053,3004,2872,132
19097,8380,8077,303
19001,2553,2209,344
19079,7370,6952,418
19095,6343,5691,652
19119,3102,2995,107
19043,6654,5985,669
19117,3852,3411,441
19039,5653,4266,1387
19107,1708,1608,100
19165,5978,5806,172
19185,3321,2915,406
19115,4780,3219,1561
19121,7103,6921,182
19177,1551,1420,131
19085,3572,3302,270
,5211,5210,1
19105,7203,6214,989
19129,6046,5879,167
19089,2392,2172,220
19071,1705,1607,98
