ADMIN_DATE,RECIP_ID
2020-12-14,178
2020-12-15,564
2020-12-16,1383
2020-12-17,1696
2020-12-18,2670
2020-12-19,431
2020-12-20,91
2020-12-21,2608
2020-12-22,4947
2020-12-23,9252
2020-12-24,1786
2020-12-25,1
2020-12-26,605
2020-12-27,491
2020-12-28,8643
2020-12-29,7487
2020-12-30,9636
2020-12-31,5054
2021-01-01,228
2021-01-02,1964
2021-01-03,1374
2021-01-04,6099
2021-01-05,7452
2021-01-06,8595
2021-01-07,8217
2021-01-08,10469
2021-01-09,3354
2021-01-10,1328
2021-01-11,7801
2021-01-12,8900
2021-01-13,9020
2021-01-14,9409
2021-01-15,7290
2021-01-16,3793
2021-01-17,1457
2021-01-18,8537
2021-01-19,8313
2021-01-20,12177
2021-01-21,10204
2021-01-22,10135
2021-01-23,3077
2021-01-24,2177
2021-01-25,10524
2021-01-26,10397
2021-01-27,16482
2021-01-28,13832
2021-01-29,14626
2021-01-30,3944
2021-01-31,2393
2021-02-01,12260
2021-02-02,14072
2021-02-03,19475
2021-02-04,15455
2021-02-05,28068
2021-02-06,17266
2021-02-07,6414
2021-02-08,14808
2021-02-09,18678
2021-02-10,27971
2021-02-11,27751
2021-02-12,31360
2021-02-13,14353
2021-02-14,4330
2021-02-15,11585
2021-02-16,13401
2021-02-17,22686
2021-02-18,20957
2021-02-19,20328
2021-02-20,7070
2021-02-21,1978
2021-02-22,7498
2021-02-23,14235
2021-02-24,25753
2021-02-25,26908
2021-02-26,29337
2021-02-27,15315
2021-02-28,4591
2021-03-01,13224
2021-03-02,18966
2021-03-03,33015
2021-03-04,37631
2021-03-05,48181
2021-03-06,24928
2021-03-07,6608
2021-03-08,21315
2021-03-09,28887
2021-03-10,33007
2021-03-11,42041
2021-03-12,45406
2021-03-13,21242
2021-03-14,4536
2021-03-15,16651
2021-03-16,30782
2021-03-17,35247
2021-03-18,38988
2021-03-19,33824
2021-03-20,15088
2021-03-21,5725
2021-03-22,14704
2021-03-23,22807
2021-03-24,37500
2021-03-25,49028
2021-03-26,40720
2021-03-27,18598
2021-03-28,5451
2021-03-29,20348
2021-03-30,28612
2021-03-31,38518
2021-04-01,45906
2021-04-02,32794
2021-04-03,16182
2021-04-04,2551
2021-04-05,22089
2021-04-06,37212
2021-04-07,43884
2021-04-08,51466
2021-04-09,49922
2021-04-10,24215
2021-04-11,7932
2021-04-12,22174
2021-04-13,28823
2021-04-14,32937
2021-04-15,37000
2021-04-16,33327
2021-04-17,19096
2021-04-18,6733
2021-04-19,15716
2021-04-20,30204
2021-04-21,31713
2021-04-22,35813
2021-04-23,31683
2021-04-24,18095
2021-04-25,4829
2021-04-26,15422
2021-04-27,24423
2021-04-28,29043
2021-04-29,29105
2021-04-30,29504
2021-05-01,12608
2021-05-02,5281
2021-05-03,14455
2021-05-04,18995
2021-05-05,21589
2021-05-06,22788
2021-05-07,21357
2021-05-08,12422
2021-05-09,4283
2021-05-10,9675
2021-05-11,13566
2021-05-12,15704
2021-05-13,20187
2021-05-14,23439
2021-05-15,13288
2021-05-16,6258
2021-05-17,12781
2021-05-18,15618
2021-05-19,16609
2021-05-20,14614
2021-05-21,18211
2021-05-22,7991
2021-05-23,3414
2021-05-24,7983
2021-05-25,8806
2021-05-26,4814
