County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,41743,190883,9081,432473
Linn,17215,96273,7304,215757
Johnson,11315,74812,3436,164030
Scott,9955,64726,4805,145491
Story,8290,38804,1999,86943
Black Hawk,6941,56323,5187,125017
Dallas,6774,33795,1746,74787
Pottawattamie,6001,36027,4541,83538
Woodbury,4767,36105,4202,80769
Dubuque,4585,52709,1653,111460
Cerro Gordo,2677,21147,1329,46362
Clinton,2545,12779,1181,29364
Warren,2492,14031,712,31081
Des Moines,2166,15121,597,33037
Webster,2149,14170,958,31690
Marshall,2034,10570,2548,25656
Jasper,1904,11211,760,24899
Muscatine,1788,11067,4309,28356
Wapello,1366,10074,475,22092
Bremer,1328,10508,1068,23403
Marion,1186,10334,3823,25817
Page,1179,5535,645,12907
Boone,1160,9447,402,20392
Jones,1126,4698,712,11282
Tama,1093,6551,956,15109
Lee,1069,10195,1394,23116
Poweshiek,987,7752,195,16637
Winneshiek,986,6550,801,14904
Jefferson,950,6094,820,13965
Henry,929,6150,1402,14682
Washington,923,5979,454,13346
Sioux,898,8683,2477,20757
Buena Vista,823,5703,3176,15495
Mahaska,793,6356,354,13907
Carroll,790,8422,946,18724
Mills,728,4685,108,10225
Benton,675,6637,399,14360
Fayette,667,9179,848,19893
Emmet,654,4239,324,9555
Clay,634,7281,133,15292
Madison,621,6120,120,13025
Cass,600,9359,305,19836
Dickinson,580,6759,168,14275
Floyd,556,5529,856,12485
Plymouth,491,6230,2824,15810
Kossuth,486,5194,381,11307
Hamilton,476,6144,373,13285
Allamakee,470,5087,76,10725
Calhoun,469,3651,147,7940
Union,464,4166,190,8900
Jackson,448,7263,180,15138
Mitchell,438,3821,108,8206
Delaware,432,3988,674,9059
Buchanan,428,5518,233,11693
Hardin,419,5444,1212,12574
Harrison,418,3014,204,6660
Cedar,409,5614,238,11849
Appanoose,404,3771,426,8460
Crawford,398,5329,1501,12581
Wright,388,4146,1547,10208
Montgomery,378,2778,527,6491
Guthrie,375,3747,195,8080
Hancock,375,2554,600,6082
Cherokee,368,4164,207,8909
O'Brien,356,4675,264,9979
Greene,353,3910,429,8676
Shelby,349,5193,80,10862
Clarke,338,3628,1310,8915
Iowa,338,5198,510,11260
Grundy,332,4128,255,8849
Clayton,322,5661,616,12298
Humboldt,302,3594,333,7961
Monona,292,1757,116,3910
Winnebago,288,3470,426,7679
Lyon,260,2729,42,5757
Out of State,248,4254,0,8446
Wayne,239,2713,348,6108
Lucas,237,2995,348,6669
Louisa,229,2938,1498,7581
Butler,229,3624,113,7597
Monroe,220,2802,224,6077
Franklin,217,3153,204,6737
Palo Alto,214,3031,119,6429
Decatur,204,2640,105,5678
Adair,199,1972,299,4380
Chickasaw,179,2576,298,5622
Davis,178,2978,1628,7792
Howard,175,1891,135,4076
Sac,152,3132,34,6466
Ida,142,1427,461,3455
Ringgold,140,1876,1,3938
Taylor,132,2066,9,4293
Fremont,128,1474,78,3153
Worth,126,1565,0,3252
Pocahontas,118,1732,140,3724
Adams,117,1556,2,3407
Keokuk,114,1445,100,3104
Van Buren,105,1350,88,2894
Osceola,93,1356,129,2934
Audubon,73,1875,101,3921
