County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,72113,119623,6705,319166
Linn,33299,63926,6706,166621
Johnson,22839,51878,2754,129590
Scott,20000,45976,3922,116909
Black Hawk,16807,40429,4500,102451
Dubuque,16582,35811,1081,89197
Dallas,14201,18472,1467,51814
Story,11323,24654,924,61427
Woodbury,11313,25279,2747,64183
Pottawattamie,8847,27120,4293,68368
Cerro Gordo,5775,16249,1134,39378
Warren,5454,9121,474,23865
Webster,5248,9686,829,25500
Marshall,4314,6664,2509,20106
Clinton,4296,9252,1042,23887
Des Moines,4153,11772,534,28157
Muscatine,4037,7337,4098,22850
Jasper,3844,7594,495,19243
Carroll,3718,5148,768,14778
Marion,3499,7215,3677,21589
Poweshiek,3399,4457,138,12340
Wapello,3019,7306,436,18066
Bremer,2907,8144,952,20119
Lee,2880,7481,1151,19199
Boone,2816,6717,279,16467
Sioux,2349,6515,2345,17732
Cass,2294,7448,228,17448
Madison,2286,3946,78,10251
Washington,2277,3908,380,10471
Mahaska,2257,4300,249,11111
Tama,2238,4556,940,12188
Dickinson,2231,4680,115,11701
Fayette,2203,7118,808,17226
Iowa,2175,3166,466,8969
Greene,2121,2060,335,6533
Hamilton,1985,4210,325,10790
Henry,1957,4323,554,11174
Mills,1924,3194,85,8402
Page,1912,3952,626,10447
Plymouth,1864,4557,2778,13767
Jackson,1862,5165,122,12303
Humboldt,1831,1983,315,6135
Winneshiek,1718,4855,514,11980
Hardin,1715,3823,1143,10485
Shelby,1708,3576,38,8913
Emmet,1695,2973,296,8017
Benton,1692,4513,356,11079
Buchanan,1686,3972,190,9800
Buena Vista,1631,4176,3160,13221
Union,1591,2736,114,7059
Jones,1567,3199,605,8608
Crawford,1548,3832,1458,10671
Cedar,1538,4122,201,9956
Floyd,1510,3880,713,9969
Clayton,1501,4328,570,10717
Clay,1465,6016,50,13506
Jefferson,1427,4769,754,11735
Kossuth,1374,4024,376,9797
Guthrie,1343,2503,176,6514
Lucas,1272,1901,306,5359
Winnebago,1269,2301,387,6268
Grundy,1240,2986,199,7413
Delaware,1160,2870,599,7492
Cherokee,1141,3098,170,7500
Wayne,1089,1847,332,5117
Allamakee,1088,4204,45,9524
Harrison,1077,2150,187,5561
O'Brien,1044,3734,225,8742
Appanoose,1007,2971,374,7342
Montgomery,990,1895,499,5281
Davis,979,2127,1577,6781
Franklin,922,2332,175,5757
Butler,906,2790,65,6554
Wright,862,3359,1480,9038
Decatur,832,1971,105,4882
Sac,821,2418,0,5659
Monroe,816,2072,199,5154
Clarke,801,2948,1249,7919
Lyon,792,1958,25,4729
Calhoun,764,2949,100,6768
Louisa,752,2268,1493,6755
Mitchell,718,3351,0,7432
Chickasaw,684,1953,298,4882
Palo Alto,673,2408,82,5605
Hancock,655,2040,552,5285
Howard,655,1284,87,3298
Pocahontas,537,1222,130,3109
Adams,478,1250,0,3043
Adair,468,1491,254,3703
Ringgold,458,1487,0,3455
Audubon,437,1451,96,3434
Monona,433,1373,105,3270
Worth,431,1161,0,2749
Van Buren,413,914,69,2309
Keokuk,394,1077,100,2648
Fremont,375,1144,72,2737
Taylor,339,1756,0,3909
Osceola,332,1039,120,2530
Ida,272,1183,361,3001
Out of State,258,4255,0,8402
