County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,73560,126393,6746,334115
Linn,31070,69379,6706,175248
Johnson,21023,55257,2758,134461
Scott,18686,48846,3925,121410
Black Hawk,15277,43167,4522,106416
Dubuque,15202,38596,1084,93380
Story,14912,25801,924,67261
Dallas,14056,20650,1467,55982
Pottawattamie,8903,27646,4293,69473
Woodbury,8542,28642,2756,68150
Warren,5693,9603,474,25053
Cerro Gordo,5654,16487,1134,39747
Marshall,4456,7044,2509,20997
Webster,4434,10692,829,26721
Clinton,4181,9831,1043,24935
Des Moines,4159,11954,538,28541
Jasper,3906,8115,495,20343
Muscatine,3813,7866,4098,23694
Marion,3552,7384,3677,21991
Poweshiek,3041,4999,138,13066
Lee,2775,7855,1152,19848
Wapello,2723,7766,436,18708
Bremer,2710,8518,952,20670
Boone,2653,7069,279,17000
Carroll,2351,6581,768,16288
Tama,2222,4697,940,12455
Mahaska,2147,4557,249,11524
Iowa,2143,3275,467,9155
Cass,2138,7643,228,17705
Jones,2131,3390,605,9553
Washington,2125,4188,380,10877
Sioux,2022,6993,2345,18364
Fayette,2006,7382,809,17559
Madison,1990,4360,78,10782
Dickinson,1922,5080,115,12193
Hamilton,1849,4385,325,11015
Henry,1827,4483,577,11400
Winneshiek,1763,5005,514,12328
Plymouth,1655,4827,2778,14097
Emmet,1629,3072,297,8151
Buena Vista,1627,4377,3160,13621
Mills,1580,3572,85,8814
Jackson,1572,5519,122,12714
Page,1513,4398,627,10937
Greene,1498,2703,335,7207
Floyd,1461,4235,713,10629
Hardin,1434,4162,1143,10891
Jefferson,1411,4935,754,12043
Buchanan,1403,4377,190,10332
Cedar,1389,4416,201,10393
Shelby,1384,3926,38,9298
Union,1365,3026,114,7412
Benton,1325,4919,357,11527
Crawford,1315,4135,1458,11049
Kossuth,1174,4289,376,10132
Clay,1145,6438,50,14035
Guthrie,1132,2793,176,6883
Clayton,1102,4770,571,11210
Harrison,1085,2154,187,5577
Lucas,1061,2135,306,5631
Cherokee,1052,3216,170,7647
Winnebago,1036,2576,387,6587
Grundy,1028,3237,200,7708
Delaware,941,3122,599,7775
O'Brien,901,3934,225,8998
Wayne,886,2045,332,5326
Calhoun,874,3154,100,7290
Allamakee,870,4502,45,9889
Appanoose,847,3177,374,7606
Sac,826,2422,0,5673
Butler,821,2951,65,6792
Wright,813,3470,1481,9212
Montgomery,812,2111,499,5541
Clarke,776,2995,1249,7986
Monroe,761,2138,199,5232
Davis,719,2412,1578,7098
Lyon,698,2097,25,4913
Louisa,686,2369,1493,6888
Howard,675,1319,87,3387
Decatur,655,2151,105,5081
Franklin,646,2623,175,6063
Humboldt,643,3188,315,7370
Chickasaw,624,2058,298,5032
Hancock,596,2202,552,5550
Palo Alto,549,2560,82,5784
Pocahontas,537,1222,130,3109
Mitchell,518,3608,0,7747
Van Buren,418,994,69,2474
Adams,414,1317,0,3116
Monona,394,1477,105,3439
Ringgold,391,1554,0,3526
Adair,353,1670,254,3924
Worth,351,1251,0,2849
Osceola,343,1039,120,2541
Audubon,341,1580,96,3594
Keokuk,324,1178,100,2780
Taylor,320,1773,0,3927
Fremont,314,1228,73,2846
Out of State,255,4255,0,8409
Ida,204,1266,361,3100
