RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,505829,18691,236953,13234
19161,8032,154,3769,340
19027,19561,406,9072,1011
19013,122018,3615,56491,5419
19017,23840,615,11084,1057
19019,17884,398,8425,636
19195,6042,111,2870,191
19033,41629,1186,19359,1726
19081,8184,146,3788,462
19169,99631,3319,46777,2757
19139,37429,1203,16092,4043
19165,10958,231,5249,229
19009,5293,67,2536,154
19191,20007,407,9354,893
19103,175810,4467,83238,4867
19065,17083,442,8023,595
19061,101639,1933,48965,1776
19147,7286,176,3441,228
19183,19717,556,9226,710
19193,80752,3161,36483,4622
19003,3100,74,1482,62
19173,4611,101,2217,76
19041,13504,328,6388,400
19125,25931,732,11528,2142
19123,14600,435,6679,808
19157,17446,449,8271,455
19099,33461,911,15480,1590
19073,7934,213,3603,515
19113,236876,6337,111033,8474
19049,96193,3028,45385,2395
19171,15762,470,7221,850
19109,12686,318,5903,562
19187,31979,1042,14774,1389
19011,23091,581,10803,903
19045,38144,1313,17689,1454
19067,13045,324,6091,539
19189,8518,218,3859,582
19131,8312,152,3976,208
19029,12020,291,5686,357
19135,5561,123,2557,324
19127,37704,1199,16921,2663
19063,7571,351,3453,314
19159,4142,80,2010,42
19115,7988,240,3351,1046
19163,144048,4833,66966,5281
19149,19300,505,8342,2114
19059,16475,434,7884,273
19093,5067,122,2268,409
19015,27083,726,12804,749
19141,11049,220,5152,525
19075,11973,321,5587,478
19091,7463,172,3462,367
19151,5550,113,2609,219
19055,14098,293,6479,847
19101,13821,488,6308,717
19005,10686,294,5081,230
19181,47856,1524,22489,1355
19025,9129,204,4290,345
19083,14431,282,6612,925
19069,8364,207,3891,375
19023,13588,283,6432,441
19133,7227,161,3413,240
19085,10788,366,5030,362
19137,8421,296,3799,527
19111,24871,644,11335,1557
19197,10898,265,4861,911
19179,25104,723,10994,2393
19121,13916,393,6592,339
19143,4368,82,2032,222
19051,5188,149,2438,163
19047,12935,310,5652,1321
19145,12540,464,5769,538
19043,13513,230,6350,583
19057,30497,1201,14202,892
19007,9009,247,4169,424
19107,7413,165,3473,302
19077,10051,274,4719,340
19129,11863,393,5595,280
19021,16697,608,6542,3005
19087,15673,468,6803,1598
19079,14508,347,6742,677
19035,9579,236,4485,373
19001,5626,153,2576,321
19037,9901,194,4505,697
19095,16015,397,7458,702
19167,22010,492,9919,1680
19089,7172,159,3269,475
19119,6825,108,3271,175
19185,4245,117,1978,172
19039,7391,255,3214,708
19097,16646,337,7966,377
19155,75361,2675,35275,2136
19117,6010,130,2738,404
19031,17728,423,8317,671
19175,9976,307,4699,272
19071,5029,135,2348,198
19053,4883,142,2254,233
19177,4473,124,2070,209
19105,19271,369,8934,1034
,89,7,38,6
