County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,247409,49846,44994,524,468,56
Linn,106014,19062,17381,305,278,27
Scott,78158,16702,15282,196,184,12
Johnson,72030,12803,11934,68,63,5
Black Hawk,64663,14678,13505,275,259,16
Woodbury,54213,13456,12797,205,191,14
Dubuque,52454,12110,11159,187,176,11
Story,50680,9251,8597,43,38,5
Dallas,48777,9767,8762,85,74,11
Pottawattamie,43502,9588,8835,139,124,15
Warren,25235,4935,4338,67,63,4
Cerro Gordo,22012,4920,4565,79,67,12
Clinton,20112,4855,4435,80,72,8
Webster,19975,4844,4608,83,70,13
Muscatine,19435,4090,3777,87,78,9
Des Moines,19297,4147,3770,55,48,7
Marshall,19222,4521,4200,69,63,6
Jasper,16247,3558,3149,65,61,4
Wapello,16101,3791,3357,105,102,3
Sioux,14537,4689,4486,67,64,3
Lee,14517,3449,3113,47,35,12
Marion,14191,3299,2997,66,58,8
Buena Vista,13830,4039,3891,36,33,3
Boone,12387,2361,2144,27,25,2
Plymouth,12220,3609,3423,75,67,8
Benton,11399,2275,2037,53,43,10
Bremer,11104,2607,2402,53,47,6
Washington,10788,2338,2130,41,39,2
Carroll,10469,2623,2491,47,39,8
Henry,10045,2759,2610,35,35,0
Mahaska,9499,2108,1872,44,39,5
Dickinson,9466,1963,1811,37,31,6
Winneshiek,9155,1750,1525,26,22,4
Jones,9081,2822,2651,54,50,4
Pending Investigation,8800,1136,886,0,0,0
Buchanan,8557,1711,1565,26,24,2
Fayette,8420,1744,1577,31,28,3
Jackson,8202,2056,1880,37,34,3
Cedar,8185,1626,1489,20,19,1
Crawford,8122,2451,2253,35,31,4
Poweshiek,8080,1449,1303,29,27,2
Tama,7768,1973,1810,63,61,2
Clay,7618,1809,1638,25,20,5
Hardin,7586,1649,1519,34,31,3
Wright,7374,1703,1609,31,26,5
Iowa,7364,1351,1217,23,21,2
Delaware,7236,1835,1685,38,33,5
Kossuth,7159,1920,1699,52,46,6
Mills,7132,1454,1344,20,17,3
Jefferson,7027,1263,1180,31,27,4
Floyd,6987,1461,1348,38,30,8
Madison,6937,1359,1183,16,12,4
Hamilton,6830,1701,1551,38,37,1
Butler,6422,1561,1449,30,27,3
Clayton,6346,1576,1474,53,45,8
O'Brien,6107,1764,1635,58,54,4
Union,6065,1166,1060,31,26,5
Harrison,5976,1644,1480,68,64,4
Cass,5778,1228,1083,47,45,2
Page,5562,1589,1467,17,16,1
Winnebago,5550,1268,1156,30,25,5
Allamakee,5492,1370,1236,41,35,6
Appanoose,5459,1189,1058,46,43,3
Cherokee,5436,1423,1346,35,29,6
Hancock,5386,1357,1270,27,22,5
Grundy,5296,1285,1186,30,25,5
Guthrie,5102,1069,1000,28,23,5
Mitchell,5023,1185,1129,40,38,2
Louisa,4953,1195,1110,41,34,7
Calhoun,4901,1264,1212,9,9,0
Chickasaw,4883,1171,1111,13,12,1
Sac,4872,1154,1091,17,17,0
Shelby,4858,1124,988,32,29,3
Franklin,4706,1080,996,19,18,1
Emmet,4605,1131,1057,39,37,2
Clarke,4435,905,763,20,20,0
Humboldt,4364,1109,1020,22,19,3
Lyon,4221,1423,1318,40,36,4
Palo Alto,4088,974,887,19,17,2
Howard,4082,962,811,20,16,4
Montgomery,4079,953,819,36,34,2
Greene,3760,717,682,10,10,0
Keokuk,3753,899,821,29,29,0
Lucas,3449,688,637,18,15,3
Monona,3441,750,658,23,22,1
Worth,3354,647,597,4,3,1
Adair,3281,761,663,25,19,6
Decatur,3230,535,484,8,8,0
Pocahontas,3220,804,757,18,18,0
Monroe,3071,867,789,27,21,6
Davis,2996,742,674,23,22,1
Ida,2974,800,705,32,30,2
Van Buren,2473,528,481,17,14,3
Fremont,2432,540,501,9,7,2
Audubon,2374,452,401,9,8,1
Taylor,2337,627,589,11,9,2
Osceola,2219,658,626,13,11,2
Ringgold,2194,490,437,16,15,1
Wayne,2013,437,394,21,17,4
Adams,1447,316,294,3,3,0
