Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.16541617819460728,American Indian or Alaska Native
Asian,0.3668612323018581,Asian
Black,0.19113227430623318,Black
Native Hawaiian or Other Pacific Islander,0.33555370524562869,Native Hawaiian or Other Pacific Islander
Other Race,0.5094181125004039,Other Race
White,0.41116443051611009,White
