County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,672858,63097,53017,604,536,68
Linn,282503,21629,19365,330,294,36
Black Hawk,208720,16988,14854,306,283,23
Johnson,205027,14885,13235,81,76,5
Scott,203710,20477,17401,234,214,20
Dubuque,184584,14408,12352,202,188,14
Story,158452,11051,9791,47,41,6
Woodbury,142499,16181,14068,221,203,18
Dallas,124587,12201,10405,96,84,12
Pottawattamie,116487,11814,9966,162,143,19
Marshall,80496,5132,4641,74,66,8
Cerro Gordo,74667,5613,4978,86,72,14
Warren,74565,6043,5213,86,76,10
Webster,67188,5368,4924,91,77,14
Clinton,61311,5845,5023,90,78,12
Des Moines,54551,4754,4277,65,54,11
Muscatine,53840,4926,4277,96,87,9
Lee,52592,3914,3585,55,42,13
Jasper,50307,4409,3904,70,65,5
Wapello,46051,4607,4066,120,116,4
Buena Vista,44186,4859,4123,40,36,4
Sioux,43877,5239,4826,73,70,3
Boone,43286,2775,2463,33,31,2
Poweshiek,41976,1599,1483,33,30,3
Marion,41392,3740,3424,75,64,11
Washington,40148,2658,2375,50,46,4
Winneshiek,38339,2022,1836,33,28,5
Bremer,38282,2930,2681,60,51,9
Plymouth,37447,4271,3706,79,71,8
Benton,36385,2661,2398,55,44,11
Carroll,35629,2993,2688,51,43,8
Henry,35346,2999,2783,37,36,1
Fayette,35095,1909,1771,41,36,5
Hardin,33822,1926,1701,42,34,8
Tama,32051,2192,1975,71,67,4
Buchanan,30188,1988,1784,31,26,5
Mahaska,30159,2353,2127,50,45,5
Cedar,30035,1925,1740,23,21,2
Clay,29574,2220,1913,25,20,5
Iowa,29048,1517,1407,24,22,2
Butler,28877,1713,1567,34,30,4
Delaware,27461,2071,1856,39,35,4
Crawford,26910,2854,2546,40,35,5
Dickinson,26074,2603,2124,43,37,6
Kossuth,25644,2241,1982,63,55,8
Jones,25434,3046,2825,55,51,4
O'Brien,25365,2117,1830,60,55,5
Jackson,25082,2308,2087,42,39,3
Floyd,24810,1724,1469,42,32,10
Clayton,24372,1754,1568,55,46,9
Hamilton,22913,1966,1710,49,45,4
Mills,21012,1753,1516,20,17,3
Page,20829,1967,1810,21,19,2
Harrison,20793,1895,1631,73,69,4
Hancock,20752,1533,1360,34,27,7
Allamakee,20707,1543,1427,51,41,10
Cherokee,20517,1669,1473,38,30,8
Wright,20320,1874,1727,35,28,7
Cass,20276,1424,1270,54,48,6
Madison,20096,1678,1470,19,15,4
Jefferson,19996,1423,1271,35,29,6
Sac,19425,1350,1202,19,19,0
Franklin,19092,1225,1081,21,19,2
Grundy,18888,1429,1300,32,27,5
Palo Alto,18270,1165,1017,22,21,1
Guthrie,18081,1263,1102,29,24,5
Calhoun,17953,1383,1305,11,11,0
Monona,17748,866,759,30,28,2
Mitchell,17504,1365,1201,41,38,3
Appanoose,17326,1438,1200,47,43,4
Chickasaw,17063,1297,1200,15,13,2
Winnebago,17047,1465,1301,31,26,5
Louisa,16895,1333,1197,49,42,7
Union,16756,1324,1182,32,26,6
Shelby,16670,1343,1178,37,33,4
Emmet,16622,1358,1139,40,38,2
Howard,16492,1077,992,22,18,4
Lyon,15631,1552,1446,41,37,4
Keokuk,15234,1014,906,30,30,0
Humboldt,15145,1231,1133,26,23,3
Greene,14567,814,740,10,10,0
Montgomery,14042,1081,941,37,35,2
Clarke,13118,1044,947,23,22,1
Worth,12772,748,672,8,7,1
Pocahontas,12567,882,806,21,21,0
Ida,12251,1003,826,33,31,2
Adair,12111,964,804,32,22,10
Audubon,11942,509,467,9,8,1
Pending Investigation,10865,1031,935,0,0,0
Davis,10748,869,753,24,23,1
Decatur,10256,602,575,9,9,0
Monroe,9519,984,885,28,21,7
Ringgold,9513,554,502,23,18,5
Lucas,9133,777,723,23,18,5
Osceola,8569,782,678,16,13,3
Taylor,8402,677,633,12,10,2
Van Buren,8226,580,523,18,15,3
Fremont,7152,651,566,9,7,2
Wayne,6664,562,481,23,18,5
Adams,5426,338,315,4,4,0
