Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.16143024618991795,American Indian or Alaska Native
Asian,0.36027532424303668,Asian
Black,0.1858631591272784,Black
Native Hawaiian or Other Pacific Islander,0.3278517901748543,Native Hawaiian or Other Pacific Islander
Other Race,0.49980614519724728,Other Race
White,0.4073394238706157,White
