RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19113,216201,13626,97576,7461
19183,18297,981,8352,610
19153,451063,34874,202625,10954
19127,33826,2424,14556,2294
19163,129918,8757,58322,4529
19181,43578,2847,19823,1099
19179,22764,1224,9771,1999
19005,10160,429,4769,195
19047,11913,493,5090,1240
19013,111564,6312,50208,4825
19061,95961,3752,45342,1527
19077,9312,552,4235,291
19139,34019,1861,14319,3517
19021,15103,720,5852,2681
19009,4992,185,2337,133
19099,30297,1897,13560,1290
19105,18059,761,8191,889
19087,14476,658,6245,1333
19101,12552,845,5537,633
19165,10382,300,4945,191
19123,13375,603,6035,700
19055,13239,507,5977,777
19137,7845,365,3493,494
19169,91917,6382,41554,2410
19037,9365,307,4218,622
19025,8702,282,4071,276
19057,27718,1694,12642,743
19191,18655,674,8583,817
19039,6718,369,2843,662
19155,67285,4721,30314,1948
19157,16181,719,7536,394
19049,86262,6197,39006,2082
19187,29596,1451,13544,1076
19193,73564,4103,32658,4151
19033,38215,2054,17386,1394
19103,163557,9381,74929,4283
19161,7676,217,3585,289
19027,18531,720,8437,936
19017,22155,1058,10071,954
19019,16559,739,7641,539
19195,5627,198,2635,157
19081,7710,255,3522,411
19065,16086,660,7460,504
19147,6896,245,3227,197
19003,2886,155,1343,45
19173,4373,161,2079,55
19041,12680,592,5884,322
19125,23864,1287,10278,2021
19073,7306,457,3193,463
19175,9235,492,4261,220
19071,4706,203,2164,175
19115,7362,316,3041,965
19129,10612,684,4837,254
19095,14878,694,6792,602
19075,11366,457,5253,402
19097,15743,530,7445,326
19093,4723,158,2097,371
19149,17925,791,7588,1959
19089,6738,245,3039,415
19107,6950,276,3205,264
19059,15663,608,7417,221
19045,34510,1814,15749,1199
19111,22713,1091,10182,1262
19133,6852,304,3185,177
19145,11758,604,5363,418
19007,8392,469,3773,376
19079,13484,574,6140,630
19135,5174,251,2322,279
19029,11274,533,5223,299
19083,13616,507,6139,830
19063,7163,448,3221,272
19069,7847,312,3608,321
19031,16435,767,7531,606
19091,7046,257,3227,334
19131,7846,224,3733,154
19053,4563,250,2047,218
19085,10162,530,4660,315
19011,21473,974,9845,805
19109,11892,558,5415,504
19185,3961,251,1777,155
19189,8000,318,3571,538
19043,13006,338,6069,527
19121,12853,678,5947,277
19067,12182,504,5625,427
19015,24694,1439,11316,628
19141,10447,374,4809,456
19159,3913,148,1865,35
19023,12785,431,5995,367
19117,5550,284,2457,352
19167,20669,763,9185,1536
19051,4845,247,2232,134
19171,14664,704,6604,750
19035,9131,320,4239,332
19197,10162,490,4408,856
19001,5204,299,2311,281
19143,4106,113,1907,180
19177,4215,167,1940,169
19119,6581,155,3139,149
19151,5207,217,2400,190
,85,6,37,6
