RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19021,14427,763,5516,2631
19153,417662,38339,184837,9681
19075,10870,524,5002,343
19191,17891,869,8149,731
19071,4552,234,2081,157
19193,70141,4112,31053,3917
19175,8827,514,4070,172
19049,80262,6817,35818,1855
19065,15642,675,7243,478
19131,7454,390,3473,118
19013,106667,6069,48047,4499
19057,26430,1635,12070,660
19011,20497,1176,9278,769
19033,36535,1974,16681,1203
19067,11673,627,5344,357
19111,21603,1240,9671,1020
19005,9803,531,4556,162
19125,22771,1484,9693,1907
19163,122542,8074,55245,3996
19103,155863,9781,70990,4023
19029,10853,522,5033,269
19083,13072,556,5882,752
19043,12739,380,5930,500
19019,15929,818,7311,492
19025,8163,655,3622,254
19017,21299,1166,9618,893
19113,201966,15543,89724,6994
19157,15308,1074,6963,309
19107,6680,302,3068,244
19015,23090,1581,10492,532
19007,8105,449,3657,341
19003,2796,155,1307,32
19099,28222,2434,12338,1094
19141,10142,385,4661,433
19169,85991,7160,38393,2049
19155,62809,4721,28136,1825
19061,92407,3573,43758,1338
19009,4847,153,2283,127
19031,15743,797,7193,562
19105,16573,1457,7145,825
19023,12336,542,5734,322
19197,9688,406,4244,796
19187,27727,1873,12441,992
19171,14052,741,6299,716
19127,31211,2507,13244,2210
19059,15279,611,7238,199
19077,8789,541,3998,257
19047,11495,464,4909,1208
19089,6453,307,2886,379
19179,21750,1298,9264,1928
19123,12818,763,5717,623
19027,18015,638,8242,890
19073,7009,376,3104,425
19097,15243,533,7210,290
19149,17325,670,7369,1920
19055,12787,553,5755,729
19045,32329,2393,14426,1089
19181,40883,3346,18306,913
19137,7587,404,3357,463
19101,11997,830,5297,573
19119,6420,239,3023,135
19167,19962,914,8777,1495
19183,17428,992,7936,574
19037,9083,359,4074,576
19151,5079,242,2326,185
19139,32112,2053,13364,3320
19133,6593,337,3056,144
19035,8909,369,4112,318
19087,13603,873,5821,1114
19085,9812,570,4473,298
19189,7721,337,3452,478
19145,11103,911,4913,389
19135,5023,226,2271,257
19129,10165,677,4636,215
19051,4669,245,2159,109
19195,5415,255,2513,134
19041,12210,514,5705,289
19081,7321,348,3312,349
19001,4955,240,2228,253
19115,7027,363,2871,928
19121,12219,763,5608,248
19091,6859,278,3134,313
19109,11430,541,5227,428
19117,5299,265,2350,333
19079,12945,631,5861,586
19093,4587,186,2023,351
19039,6395,332,2709,640
19063,6950,440,3133,245
19147,6722,244,3153,173
19173,4271,159,2031,51
19159,3776,143,1801,30
19069,7552,314,3474,290
19185,3843,240,1732,140
19095,14289,677,6535,544
19165,10118,336,4801,173
19177,4087,202,1867,151
19143,3975,137,1844,151
19161,7541,244,3509,278
19053,4430,239,2000,190
,77,5,34,6
