ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19061,59348,57289,2059
19155,46128,41341,4787
19045,16747,15261,1486
19141,5375,5044,331
19059,7492,7255,237
19169,49088,46409,2679
19113,122890,114550,8340
19123,7577,7062,515
19065,10610,9707,903
19029,10276,9859,417
19167,12158,9539,2619
19153,244343,232642,11701
19049,43645,41287,2358
19033,25296,23517,1779
19139,17663,12832,4831
19043,6536,5884,652
19163,80480,74522,5958
19149,9663,6746,2917
19125,15373,11386,3987
19007,4510,4038,472
19179,12206,11386,820
19115,4644,3122,1522
19193,45018,40296,4722
19103,89314,85249,4065
19171,8871,7902,969
19035,4733,4481,252
19021,10008,6491,3517
19183,7380,6856,524
19027,10248,9166,1082
19079,7054,6653,401
19013,68940,62940,6000
19157,9138,8731,407
19111,13059,11237,1822
19181,16935,16001,934
19185,3217,2841,376
19105,6777,5908,869
19187,17301,16045,1256
19127,15485,12758,2727
19031,6268,5991,277
19097,7989,7737,252
19121,6842,6688,154
19067,7082,6070,1012
19057,17437,16744,693
19145,7213,6438,775
19137,3619,3050,569
19023,3930,3769,161
19063,4831,4462,369
19091,4167,3792,375
19011,7669,7212,457
19129,5765,5621,144
19047,7360,5782,1578
19159,2027,2023,4
19077,4437,4199,238
19015,11121,10588,533
19087,8779,6929,1850
19165,5653,5529,124
19151,1982,1836,146
19039,5335,3983,1352
19041,8119,7874,245
19195,1686,1685,1
19083,7233,5922,1311
19189,4233,3739,494
19071,1676,1578,98
19019,6271,5960,311
19075,4790,4411,379
19017,12768,11573,1195
19099,14350,13235,1115
19191,8598,7611,987
19095,6062,5459,603
19101,7889,6954,935
19009,2090,1989,101
19005,5518,5410,108
19161,3246,3197,49
19175,4881,4598,283
19109,6070,5597,473
19117,3654,3271,383
19147,3347,3201,146
19119,2984,2914,70
19003,1630,1622,8
19173,2179,2162,17
19131,4376,4234,142
19053,2882,2764,118
19073,4712,4213,499
19085,3471,3231,240
19197,6340,4635,1705
19177,1505,1394,111
19081,3631,2922,709
19037,3045,2715,330
19051,4798,3140,1658
19135,3354,3073,281
19093,2016,1526,490
,5211,5210,1
19055,5175,4424,751
19143,1617,1457,160
19069,3579,3340,239
19133,2276,2086,190
19025,4224,4055,169
19107,1665,1565,100
19089,2205,2041,164
19001,2479,2150,329
