RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19113,105037,97576,7461
19183,8962,8352,610
19153,213579,202625,10954
19127,16850,14556,2294
19163,62851,58322,4529
19181,20922,19823,1099
19179,11770,9771,1999
19005,4964,4769,195
19047,6330,5090,1240
19013,55033,50208,4825
19061,46869,45342,1527
19077,4526,4235,291
19139,17836,14319,3517
19021,8533,5852,2681
19009,2470,2337,133
19099,14850,13560,1290
19105,9080,8191,889
19087,7578,6245,1333
19101,6170,5537,633
19165,5136,4945,191
19123,6735,6035,700
19055,6754,5977,777
19137,3987,3493,494
19169,43964,41554,2410
19037,4840,4218,622
19025,4347,4071,276
19057,13385,12642,743
19191,9400,8583,817
19039,3505,2843,662
19155,32262,30314,1948
19157,7930,7536,394
19049,41088,39006,2082
19187,14620,13544,1076
19193,36809,32658,4151
19033,18780,17386,1394
19103,79212,74929,4283
19161,3874,3585,289
19027,9373,8437,936
19017,11025,10071,954
19019,8180,7641,539
19195,2792,2635,157
19081,3933,3522,411
19065,7964,7460,504
19147,3424,3227,197
19003,1388,1343,45
19173,2134,2079,55
19041,6206,5884,322
19125,12299,10278,2021
19073,3656,3193,463
19175,4481,4261,220
19071,2339,2164,175
19115,4006,3041,965
19129,5091,4837,254
19095,7394,6792,602
19075,5655,5253,402
19097,7771,7445,326
19093,2468,2097,371
19149,9547,7588,1959
19089,3454,3039,415
19107,3469,3205,264
19059,7638,7417,221
19045,16948,15749,1199
19111,11444,10182,1262
19133,3362,3185,177
19145,5781,5363,418
19007,4149,3773,376
19079,6770,6140,630
19135,2601,2322,279
19029,5522,5223,299
19083,6969,6139,830
19063,3493,3221,272
19069,3929,3608,321
19031,8137,7531,606
19091,3561,3227,334
19131,3887,3733,154
19053,2265,2047,218
19085,4975,4660,315
19011,10650,9845,805
19109,5919,5415,504
19185,1932,1777,155
19189,4109,3571,538
19043,6596,6069,527
19121,6224,5947,277
19067,6052,5625,427
19015,11944,11316,628
19141,5265,4809,456
19159,1900,1865,35
19023,6362,5995,367
19117,2809,2457,352
19167,10721,9185,1536
19051,2366,2232,134
19171,7354,6604,750
19035,4571,4239,332
19197,5264,4408,856
19001,2592,2311,281
19143,2087,1907,180
19177,2109,1940,169
19119,3288,3139,149
19151,2590,2400,190
,43,37,6
