County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,607190,59522,49625,574,511,63
Linn,259031,20856,18795,320,288,32
Black Hawk,192529,16454,14420,296,276,20
Johnson,187958,14014,12747,76,71,5
Scott,185163,18608,16575,218,201,17
Dubuque,166766,13688,11944,199,186,13
Story,144969,10442,9238,46,40,6
Woodbury,128409,15293,13306,216,199,17
Dallas,114529,11630,9727,93,82,11
Pottawattamie,106276,10977,9472,149,132,17
Marshall,73373,5036,4478,74,66,8
Cerro Gordo,69191,5410,4841,85,71,14
Warren,67085,5698,4888,79,71,8
Webster,62298,5254,4775,88,74,14
Clinton,55309,5500,4790,87,76,11
Des Moines,50302,4637,4116,61,53,8
Lee,48607,3769,3430,54,41,13
Muscatine,47908,4616,4016,93,84,9
Jasper,45609,4243,3575,69,64,5
Wapello,42053,4465,3729,114,110,4
Buena Vista,40992,4778,4005,37,34,3
Boone,39791,2649,2338,30,28,2
Sioux,38638,5006,4628,69,66,3
Marion,37010,3654,3268,74,64,10
Washington,36756,2576,2317,48,44,4
Poweshiek,36645,1568,1430,30,28,2
Bremer,34400,2861,2555,56,48,8
Plymouth,34026,4015,3538,79,71,8
Winneshiek,33413,1926,1730,30,26,4
Benton,33078,2597,2237,54,44,10
Henry,32949,2947,2731,37,36,1
Carroll,32580,2905,2585,49,42,7
Fayette,31206,1875,1716,36,33,3
Hardin,30635,1842,1616,39,33,6
Tama,29365,2159,1907,68,65,3
Mahaska,27517,2275,2057,47,42,5
Cedar,27299,1831,1608,23,21,2
Buchanan,27155,1891,1691,30,26,4
Butler,26434,1685,1529,32,28,4
Iowa,26388,1479,1334,23,21,2
Clay,26249,1995,1791,25,20,5
Crawford,24732,2796,2420,36,31,5
Delaware,24132,1919,1797,40,35,5
Dickinson,23065,2258,1934,40,34,6
Jones,23061,2963,2775,55,51,4
Kossuth,22962,2124,1876,57,51,6
Jackson,22950,2238,2028,39,36,3
O'Brien,22854,1999,1710,58,54,4
Floyd,22705,1656,1419,41,31,10
Clayton,22099,1689,1538,55,46,9
Hamilton,21441,1929,1669,42,41,1
Mills,19509,1657,1438,20,17,3
Wright,19163,1818,1684,31,26,5
Page,19073,1877,1755,19,18,1
Hancock,19038,1484,1326,33,27,6
Allamakee,19024,1518,1333,48,38,10
Cass,18756,1380,1184,52,47,5
Harrison,18754,1812,1577,70,66,4
Madison,18467,1605,1378,18,14,4
Cherokee,18397,1593,1388,37,29,8
Jefferson,18331,1399,1247,34,28,6
Franklin,17970,1196,1058,20,19,1
Sac,17669,1281,1144,18,18,0
Grundy,17384,1401,1256,31,26,5
Calhoun,16518,1352,1258,11,11,0
Monona,16281,828,731,29,27,2
Guthrie,16178,1183,1050,28,23,5
Palo Alto,16168,1076,959,22,20,2
Appanoose,16023,1398,1150,47,43,4
Mitchell,15799,1333,1156,40,38,2
Chickasaw,15699,1265,1166,15,13,2
Winnebago,15639,1415,1243,31,26,5
Louisa,15507,1292,1155,48,41,7
Union,15426,1278,1148,31,26,5
Howard,15213,1048,942,22,18,4
Shelby,14777,1252,1097,34,31,3
Emmet,14729,1237,1094,40,38,2
Keokuk,14032,994,878,29,29,0
Humboldt,13938,1192,1087,25,22,3
Lyon,13595,1481,1393,41,37,4
Greene,13383,788,711,10,10,0
Montgomery,12881,1045,924,36,34,2
Pending Investigation,12597,1023,863,0,0,0
Clarke,12147,1021,890,21,21,0
Pocahontas,11785,860,788,19,19,0
Worth,11222,706,643,8,7,1
Adair,11213,939,748,31,22,9
Ida,10891,956,765,32,30,2
Audubon,10716,495,445,9,8,1
Davis,9784,842,723,23,22,1
Decatur,9263,590,538,9,9,0
Ringgold,8866,533,476,22,18,4
Monroe,8737,946,843,28,21,7
Lucas,8362,763,669,21,17,4
Taylor,7665,666,618,12,10,2
Van Buren,7599,560,518,18,15,3
Osceola,7374,710,649,15,13,2
Fremont,6544,592,536,9,7,2
Wayne,5539,528,417,21,17,4
Adams,4869,327,315,4,4,0
