County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,226757,43802,37501,426,385,41
Linn,97916,17298,15434,264,244,20
Scott,72402,14960,12921,155,147,8
Johnson,66813,11674,10287,49,45,4
Black Hawk,58784,13287,11788,225,212,13
Woodbury,50914,12729,11384,173,160,13
Dubuque,48998,11082,9913,142,134,8
Story,46912,8391,7485,32,28,4
Dallas,44786,8484,7151,67,57,10
Pottawattamie,40671,8720,7441,104,93,11
Warren,23028,4123,3297,37,35,2
Cerro Gordo,20356,4516,3985,64,53,11
Webster,18872,4585,4058,67,60,7
Clinton,18364,4349,3748,61,55,6
Muscatine,18030,3745,3240,75,68,7
Des Moines,17781,3717,3248,38,35,3
Marshall,17395,4189,3794,59,55,4
Jasper,14893,3049,2522,55,53,2
Wapello,14102,3291,2792,93,91,2
Sioux,13614,4471,4040,48,47,1
Lee,13347,3056,2556,28,23,5
Buena Vista,13121,3849,3380,28,25,3
Marion,12870,2908,2313,51,44,7
Plymouth,11537,3453,3083,65,59,6
Boone,11287,2088,1651,15,13,2
Benton,10560,2048,1861,41,37,4
Washington,9925,2069,1621,30,29,1
Carroll,9818,2483,2153,32,26,6
Bremer,9771,2358,2131,47,44,3
Pending Investigation,9710,845,411,0,0,0
Henry,9385,2579,2299,29,29,0
Dickinson,8901,1808,1589,21,19,2
Mahaska,8730,1847,1443,35,32,3
Jones,8380,2665,2463,49,48,1
Winneshiek,8239,1471,1195,19,17,2
Buchanan,7852,1536,1317,19,18,1
Fayette,7594,1516,1181,22,20,2
Crawford,7590,2236,1929,22,19,3
Jackson,7517,1856,1664,31,30,1
Cedar,7512,1455,1238,19,18,1
Tama,7131,1827,1590,57,55,2
Poweshiek,7089,1281,1093,24,22,2
Clay,7053,1619,1412,17,13,4
Hardin,7009,1515,1331,29,26,3
Wright,6926,1585,1412,22,20,2
Iowa,6802,1193,1045,22,21,1
Mills,6732,1337,1189,15,14,1
Delaware,6720,1689,1530,35,31,4
Kossuth,6525,1634,1414,35,34,1
Floyd,6488,1343,1174,36,28,8
Jefferson,6333,1155,847,23,21,2
Hamilton,6328,1539,1309,26,26,0
Madison,6184,1094,831,9,8,1
Clayton,5856,1475,1254,47,40,7
Butler,5818,1402,1151,23,20,3
O'Brien,5692,1658,1457,54,50,4
Union,5658,1062,932,20,20,0
Harrison,5531,1506,1222,60,57,3
Cass,5292,1101,898,40,38,2
Page,5181,1419,1287,14,13,1
Winnebago,5130,1150,1012,29,24,5
Cherokee,5081,1326,1079,25,23,2
Allamakee,5049,1241,1007,26,22,4
Appanoose,4979,1048,874,37,37,0
Hancock,4974,1253,1007,24,19,5
Grundy,4803,1167,948,21,16,5
Mitchell,4781,1116,902,33,33,0
Guthrie,4774,1001,840,23,18,5
Calhoun,4644,1206,1132,9,9,0
Louisa,4604,1122,942,27,23,4
Sac,4546,1081,970,14,14,0
Chickasaw,4476,1087,961,11,10,1
Shelby,4411,990,845,26,26,0
Franklin,4321,980,801,17,16,1
Emmet,4280,1078,880,29,28,1
Humboldt,4035,1019,858,18,15,3
Clarke,3912,737,550,7,7,0
Lyon,3889,1311,1142,30,27,3
Palo Alto,3814,877,747,9,9,0
Howard,3671,795,614,18,14,4
Montgomery,3629,813,611,22,21,1
Greene,3562,668,589,7,7,0
Keokuk,3435,828,726,25,25,0
Lucas,3167,635,396,8,8,0
Monona,3148,594,505,16,15,1
Worth,3089,574,435,3,2,1
Pocahontas,3054,762,635,11,11,0
Adair,3028,655,502,20,16,4
Decatur,2839,462,378,4,4,0
Monroe,2791,769,503,18,16,2
Ida,2719,724,634,30,29,1
Davis,2692,678,570,20,19,1
Fremont,2261,484,428,5,3,2
Van Buren,2259,479,415,12,11,1
Taylor,2172,580,497,9,7,2
Audubon,2124,398,325,8,8,0
Osceola,2077,628,588,9,7,2
Ringgold,1991,402,319,9,8,1
Wayne,1885,411,329,21,17,4
Adams,1321,288,212,3,3,0
