RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19179,22363,1270,9565,1963
19047,11721,469,5013,1226
19027,18263,694,8325,918
19153,438584,36278,195940,10442
19161,7614,218,3556,284
19113,210301,15429,93815,7240
19037,9268,319,4169,610
19015,24142,1387,11082,597
19169,90168,6459,40694,2307
19181,42618,2996,19301,1031
19099,29364,2242,12966,1189
19049,84186,6469,37870,2002
19127,32932,2482,14090,2271
19017,21830,1052,9925,927
19157,15898,822,7362,355
19121,12640,695,5837,270
19135,5116,246,2298,274
19071,4650,206,2138,168
19021,14836,699,5737,2664
19035,9048,336,4192,328
19013,109753,6203,49428,4684
19103,160216,10325,72864,4163
19167,20418,804,9046,1519
19087,14022,863,5950,1261
19069,7721,289,3563,308
19041,12466,485,5839,307
19089,6617,242,2987,402
19163,127199,8674,57114,4305
19195,5569,211,2602,153
19095,14619,708,6671,569
19033,37717,1971,17211,1331
19075,11162,430,5174,382
19147,6816,244,3194,184
19155,65519,5020,29299,1906
19111,22392,1151,10026,1189
19051,4790,245,2211,123
19109,11635,535,5330,440
19003,2852,164,1326,37
19061,94688,3699,44776,1441
19065,15874,634,7378,482
19023,12639,415,5933,360
19149,17690,679,7536,1939
19141,10325,374,4752,446
19165,10268,328,4878,183
19105,17678,924,7937,863
19139,33184,1924,13913,3432
19171,14412,719,6478,735
19101,12338,870,5431,606
19039,6604,347,2804,647
19091,6956,274,3180,322
19005,10001,475,4670,188
19193,72296,4041,32091,4073
19031,16172,852,7367,588
19007,8298,478,3728,364
19187,28428,1769,12831,1019
19079,13277,566,6052,607
19073,7214,450,3159,446
19043,12893,379,5999,515
19125,23476,1342,10071,1991
19131,7763,287,3662,150
19197,9953,445,4346,817
19045,33719,1900,15340,1141
19093,4653,160,2067,359
19115,7219,335,2968,949
19011,21051,1122,9571,786
19083,13376,504,6032,807
19019,16324,734,7536,517
19183,17926,997,8166,596
19085,10086,521,4632,304
19137,7746,391,3435,485
19129,10488,696,4776,241
19081,7611,236,3493,390
19029,11132,518,5162,292
19053,4524,264,2025,210
19055,13062,540,5884,756
19077,9138,608,4127,275
19175,9063,503,4177,205
19097,15561,508,7373,308
19057,27206,1693,12400,716
19107,6843,294,3148,253
19067,11972,539,5516,400
19145,11566,656,5255,396
19025,8588,316,3999,271
19133,6717,320,3122,153
19119,6510,196,3085,145
19059,15492,616,7332,211
19143,4045,127,1874,170
19009,4946,186,2315,130
19191,18325,733,8400,791
19063,7090,455,3186,262
19173,4335,152,2065,53
19151,5166,204,2387,188
19123,13131,675,5891,673
19189,7899,310,3532,523
19159,3869,157,1839,34
19185,3924,250,1763,148
19117,5472,301,2411,349
19177,4163,187,1907,163
19001,5075,249,2278,271
,80,5,35,6
