County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,699835,64347,54529,619,546,73
Linn,294293,22035,19679,333,297,36
Black Hawk,215729,17185,15091,307,284,23
Scott,212797,21105,18234,239,217,22
Johnson,212615,15227,13610,83,77,6
Dubuque,192114,14577,12695,209,193,16
Story,163005,11282,10115,48,42,6
Woodbury,147460,16366,14479,228,209,19
Dallas,129107,12402,10678,97,84,13
Pottawattamie,121065,12116,10356,166,146,20
Marshall,83115,5170,4685,75,67,8
Warren,77992,6202,5362,88,78,10
Cerro Gordo,77103,5757,5062,89,74,15
Webster,68886,5389,4965,92,77,15
Clinton,64057,5978,5189,92,79,13
Des Moines,56600,4855,4320,66,55,11
Muscatine,56018,5058,4415,99,90,9
Lee,54163,3952,3619,55,42,13
Jasper,52214,4465,3992,70,65,5
Wapello,47411,4639,4113,122,118,4
Sioux,46137,5295,4928,74,70,4
Buena Vista,45402,4890,4162,40,36,4
Poweshiek,44816,1622,1491,33,30,3
Boone,44672,2806,2516,34,31,3
Marion,42695,3804,3471,75,64,11
Washington,41768,2691,2418,50,46,4
Winneshiek,40215,2042,1877,33,28,5
Bremer,39634,2956,2714,60,51,9
Plymouth,38573,4298,3846,79,71,8
Benton,37560,2708,2433,55,44,11
Carroll,36861,3056,2720,52,43,9
Fayette,36605,1924,1789,41,36,5
Henry,36510,3054,2811,37,36,1
Hardin,35197,1974,1732,43,34,9
Tama,32916,2212,1984,71,67,4
Cedar,31618,1976,1789,23,21,2
Buchanan,31513,2008,1829,31,26,5
Mahaska,31025,2397,2159,50,45,5
Clay,30940,2252,2036,25,20,5
Iowa,29958,1544,1424,24,22,2
Butler,29758,1730,1579,34,30,4
Delaware,28748,2123,1940,40,36,4
Crawford,28038,2885,2568,40,35,5
Dickinson,27094,2660,2311,43,37,6
Jones,26530,3086,2857,57,51,6
Kossuth,26501,2266,2041,64,56,8
O'Brien,26363,2139,1881,60,55,5
Floyd,25965,1768,1494,42,32,10
Jackson,25916,2334,2126,42,39,3
Clayton,25271,1771,1595,56,47,9
Hamilton,23560,1976,1725,49,45,4
Hancock,21607,1563,1386,34,27,7
Page,21585,1984,1864,21,19,2
Harrison,21578,1921,1659,73,69,4
Mills,21444,1781,1548,21,18,3
Allamakee,21364,1556,1441,51,41,10
Cherokee,21014,1685,1512,38,30,8
Madison,20948,1737,1500,19,15,4
Wright,20904,1898,1748,36,29,7
Cass,20890,1458,1286,54,48,6
Jefferson,20629,1436,1282,35,29,6
Sac,20345,1378,1238,19,19,0
Franklin,19638,1261,1098,21,19,2
Grundy,19494,1439,1316,32,27,5
Palo Alto,19081,1179,1064,23,22,1
Guthrie,18750,1288,1145,29,24,5
Calhoun,18540,1403,1318,13,12,1
Monona,18330,884,778,30,28,2
Appanoose,18067,1452,1212,47,43,4
Mitchell,18031,1366,1218,42,39,3
Winnebago,17691,1513,1317,31,26,5
Chickasaw,17650,1304,1208,15,13,2
Shelby,17528,1363,1220,37,33,4
Louisa,17450,1341,1214,49,42,7
Union,17351,1354,1196,32,26,6
Emmet,17226,1405,1215,40,38,2
Howard,16968,1084,1003,22,18,4
Lyon,16584,1583,1483,41,37,4
Keokuk,15847,1021,912,31,31,0
Humboldt,15566,1234,1153,26,23,3
Greene,15091,821,750,10,10,0
Montgomery,14504,1102,960,37,35,2
Clarke,13492,1052,957,24,22,2
Pocahontas,13449,897,816,22,22,0
Worth,13299,776,690,8,7,1
Ida,12659,1013,842,34,32,2
Adair,12362,980,809,32,22,10
Audubon,12337,520,478,9,8,1
Davis,11197,882,773,24,23,1
Decatur,10450,619,581,9,9,0
Pending Investigation,10117,1027,957,0,0,0
Ringgold,9869,563,515,24,18,6
Monroe,9778,994,897,28,21,7
Lucas,9449,797,728,23,18,5
Osceola,9130,804,713,16,13,3
Taylor,8750,679,636,12,10,2
Van Buren,8531,583,536,18,15,3
Fremont,7386,655,592,9,7,2
Wayne,7194,572,492,23,18,5
Adams,5678,349,323,4,4,0
