RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19049,39162,37201,1961
19013,53791,49144,4647
19153,202515,192364,10151
19121,5972,5714,258
19113,100101,92919,7182
19181,19999,18997,1002
19165,5021,4841,180
19167,10462,8952,1510
19155,30894,29017,1877
19125,11927,9975,1952
19031,7910,7326,584
19163,60733,56496,4237
19055,6596,5845,751
19011,10312,9528,784
19171,7136,6407,729
19105,8700,7842,858
19007,4065,3705,360
19069,3823,3522,301
19123,6511,5867,644
19027,9211,8302,909
19109,5732,5298,434
19085,4830,4532,298
19015,11364,10794,570
19019,8018,7505,513
19029,5423,5139,284
19037,4755,4154,601
19187,13750,12742,1008
19111,11014,9867,1147
19169,42086,39863,2223
19021,8353,5694,2659
19045,16150,15026,1124
19103,76309,72202,4107
19043,6487,5975,512
19157,7650,7313,337
19017,10785,9868,917
19179,11396,9449,1947
19095,7198,6636,562
19061,46013,44596,1417
19193,35892,31893,3999
19057,12992,12300,692
19079,6539,5932,607
19087,7139,5887,1252
19099,13856,12720,1136
19117,2737,2394,343
19183,8680,8087,593
19175,4341,4140,201
19083,6781,5984,797
19127,16072,13817,2255
19067,5829,5449,380
19139,17182,13777,3405
19101,6003,5410,593
19005,4808,4633,175
19053,2219,2013,206
19195,2711,2567,144
19033,18133,16852,1281
19081,3823,3454,369
19073,3585,3142,443
19009,2442,2312,130
19191,9058,8306,752
19047,6181,4971,1210
19065,7824,7343,481
19147,3363,3182,181
19025,4257,3988,269
19003,1349,1315,34
19089,3319,2935,384
19173,2107,2055,52
19041,6123,5820,303
19071,2304,2136,168
19091,3470,3149,321
19149,9421,7491,1930
19197,5103,4298,805
19189,4004,3506,498
19141,5183,4738,445
19145,5402,5008,394
19097,7622,7317,305
19059,7521,7312,209
19107,3381,3134,247
19077,4374,4102,272
19023,6266,5911,355
19137,3900,3420,480
19115,3885,2942,943
19161,3815,3536,279
19035,4475,4152,323
19093,2420,2062,358
19001,2533,2266,267
19135,2554,2282,272
19063,3418,3164,254
19159,1854,1822,32
19075,5513,5139,374
19151,2530,2342,188
19133,3272,3120,152
19185,1891,1745,146
19177,2063,1902,161
19129,4983,4746,237
19143,2035,1871,164
19051,2320,2199,121
19131,3794,3655,139
19119,3221,3084,137
19039,3429,2783,646
,41,35,6
