RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19183,7644,7137,507
19103,68942,65111,3831
19153,168920,160404,8516
19125,10904,9065,1839
19169,34481,32596,1885
19065,7404,6951,453
19133,3034,2898,136
19149,9040,7149,1891
19113,87939,81221,6718
19057,11953,11328,625
19033,16567,15438,1129
19013,48853,44611,4242
19063,3233,2999,234
19193,33786,30075,3711
19161,3463,3218,245
19197,4832,4072,760
19187,12591,11681,910
19099,11875,10995,880
19123,5830,5245,585
19181,17068,16282,786
19093,2265,1935,330
19005,4536,4394,142
19037,4423,3871,552
19127,13570,11398,2172
19139,15144,11971,3173
19031,7187,6666,521
19019,7408,6947,461
19039,3142,2533,609
19081,3543,3214,329
19049,32632,30966,1666
19017,9899,9049,850
19147,3174,3025,149
19191,8068,7410,658
19111,9729,8809,920
19109,5485,5069,416
19179,10487,8588,1899
19091,3326,3027,299
19101,5482,4963,519
19159,1734,1705,29
19083,6274,5553,721
19045,14431,13410,1021
19157,6859,6560,299
19115,3562,2662,900
19061,42535,41374,1161
19163,55444,51862,3582
19121,5140,4920,220
19155,27430,25699,1731
19171,6486,5785,701
19141,4892,4475,417
19047,5763,4595,1168
19055,6102,5400,702
19119,2982,2858,124
19043,6182,5706,476
19021,7630,5052,2578
19059,7133,6962,171
19027,8516,7685,831
19177,1923,1788,135
19007,3854,3528,326
19051,2169,2068,101
19035,4175,3874,301
19025,3731,3501,230
19195,2476,2346,130
19079,5726,5177,549
19097,6888,6644,244
19009,2305,2191,114
19185,1820,1685,135
19087,6113,5213,900
19095,6511,6006,505
19041,5834,5570,264
19137,3665,3216,449
19071,2161,2014,147
19053,2096,1914,182
19015,10023,9553,470
19011,9267,8534,733
19073,3334,2932,402
19167,9742,8337,1405
19165,4693,4537,156
19107,3096,2868,228
19075,4968,4659,309
19069,3504,3236,268
19131,3525,3423,102
19089,3038,2691,347
19085,4288,3998,290
19023,5665,5359,306
19077,4006,3780,226
19117,2484,2174,310
19175,4025,3884,141
19067,5342,5043,299
19029,5083,4832,251
19129,4591,4383,208
19003,1267,1237,30
19189,3731,3268,463
19105,7220,6486,734
19135,2412,2168,244
19001,2392,2148,244
19143,1873,1726,147
19173,1993,1953,40
19145,5134,4760,374
19151,2233,2064,169
,37,31,6
