ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19169,78814,13229,32342,1722
19183,12337,1400,5260,403
19113,201234,22303,86624,7018
19153,395157,58397,164470,7613
19125,24904,1571,9732,3752
19103,152141,12806,68265,3158
19065,19375,967,8778,833
19029,19390,715,9109,270
19133,3742,361,1645,105
19193,78189,4838,34906,3946
19057,31651,2645,14208,578
19033,44127,3505,19660,1247
19013,118696,9222,52160,4868
19063,9308,720,4095,298
19093,3375,177,1381,438
19149,15469,533,6051,2798
19197,9928,472,3981,1515
19049,67428,9933,28558,1547
19099,22921,2932,9824,561
19123,13069,1251,5738,296
19191,13900,1372,5907,682
19037,5456,297,2433,298
19139,26396,2765,9693,4125
19083,12080,653,5098,1190
19167,19954,1205,8186,2364
19147,6248,280,2918,96
19067,11766,895,5046,772
19181,29271,3508,12695,602
19109,11051,583,5023,380
19179,20886,1732,9310,448
19127,23537,3535,8773,2520
19081,5991,390,2513,576
19177,2811,172,1280,79
19091,7744,363,3462,322
19101,13295,1009,5762,754
19053,5500,319,2501,105
19121,12113,1214,5389,110
19021,14702,1100,5171,3160
19047,12081,619,4985,1466
19061,106608,6577,49412,1388
19163,137595,11262,60425,4213
19155,78892,7145,33234,4321
19171,14159,1530,5880,944
19143,2835,183,1262,128
19055,8617,577,3702,650
19119,5534,389,2561,27
19017,22430,1755,9860,981
19187,30307,2670,13276,870
19035,8490,532,3886,182
19005,10529,585,4946,58
19043,12026,490,5459,594
19051,7640,249,2881,1607
19007,8211,466,3629,411
19079,12332,1093,5391,339
19195,3106,229,1440,0
19117,6295,548,2682,328
19087,13494,1500,5423,1100
19039,8617,520,3402,1296
19095,10580,849,4620,484
19041,14970,633,7143,92
19031,11319,693,5212,224
19137,6272,437,2648,515
19145,12502,1320,5268,627
19189,7339,455,3228,406
19015,19339,1729,8676,335
19011,13616,1076,6083,372
19141,9618,492,4435,245
19073,8397,493,3719,406
19111,21689,1820,9191,1226
19165,10435,605,4858,61
19019,11300,654,5218,213
19075,8385,622,3770,217
19157,15674,1375,7086,187
19069,6502,365,2972,187
19131,8101,391,3816,64
19115,7412,325,2809,1493
19185,5979,317,2624,338
19023,7283,449,3358,113
19045,27781,3015,11792,1102
19077,7748,638,3467,174
19009,3844,134,1806,101
19175,8453,707,3856,154
19001,4248,213,1900,285
19097,14285,992,6581,142
19025,7856,526,3592,130
,8438,250,4254,0
19027,17631,1509,7586,853
19105,10600,1566,4190,608
19129,9827,807,4454,97
19135,5876,268,2685,212
19071,3098,133,1445,73
19089,3843,331,1710,106
19085,6168,787,2588,201
19059,13811,732,6459,148
19159,3796,252,1755,1
19003,3332,170,1504,1
19173,4162,207,1964,0
19161,6110,442,2827,0
19107,3014,171,1371,100
19151,3395,377,1443,130
