County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,590692,58736,48722,562,501,61
Linn,253371,20736,18592,317,285,32
Black Hawk,188230,16343,14277,294,274,20
Johnson,184246,13934,12586,75,70,5
Scott,181287,18437,16345,213,197,16
Dubuque,163360,13620,11802,196,183,13
Story,141725,10326,9134,45,39,6
Woodbury,125587,15079,13212,214,198,16
Dallas,111747,11475,9526,93,82,11
Pottawattamie,104682,10884,9356,146,130,16
Marshall,71737,5003,4421,73,65,8
Cerro Gordo,67890,5370,4815,83,70,13
Warren,65207,5612,4813,76,71,5
Webster,61263,5218,4737,88,74,14
Clinton,54165,5466,4721,84,74,10
Des Moines,48591,4611,4047,61,53,8
Lee,47597,3764,3393,53,40,13
Muscatine,46913,4566,3958,93,84,9
Jasper,44332,4203,3455,67,62,5
Wapello,40579,4391,3644,110,106,4
Buena Vista,40306,4761,3988,37,34,3
Boone,38879,2629,2298,30,28,2
Sioux,37833,4971,4598,69,66,3
Washington,35968,2546,2276,47,43,4
Marion,35957,3609,3208,72,62,10
Poweshiek,35716,1552,1416,30,28,2
Plymouth,33522,3974,3521,78,70,8
Bremer,33228,2836,2528,55,47,8
Winneshiek,32086,1905,1673,29,25,4
Henry,32071,2943,2702,37,36,1
Benton,32065,2562,2180,54,44,10
Carroll,31985,2868,2567,48,41,7
Fayette,30573,1872,1696,35,32,3
Hardin,29962,1828,1601,39,33,6
Tama,28800,2150,1898,65,63,2
Mahaska,26797,2255,2041,46,41,5
Cedar,26566,1805,1586,23,21,2
Buchanan,26396,1871,1661,29,25,4
Iowa,25815,1463,1322,23,21,2
Clay,25730,1947,1764,25,20,5
Butler,25690,1680,1521,31,28,3
Crawford,24055,2769,2394,35,31,4
Delaware,23618,1903,1781,40,35,5
Jones,22592,2946,2764,55,51,4
Jackson,22548,2224,1996,39,36,3
Dickinson,22513,2204,1895,40,34,6
Floyd,22410,1640,1407,41,31,10
O'Brien,22363,1978,1699,58,54,4
Kossuth,22333,2095,1852,55,49,6
Clayton,21601,1685,1530,54,46,8
Hamilton,21034,1923,1639,42,41,1
Mills,19266,1635,1415,20,17,3
Wright,18893,1810,1675,31,26,5
Hancock,18765,1475,1326,31,26,5
Allamakee,18546,1502,1309,48,39,9
Cass,18317,1365,1162,51,46,5
Harrison,18309,1801,1566,70,66,4
Page,17981,1842,1720,19,18,1
Jefferson,17975,1394,1235,34,28,6
Cherokee,17900,1559,1384,36,29,7
Franklin,17625,1194,1053,19,18,1
Madison,17586,1567,1338,18,14,4
Sac,17168,1260,1136,18,18,0
Grundy,16966,1398,1236,30,25,5
Calhoun,16187,1345,1248,11,11,0
Palo Alto,15915,1063,942,21,19,2
Monona,15913,817,720,27,26,1
Appanoose,15705,1394,1129,47,43,4
Guthrie,15704,1176,1041,28,23,5
Mitchell,15504,1317,1153,40,38,2
Chickasaw,15437,1261,1150,15,13,2
Winnebago,15355,1394,1231,31,26,5
Louisa,15195,1287,1149,44,37,7
Union,15118,1271,1134,31,26,5
Howard,14744,1035,921,22,18,4
Emmet,14504,1224,1085,40,38,2
Shelby,14408,1232,1085,34,31,3
Humboldt,13670,1187,1075,25,22,3
Keokuk,13649,998,863,29,29,0
Lyon,13232,1461,1382,41,37,4
Greene,13173,776,709,10,10,0
Pending Investigation,12824,998,844,0,0,0
Montgomery,12560,1045,912,36,34,2
Clarke,11939,1009,868,20,20,0
Pocahontas,11525,854,783,19,19,0
Adair,11020,928,704,30,22,8
Worth,11017,704,632,8,7,1
Ida,10513,926,764,32,30,2
Audubon,10392,493,433,9,8,1
Davis,9495,836,714,23,22,1
Decatur,9013,587,525,9,9,0
Ringgold,8731,526,470,20,17,3
Monroe,8535,940,834,28,21,7
Lucas,8171,752,666,21,17,4
Van Buren,7440,561,514,18,15,3
Taylor,7405,666,620,12,10,2
Osceola,7148,709,645,15,13,2
Fremont,6492,594,537,9,7,2
Wayne,5323,514,412,21,17,4
Adams,4744,327,311,4,4,0
