ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19169,71837,14620,28216,1129
19041,14356,956,6693,50
19013,110513,14442,45626,4533
19083,11232,1228,4432,1143
19099,21167,3778,8579,503
19147,5861,510,2617,82
19067,10984,1351,4464,717
19109,10297,1081,4409,376
19063,8362,1507,3238,297
19153,358358,68757,141027,6778
19127,21637,4552,7316,2509
19081,5571,610,2205,552
19139,24452,3762,8260,4100
19193,71420,7629,30699,2808
19103,140301,20025,58784,2743
19091,7472,541,3261,314
19101,12591,1170,5330,754
19167,18602,2024,7111,2341
19149,14427,1397,5117,2781
19047,11298,1154,4338,1458
19049,60487,13293,23338,1467
19179,19350,2558,8163,436
19163,127510,16299,53057,3930
19171,12720,2222,4824,940
19143,2690,264,1153,120
19055,7878,936,3174,603
19017,21245,2480,8919,951
19065,18354,1673,7941,809
19187,29041,3447,12299,835
19021,14108,1351,4749,3160
19035,8045,790,3543,169
19061,98193,12226,42446,1207
19085,5886,943,2379,187
19075,8028,857,3482,201
19183,11354,1855,4557,380
19029,17961,1941,7841,238
19181,26520,5273,10557,484
19135,5436,626,2304,199
19123,12008,1882,4925,254
19039,8117,808,3042,1254
19019,10411,1397,4418,190
19045,26004,3916,10490,1046
19113,184269,29675,74608,6731
19145,11891,1644,4808,627
19023,6874,740,3032,65
19025,7450,817,3261,100
19051,7193,619,2499,1578
19117,5945,805,2404,306
19031,10509,1318,4506,201
19185,5574,670,2267,332
19033,41353,5154,17508,1167
19197,9455,730,3633,1481
19015,17933,2616,7565,284
19007,7861,666,3385,374
19189,6809,877,2764,387
19155,74824,8036,30759,4293
19037,5041,622,2063,298
19005,10089,819,4617,45
19057,29723,3448,12887,539
19001,4015,334,1734,255
,8416,257,4254,0
19131,8027,394,3811,0
19165,9719,1103,4269,43
19059,12589,1601,5427,120
19053,5225,528,2277,105
19121,11190,1858,4630,78
19105,9924,1783,3747,605
19043,11378,987,4907,576
19073,7834,950,3280,335
19195,2938,357,1292,0
19087,12105,1814,4835,577
19011,13080,1289,5717,357
19077,7068,1020,2942,174
19129,8992,1486,3707,85
19069,6288,501,2805,175
19191,12760,1786,5205,514
19157,13624,2792,5397,148
19097,13146,1811,5616,122
19173,4070,254,1897,0
19141,9184,760,4096,225
19079,11693,1551,4866,325
19107,2780,324,1178,100
19125,23341,2526,8551,3682
19137,5691,753,2210,499
19089,3564,506,1491,87
19151,3311,453,1363,130
19009,3613,322,1599,96
19111,20886,2133,8683,1152
19161,5872,653,2606,0
19095,9429,1893,3536,467
19133,3439,394,1477,105
19027,16816,2038,6979,773
19115,7190,447,2639,1493
19119,5215,579,2308,25
19093,3156,229,1281,361
19177,2662,276,1159,69
19175,7746,1170,3292,119
19159,3595,358,1605,0
19003,3225,271,1410,0
19071,2864,305,1242,73
