ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19169,92386,7587,41657,2350
19153,458303,39993,204265,9959
19045,31176,1891,13971,1265
19167,21218,820,8941,2501
19089,4156,141,1946,139
19145,13610,789,6073,650
19007,8609,369,3855,442
19171,16036,1486,6786,964
19139,29653,1742,11653,4491
19061,114443,4914,53946,1838
19113,227319,15763,102612,7630
19179,22829,1353,10428,514
19185,6192,244,2745,359
19155,86583,6217,37394,4639
19033,47965,2798,21785,1533
19181,32358,2012,14859,798
19103,169195,12236,76835,3637
19097,15387,490,7356,202
19165,11052,340,5287,91
19161,6498,128,3157,39
19189,7849,301,3534,455
19197,10580,455,4259,1628
19187,32303,2149,14466,987
19123,14357,706,6594,419
19029,20134,640,9472,335
19141,10215,403,4760,284
19025,8284,157,3972,156
19163,151612,10741,67163,5288
19127,27236,1644,11531,2590
19105,12251,604,5410,760
19131,8575,182,4129,118
19011,14668,586,6824,421
19151,3794,88,1782,140
19063,9707,653,4306,337
19013,128924,7313,57966,5433
19193,83474,4869,37332,4362
19183,13836,847,6253,469
19047,12846,473,5414,1521
19121,13380,518,6336,139
19111,23887,1147,10473,1545
19119,5884,179,2823,60
19031,12049,401,5711,249
19079,13593,413,6325,381
19099,25989,1792,11764,841
19049,79785,6220,36450,2035
19019,12009,355,5694,264
19065,20198,651,9336,858
19035,9063,334,4251,220
19101,14429,953,6305,864
19037,5700,150,2626,305
19125,26508,1086,10670,3937
19021,16028,776,5973,3216
19091,8076,308,3640,349
19057,34006,2278,15537,621
19009,4002,98,1903,101
19175,9204,462,4296,233
19015,21210,1096,9852,463
19001,4509,228,2018,309
19043,12417,293,5726,626
19077,8409,480,3849,216
19129,10436,767,4764,122
19041,15591,634,7417,164
19023,7694,152,3699,136
19075,9124,348,4223,320
19149,16173,559,6371,2835
19083,12877,479,5552,1238
19191,15552,783,6935,900
19115,7710,203,3009,1513
19059,14558,614,6880,178
19005,10950,358,5251,88
19195,3328,83,1624,0
,10474,252,5284,0
19053,5757,228,2662,115
19135,6250,287,2843,247
19017,24069,1168,10901,1109
19027,19175,879,8576,988
19095,11399,323,5258,540
19087,15375,661,6522,1614
19177,2916,98,1363,91
19093,3492,117,1457,464
19157,17231,843,8095,300
19109,11522,490,5296,388
19173,4340,125,2092,10
19147,6531,219,3076,131
19039,9166,383,3725,1321
19003,3452,121,1574,4
19071,3205,107,1505,89
19073,8880,422,3963,459
19085,6790,336,3118,208
19069,6843,180,3220,213
19117,6868,271,3066,368
19067,12864,442,5737,930
19107,3161,99,1481,100
19159,4013,160,1899,4
19137,6661,368,2858,549
19143,3015,66,1400,149
19081,6381,203,2751,677
19051,7907,211,3012,1642
19055,9277,446,4077,710
19133,4037,273,1826,126
