RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,0.5104180055124745,236953,13234
19161,0.42269313856599119,3769,340
19027,0.5000247954376395,9072,1011
19013,0.4717743164568537,56491,5419
19017,0.484438592291118,11084,1057
19019,0.4279102715466352,8425,636
19195,0.41471345346159058,2870,191
19033,0.4967020023557126,19359,1726
19081,0.39981185324553156,3788,462
19169,0.5100445853969954,46777,2757
19139,0.4719435589724358,16092,4043
19165,0.4782608695652174,5249,229
19009,0.48944687045123727,2536,154
19191,0.512580661297584,9354,893
19103,0.5829363504035993,83238,4867
19065,0.43857506361323159,8023,595
19061,0.5214312873159253,48965,1776
19147,0.412896691424713,3441,228
19183,0.4523560209424084,9226,710
19193,0.398663524299999,36483,4622
19003,0.4286507495835647,1482,62
19173,0.37461199150465615,2217,76
19041,0.4238261738261738,6388,400
19125,0.4110907286560611,11528,2142
19123,0.33885494455759226,6679,808
19157,0.4715737137916126,8271,455
19099,0.4590560709963695,15480,1590
19073,0.4633213321332133,3603,515
19113,0.527145289493882,111033,8474
19049,0.5112730463441516,45385,2395
19171,0.47887741782366208,7221,850
19109,0.43644096401809226,5903,562
19187,0.45017268270944746,14774,1389
19011,0.45646324819652958,10803,903
19045,0.41230696332033858,17689,1454
19067,0.4238588415803606,6091,539
19189,0.4289163608267336,3859,582
19131,0.3952389948989231,3976,208
19029,0.47078529136802746,5686,357
19135,0.37381601141819129,2557,324
19127,0.49744723005410348,16921,2663
19063,0.4091007819287576,3453,314
19159,0.4192889252145484,2010,42
19115,0.39845944721341189,3351,1046
19163,0.4177503570540583,66966,5281
19149,0.41529967827779326,8342,2114
19059,0.47265036504809368,7884,273
19093,0.3902332361516035,2268,409
19015,0.5166196538842723,12804,749
19141,0.4127826656002327,5152,525
19075,0.4958306082406802,5587,478
19091,0.4006068215107763,3462,367
19151,0.42725487233721107,2609,219
19055,0.430662512491917,6479,847
19101,0.38398469527193226,6308,717
19005,0.38803243954117047,5081,230
19181,0.4632961566859674,22489,1355
19025,0.47941663218866367,4290,345
19083,0.4474059123827615,6612,925
19069,0.42363455809334657,3891,375
19023,0.4760024932474548,6432,441
19133,0.4240278583865351,3413,240
19085,0.3837995586874511,5030,362
19137,0.43622063123928608,3799,527
19111,0.38304067504531005,11335,1557
19197,0.459480974367139,4861,911
19179,0.38282478766907837,10994,2393
19121,0.42422573142367489,6592,339
19143,0.37831487076200068,2032,222
19051,0.289,2438,163
19047,0.41456599286563619,5652,1321
19145,0.4174885814523069,5769,538
19043,0.3950652458829563,6350,583
19057,0.38735340159622247,14202,892
19007,0.36962819893771128,4169,424
19107,0.3684364630099551,3473,302
19077,0.4732902984376462,4719,340
19129,0.3888410880931895,5595,280
19021,0.4865953109072375,6542,3005
19087,0.42101834218703018,6803,1598
19079,0.5021999593853652,6742,677
19035,0.432398753894081,4485,373
19001,0.40506152125279645,2576,321
19037,0.4359339646358837,4505,697
19095,0.5042016806722689,7458,702
19167,0.332778654425477,9919,1680
19089,0.4088228870932518,3269,475
19119,0.2931518502764781,3271,175
19185,0.3337990995187083,1978,172
19039,0.41745609366684408,3214,708
19097,0.42918874427696898,7966,377
19155,0.4013797395017488,35275,2136
19117,0.36534883720930236,2738,404
19031,0.48252536640360768,8317,671
19175,0.4060942733436811,4699,272
19071,0.3658045977011494,2348,198
19053,0.31601016518424399,2254,233
19177,0.32353776263486658,2070,209
19105,0.48198829843818,8934,1034
,,38,6
