ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,362802,68371,143437,6878
19121,11341,1737,4767,78
19181,26839,5162,10760,494
19013,111814,13517,46731,4552
19049,61718,12530,24340,1467
19139,24645,3675,8395,4101
19115,7245,418,2681,1493
19163,129896,14369,55199,3942
19193,72844,6955,31699,2910
19031,10560,1287,4547,201
19047,11388,1074,4422,1458
19165,9825,1027,4357,45
19011,13187,1293,5770,357
19113,186351,28570,76194,6752
19041,14414,916,6737,59
19187,29176,3370,12402,835
19155,75120,7939,30956,4293
19099,21464,3619,8804,505
19065,18552,1505,8121,809
19179,19579,2388,8354,437
19033,41890,4790,17947,1182
19021,14178,1296,4811,3160
19117,5989,777,2439,306
19029,18209,1721,8067,246
19017,21342,2429,8993,951
19079,11781,1480,4943,325
19057,29910,3493,12958,539
19053,5252,499,2303,105
19167,18791,1877,7278,2343
19123,12205,1787,5069,256
19135,5521,546,2384,199
19169,72765,14701,28592,1285
19145,11927,1617,4838,627
19001,4053,306,1762,264
19171,12923,2101,4985,940
19023,6919,735,3038,103
19015,18074,2537,7669,289
19039,8160,768,3079,1259
19103,142194,18571,60466,2768
19111,20965,2110,8732,1153
19141,9245,723,4145,225
19059,12831,1392,5650,123
19151,3363,401,1415,130
19125,23491,2482,8644,3686
19055,7901,924,3191,603
19077,7233,888,3089,174
19025,7450,817,3261,100
19051,7259,565,2551,1591
19129,9063,1423,3774,85
19071,2959,234,1325,73
19061,99257,11530,43317,1227
19137,5745,732,2246,500
19127,21907,4382,7533,2509
19191,13048,1683,5368,585
19019,10439,1389,4435,190
19083,11449,1049,4622,1156
19147,5977,420,2718,85
19149,14448,1382,5131,2784
19067,11051,1324,4510,717
19081,5581,620,2205,552
19109,10631,808,4710,376
19159,3640,339,1637,0
19177,2662,276,1159,69
19063,8399,1487,3267,297
19087,12284,1842,4906,577
19107,2800,343,1178,100
19045,26092,3929,10525,1047
19091,7506,508,3291,314
19101,12726,1080,5442,754
19133,3507,458,1479,105
19043,11635,788,5132,576
19195,2968,331,1320,0
19143,2690,264,1153,120
19197,9506,763,3642,1481
,8416,257,4254,0
19075,8035,853,3485,205
19035,8125,737,3609,169
19003,3241,257,1425,0
19185,5612,625,2305,332
19175,7789,1161,3318,119
19007,7916,640,3420,383
19157,13646,2792,5403,153
19085,5890,947,2379,187
19097,13201,1816,5640,122
19027,17145,1740,7287,778
19183,11553,1704,4730,386
19093,3256,151,1371,361
19095,9452,1881,3548,477
19105,10226,1737,3921,605
19037,5043,622,2064,298
19069,6304,516,2805,175
19161,5872,653,2606,0
19119,5250,564,2333,25
19005,10323,604,4843,45
19009,3715,220,1701,96
19189,6875,811,2830,387
19089,3606,506,1512,87
19173,4070,254,1897,0
19131,8029,393,3812,0
19073,7929,869,3364,336
