County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,578925,58153,47952,551,491,60
Linn,248762,20653,18352,313,283,30
Black Hawk,184773,16254,14156,292,273,19
Johnson,180133,13836,12446,74,69,5
Scott,178167,18293,16187,210,194,16
Dubuque,160733,13540,11706,194,180,14
Story,139347,10209,9026,45,39,6
Woodbury,123617,14953,13136,211,195,16
Dallas,109697,11358,9359,90,79,11
Pottawattamie,103074,10764,9277,143,128,15
Marshall,70303,4961,4363,72,64,8
Cerro Gordo,66672,5335,4775,82,69,13
Warren,63825,5548,4740,74,69,5
Webster,60396,5186,4706,87,73,14
Clinton,53064,5429,4666,84,74,10
Des Moines,47608,4577,4011,61,53,8
Lee,46642,3753,3366,52,39,13
Muscatine,46134,4516,3929,91,82,9
Jasper,43453,4171,3405,66,62,4
Wapello,39717,4337,3580,108,104,4
Buena Vista,39622,4737,3980,37,34,3
Boone,38163,2596,2274,30,28,2
Sioux,37094,4944,4573,69,66,3
Washington,35316,2542,2259,47,43,4
Marion,35104,3591,3155,69,60,9
Poweshiek,34615,1539,1393,30,28,2
Plymouth,33134,3946,3500,78,70,8
Bremer,32311,2800,2498,54,47,7
Carroll,31506,2859,2559,49,41,8
Henry,31484,2931,2690,37,36,1
Benton,31457,2531,2140,54,44,10
Winneshiek,31095,1884,1646,27,23,4
Fayette,30018,1848,1672,35,32,3
Hardin,29407,1809,1582,39,33,6
Tama,28236,2135,1884,65,63,2
Mahaska,26289,2248,1997,46,41,5
Cedar,25936,1781,1576,23,21,2
Buchanan,25813,1852,1642,29,25,4
Iowa,25369,1446,1302,23,21,2
Clay,25342,1933,1747,25,20,5
Butler,25077,1668,1511,31,28,3
Crawford,23533,2748,2368,35,31,4
Delaware,23225,1890,1766,40,35,5
Jones,22200,2943,2741,54,50,4
Jackson,22198,2216,1975,38,35,3
Dickinson,22153,2174,1884,40,34,6
Floyd,22130,1626,1400,41,31,10
Kossuth,21897,2080,1837,55,48,7
O'Brien,21828,1944,1684,58,54,4
Clayton,21140,1681,1521,54,46,8
Hamilton,20701,1920,1618,42,41,1
Mills,19032,1631,1398,20,17,3
Wright,18646,1796,1669,31,26,5
Hancock,18436,1471,1320,30,25,5
Allamakee,18123,1456,1295,47,39,8
Cass,18107,1342,1143,51,46,5
Harrison,17891,1790,1552,69,65,4
Page,17663,1831,1702,19,18,1
Cherokee,17525,1541,1377,36,29,7
Jefferson,17484,1383,1226,34,28,6
Franklin,17389,1184,1042,19,18,1
Madison,17249,1547,1314,18,14,4
Sac,16920,1243,1134,18,18,0
Grundy,16597,1392,1223,30,25,5
Calhoun,15949,1339,1242,11,11,0
Monona,15662,815,716,27,26,1
Palo Alto,15641,1048,927,21,19,2
Appanoose,15432,1390,1116,47,43,4
Guthrie,15393,1166,1036,28,23,5
Mitchell,15244,1306,1153,40,38,2
Chickasaw,15191,1250,1148,15,13,2
Winnebago,15063,1386,1221,31,26,5
Louisa,14970,1282,1150,41,34,7
Union,14917,1262,1125,31,26,5
Howard,14393,1029,898,21,17,4
Emmet,14281,1215,1077,40,38,2
Shelby,14125,1210,1077,33,30,3
Humboldt,13451,1175,1068,25,22,3
Keokuk,13341,982,855,29,29,0
Greene,12962,773,703,10,10,0
Lyon,12956,1459,1373,41,37,4
Pending Investigation,12932,991,832,0,0,0
Montgomery,12387,1040,896,36,34,2
Clarke,11690,1003,848,20,20,0
Pocahontas,11368,854,778,19,19,0
Worth,10893,698,625,7,6,1
Adair,10834,919,689,28,22,6
Ida,10280,911,756,32,30,2
Audubon,10158,487,424,9,8,1
Davis,9270,825,705,23,22,1
Decatur,8768,578,521,9,9,0
Ringgold,8600,522,464,20,17,3
Monroe,8382,930,817,28,21,7
Lucas,8038,740,662,21,17,4
Taylor,7310,664,613,12,10,2
Van Buren,7293,560,505,18,15,3
Osceola,6961,705,644,15,13,2
Fremont,6414,588,533,9,7,2
Wayne,5142,487,406,21,17,4
Adams,4646,324,309,4,4,0
