Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.15304806565064478,American Indian or Alaska Native
Asian,0.34383432993735066,Asian
Black,0.1749033995550525,Black
Native Hawaiian or Other Pacific Islander,0.31140716069941717,Native Hawaiian or Other Pacific Islander
Other Race,0.4783367257923815,Other Race
White,0.3973834240385019,White
