RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19049,77268,7948,33788,1784
19013,104464,6307,46902,4355
19153,403244,44311,174863,9204
19183,16992,1125,7678,519
19197,9582,436,4183,781
19165,10008,359,4738,166
19017,20998,1204,9455,879
19155,60385,5924,26337,1793
19181,39724,3801,17530,848
19163,120014,7705,54216,3886
19141,10037,394,4607,427
19193,69324,4069,30699,3850
19113,197386,16073,87218,6866
19179,21379,1312,9074,1921
19011,20144,1273,9062,751
19169,83398,8528,36452,1979
19117,5219,289,2307,318
19079,12541,875,5544,572
19171,13875,807,6182,706
19055,12511,740,5528,718
19105,16316,1565,6981,786
19073,6904,397,3047,413
19015,22514,1895,10063,500
19103,152218,9858,69183,3962
19127,30176,3041,12468,2195
19083,12900,576,5793,738
19151,4884,368,2170,176
19191,17380,1212,7739,697
19089,6285,408,2761,358
19187,27299,1963,12195,962
19033,35661,2303,16100,1160
19195,5349,276,2470,134
19175,8696,522,4006,161
19027,17631,860,7960,850
19029,10723,493,4988,257
19091,6790,269,3106,309
19161,7479,261,3472,273
19039,6316,349,2664,635
19045,31694,2559,14042,1051
19125,22179,1728,9294,1867
19075,10724,585,4903,334
19023,12193,590,5644,311
19025,8066,689,3570,244
19035,8785,398,4038,311
19085,9539,743,4251,294
19095,13915,847,6270,530
19099,27188,2886,11699,905
19101,11702,904,5119,560
19077,8627,624,3880,248
19061,91050,3692,43061,1249
19047,11326,521,4803,1198
19019,15697,893,7165,475
19057,26065,1719,11853,644
19097,14804,815,6862,263
19147,6605,268,3091,155
19121,11907,881,5399,237
19129,9876,719,4471,214
19139,31278,2384,12815,3254
19043,12624,445,5844,490
19149,17190,663,7312,1906
19005,9625,634,4421,150
19173,4240,170,2011,48
19119,6381,245,3005,126
19059,15041,703,7078,186
19093,4512,217,1974,344
19109,11327,559,5173,419
19167,19676,1036,8584,1474
19067,11423,704,5196,326
19031,15407,896,6983,544
19001,4894,256,2190,252
19003,2763,155,1291,31
19123,12645,805,5618,605
19135,4924,245,2216,249
19157,15007,1114,6795,305
19111,21141,1488,9339,973
19087,13163,1095,5550,995
19137,7456,453,3272,454
19081,7281,351,3294,343
19107,6528,392,2951,236
19021,14248,775,5421,2629
19037,8868,461,3923,562
19009,4815,149,2271,123
19185,3792,250,1704,135
19041,12054,504,5637,277
19071,4512,229,2064,156
19053,4352,255,1954,188
19063,6851,447,3081,243
19065,15429,781,7088,470
19145,10979,919,4842,379
19115,6882,436,2769,914
19159,3746,167,1774,30
19007,8020,458,3614,333
19131,7410,397,3449,115
19069,7396,396,3359,282
19133,6490,428,2959,144
19051,4620,245,2135,108
19189,7624,344,3402,474
19177,4016,240,1815,146
19143,3898,180,1785,148
,76,6,33,6
