County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,706016,64630,54948,622,548,74
Linn,297064,22136,19807,334,298,36
Black Hawk,217698,17234,15170,308,285,23
Scott,215274,21277,18499,240,217,23
Johnson,214527,15287,13739,83,77,6
Dubuque,194357,14624,12804,209,193,16
Story,164250,11330,10186,48,42,6
Woodbury,148786,16389,14587,228,209,19
Dallas,130096,12451,10735,98,85,13
Pottawattamie,121919,12178,10481,168,148,20
Marshall,83715,5180,4693,75,67,8
Warren,78714,6240,5407,88,78,10
Cerro Gordo,77795,5782,5098,89,74,15
Webster,69449,5395,4969,93,78,15
Clinton,64667,5998,5223,92,79,13
Des Moines,57086,4882,4338,66,55,11
Muscatine,56687,5086,4463,99,90,9
Lee,54686,3979,3627,55,42,13
Jasper,52897,4518,4033,71,66,5
Wapello,47829,4650,4124,122,118,4
Sioux,46656,5312,4956,74,70,4
Poweshiek,45735,1622,1495,33,30,3
Buena Vista,45630,4890,4172,40,36,4
Boone,44937,2813,2531,34,31,3
Marion,43064,3812,3482,75,64,11
Washington,42129,2705,2430,50,46,4
Winneshiek,40801,2047,1894,34,29,5
Bremer,39961,2966,2721,60,51,9
Plymouth,38943,4306,3868,80,72,8
Benton,37846,2712,2437,55,44,11
Carroll,37192,3065,2725,52,43,9
Fayette,36982,1927,1791,41,36,5
Henry,36805,3058,2816,37,36,1
Hardin,35523,1978,1746,43,34,9
Tama,33120,2215,1990,71,67,4
Cedar,31940,1981,1798,23,21,2
Mahaska,31909,2405,2175,51,46,5
Buchanan,31824,2010,1844,31,26,5
Clay,31226,2257,2061,25,20,5
Iowa,30193,1545,1426,24,22,2
Butler,29930,1736,1582,34,30,4
Delaware,29293,2130,1969,40,36,4
Crawford,28428,2902,2577,40,35,5
Dickinson,27292,2665,2347,43,37,6
Jones,27005,3095,2866,57,51,6
Kossuth,26690,2271,2055,64,56,8
O'Brien,26603,2147,1893,60,55,5
Floyd,26178,1776,1501,42,32,10
Jackson,26118,2338,2133,42,39,3
Clayton,25636,1780,1605,56,47,9
Hamilton,23698,1978,1729,49,45,4
Hancock,21810,1567,1395,34,27,7
Page,21788,1992,1872,22,20,2
Harrison,21684,1923,1676,73,69,4
Allamakee,21679,1564,1442,51,41,10
Mills,21618,1784,1559,22,19,3
Cherokee,21200,1686,1524,38,30,8
Madison,21134,1752,1506,19,15,4
Cass,21047,1461,1291,54,48,6
Wright,21039,1907,1755,36,29,7
Jefferson,20872,1441,1281,35,29,6
Sac,20658,1384,1241,19,19,0
Franklin,19862,1278,1101,21,19,2
Grundy,19603,1441,1317,33,27,6
Palo Alto,19201,1181,1073,23,22,1
Guthrie,18886,1290,1146,29,24,5
Calhoun,18757,1423,1319,13,12,1
Monona,18414,885,778,30,28,2
Appanoose,18337,1455,1210,48,43,5
Mitchell,18184,1368,1220,42,39,3
Winnebago,17865,1521,1323,31,26,5
Chickasaw,17840,1307,1212,15,13,2
Shelby,17704,1364,1237,37,33,4
Louisa,17611,1341,1217,49,42,7
Union,17542,1362,1201,33,26,7
Emmet,17354,1413,1233,40,38,2
Howard,17141,1088,1005,22,18,4
Lyon,16800,1583,1496,41,37,4
Keokuk,16008,1024,917,31,31,0
Humboldt,15637,1235,1154,26,23,3
Greene,15198,824,754,10,10,0
Montgomery,14596,1111,963,38,36,2
Clarke,13674,1057,958,24,22,2
Pocahontas,13518,895,817,22,22,0
Worth,13389,785,696,8,7,1
Ida,12771,1013,849,34,32,2
Adair,12441,983,811,32,22,10
Audubon,12412,526,479,10,9,1
Davis,11374,892,774,24,23,1
Decatur,10537,621,586,9,9,0
Ringgold,10111,574,527,24,18,6
Monroe,9906,994,905,29,22,7
Pending Investigation,9692,1002,930,0,0,0
Lucas,9545,800,728,23,18,5
Osceola,9235,809,722,16,13,3
Taylor,8846,680,640,12,10,2
Van Buren,8622,583,537,18,15,3
Fremont,7447,657,602,9,7,2
Wayne,7275,577,492,23,18,5
Adams,5758,350,324,4,4,0
