County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,581402,58283,48144,551,491,60
Linn,249845,20660,18418,313,283,30
Black Hawk,185539,16260,14189,292,273,19
Johnson,180999,13849,12491,74,69,5
Scott,178834,18320,16228,210,194,16
Dubuque,161325,13566,11732,194,180,14
Story,139849,10251,9062,45,39,6
Woodbury,124068,14983,13161,212,196,16
Dallas,110113,11391,9393,92,81,11
Pottawattamie,103459,10786,9298,143,128,15
Marshall,70919,4978,4381,72,64,8
Cerro Gordo,66990,5337,4789,82,69,13
Warren,64094,5563,4760,74,69,5
Webster,60652,5195,4716,87,73,14
Clinton,53256,5434,4680,84,74,10
Des Moines,47894,4587,4017,61,53,8
Lee,46794,3754,3372,52,39,13
Muscatine,46374,4523,3935,91,82,9
Jasper,43594,4176,3411,66,62,4
Wapello,39947,4353,3594,108,104,4
Buena Vista,39758,4741,3981,37,34,3
Boone,38456,2602,2280,30,28,2
Sioux,37264,4949,4583,69,66,3
Washington,35397,2540,2263,47,43,4
Marion,35206,3582,3177,69,60,9
Poweshiek,34697,1544,1403,30,28,2
Plymouth,33246,3956,3507,78,70,8
Bremer,32513,2811,2505,54,47,7
Henry,31633,2937,2693,37,36,1
Carroll,31619,2862,2561,49,41,8
Benton,31588,2534,2150,54,44,10
Winneshiek,31245,1890,1658,27,23,4
Fayette,30138,1850,1676,35,32,3
Hardin,29599,1816,1582,39,33,6
Tama,28455,2136,1887,65,63,2
Mahaska,26412,2245,2004,46,41,5
Cedar,26075,1783,1579,23,21,2
Buchanan,25911,1858,1649,29,25,4
Iowa,25465,1452,1311,23,21,2
Clay,25403,1935,1753,25,20,5
Butler,25190,1671,1514,31,28,3
Crawford,23663,2750,2376,35,31,4
Delaware,23340,1888,1768,40,35,5
Jones,22309,2940,2747,54,50,4
Dickinson,22257,2180,1886,40,34,6
Jackson,22254,2210,1982,38,35,3
Floyd,22234,1629,1401,41,31,10
O'Brien,22134,1962,1687,58,54,4
Kossuth,21986,2083,1839,55,48,7
Clayton,21280,1681,1523,54,46,8
Hamilton,20863,1921,1624,42,41,1
Mills,19065,1631,1400,20,17,3
Wright,18733,1799,1669,31,26,5
Hancock,18528,1472,1322,30,25,5
Allamakee,18226,1468,1300,47,39,8
Cass,18144,1357,1146,51,46,5
Harrison,18054,1792,1559,69,65,4
Page,17717,1833,1705,19,18,1
Jefferson,17644,1388,1227,34,28,6
Cherokee,17627,1551,1378,36,29,7
Franklin,17488,1185,1047,19,18,1
Madison,17314,1548,1316,18,14,4
Sac,16966,1247,1135,18,18,0
Grundy,16695,1395,1225,30,25,5
Calhoun,16020,1342,1243,11,11,0
Palo Alto,15754,1050,935,21,19,2
Monona,15719,817,717,27,26,1
Appanoose,15562,1389,1118,47,43,4
Guthrie,15437,1167,1038,28,23,5
Mitchell,15311,1312,1153,40,38,2
Chickasaw,15250,1254,1148,15,13,2
Winnebago,15127,1392,1222,31,26,5
Louisa,15043,1285,1151,41,34,7
Union,14982,1265,1126,31,26,5
Howard,14492,1029,902,21,17,4
Emmet,14315,1215,1077,40,38,2
Shelby,14230,1215,1078,33,30,3
Humboldt,13561,1177,1072,25,22,3
Keokuk,13437,985,857,29,29,0
Greene,13044,775,703,10,10,0
Lyon,13028,1461,1376,41,37,4
Pending Investigation,12867,990,834,0,0,0
Montgomery,12403,1043,899,36,34,2
Clarke,11719,1005,854,20,20,0
Pocahontas,11420,855,779,19,19,0
Worth,10933,701,626,7,6,1
Adair,10872,921,693,28,22,6
Ida,10361,913,759,32,30,2
Audubon,10275,487,427,9,8,1
Davis,9354,829,707,23,22,1
Decatur,8860,582,522,9,9,0
Ringgold,8648,522,466,20,17,3
Monroe,8437,934,821,28,21,7
Lucas,8068,741,664,21,17,4
Taylor,7345,666,615,12,10,2
Van Buren,7325,558,510,18,15,3
Osceola,7013,706,644,15,13,2
Fremont,6422,590,534,9,7,2
Wayne,5180,489,406,21,17,4
Adams,4668,326,310,4,4,0
