County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,22350,249321,13657,534256
Linn,7555,119805,9042,254948
Scott,6583,78677,6414,171582
Johnson,5778,89065,4352,187907
Black Hawk,4606,66302,6272,143685
Story,4307,48446,2932,103325
Woodbury,4275,42515,4999,93879
Pottawattamie,4096,43686,4935,97323
Dallas,3362,43436,2570,91419
Dubuque,3210,59137,2258,123544
Cerro Gordo,2008,24528,2023,53161
Des Moines,1793,17709,731,37994
Clinton,1637,16333,1623,36003
Webster,1501,16732,1378,36620
Warren,1252,16734,1064,35614
Muscatine,1099,13605,5036,33464
Marshall,1050,13650,2986,31209
Lee,931,11835,2017,26853
Wapello,857,11940,987,25843
Marion,848,11851,4043,28740
Bremer,812,12092,1297,26293
Jasper,746,13811,1171,29333
Buena Vista,658,6927,3601,18210
Page,619,6647,851,14794
Jefferson,605,7277,990,16142
Boone,595,11148,583,23416
Carroll,553,9546,1140,20961
Emmet,553,4571,387,10202
Sioux,549,9871,2713,23012
Tama,531,8110,984,17825
Washington,527,7135,556,15364
Winneshiek,523,8042,1063,17640
Henry,519,7187,1963,16908
Dickinson,510,7515,260,15799
Mills,503,5795,155,12277
Clay,501,8095,312,16947
Mahaska,496,7316,588,15765
Fayette,487,9938,942,21317
Cass,477,10062,438,21269
Poweshiek,473,9046,443,18915
Plymouth,432,6979,2993,17423
Crawford,374,6014,1592,14017
Jackson,361,7943,264,16494
Benton,360,7434,466,15702
Union,350,4818,327,10219
Grundy,340,4505,432,9792
Buchanan,336,6152,344,12977
Kossuth,334,5869,503,12611
Montgomery,313,3184,586,7290
Allamakee,304,5536,119,11503
Appanoose,301,4152,487,9182
Floyd,298,6257,1128,13957
Wright,292,4780,1740,11574
Madison,285,6816,167,14161
Hardin,278,6087,1347,13859
Clarke,274,4159,1365,9973
Shelby,268,5693,149,11844
Jones,266,6110,933,13468
O'Brien,265,5215,362,11064
Winnebago,261,3868,511,8524
Hamilton,253,6846,411,14515
Cedar,251,6144,291,12798
Out of State,243,5211,1,10377
Harrison,240,3277,257,7064
Humboldt,223,3886,411,8556
Cherokee,222,4611,301,9750
Delaware,218,4563,783,10091
Iowa,212,5634,629,12128
Greene,203,4352,515,9495
Guthrie,200,4319,279,9136
Clayton,189,5937,669,12777
Davis,181,3185,1670,8274
Monroe,177,3159,306,6835
Palo Alto,175,3276,161,6915
Wayne,174,2885,394,6446
Decatur,167,2830,123,6047
Lucas,165,3370,425,7418
Franklin,160,3435,261,7299
Mitchell,158,4367,170,9084
Louisa,149,3182,1546,8049
Howard,130,2143,189,4589
Adair,116,2190,335,4783
Lyon,116,2956,79,6119
Chickasaw,110,2773,351,5999
Sac,93,3216,54,6598
Ida,92,1582,509,3762
Taylor,91,2197,24,4538
Butler,89,3798,178,7885
Monona,88,2111,219,4513
Calhoun,88,4084,190,8478
Ringgold,86,2072,6,4294
Hancock,77,2987,722,6773
Van Buren,76,1410,126,3024
Adams,73,1652,10,3577
Pocahontas,68,1879,161,3992
Fremont,67,1600,98,3365
Worth,48,1724,1,3494
Osceola,39,1498,184,3217
Audubon,37,2000,101,4138
Keokuk,35,1596,100,3325
