County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,742474,65564,57138,638,560,78
Linn,312335,22588,20596,339,303,36
Scott,230445,21724,19877,246,222,24
Black Hawk,226995,17561,15541,312,288,24
Johnson,225144,15486,14419,85,77,8
Dubuque,204558,14810,13175,211,195,16
Story,169916,11469,10581,48,42,6
Woodbury,154975,16536,14942,230,211,19
Dallas,135842,12627,11100,99,85,14
Pottawattamie,126505,12343,10988,173,150,23
Marshall,86614,5232,4766,76,68,8
Warren,83036,6342,5696,91,81,10
Cerro Gordo,82940,5971,5329,93,78,15
Webster,72493,5439,5033,94,79,15
Clinton,68883,6090,5476,93,79,14
Des Moines,60990,5041,4535,70,58,12
Muscatine,59930,5219,4724,106,97,9
Lee,57816,4065,3718,56,43,13
Jasper,55162,4556,4122,72,67,5
Wapello,50259,4711,4185,122,118,4
Sioux,48290,5354,5079,74,71,3
Poweshiek,47851,1649,1522,36,33,3
Buena Vista,46941,4915,4209,40,36,4
Boone,46557,2874,2624,34,31,3
Marion,45141,3861,3575,76,65,11
Washington,44254,2736,2498,51,47,4
Winneshiek,42100,2058,1934,35,30,5
Bremer,42042,3016,2791,60,51,9
Plymouth,40431,4337,3935,81,73,8
Benton,39888,2752,2511,55,44,11
Carroll,38799,3082,2812,52,43,9
Henry,38635,3091,2888,37,36,1
Fayette,38322,1948,1815,43,38,5
Hardin,37520,2004,1818,44,34,10
Tama,34455,2248,2027,71,67,4
Buchanan,33493,2041,1880,33,27,6
Cedar,33401,2011,1877,23,21,2
Mahaska,33377,2432,2251,51,46,5
Clay,32594,2275,2132,27,22,5
Iowa,31371,1561,1471,24,22,2
Butler,31046,1754,1615,35,31,4
Delaware,31024,2155,2052,43,38,5
Crawford,29772,2924,2628,40,35,5
Dickinson,29034,2686,2445,44,38,6
Jones,28390,3136,2936,57,51,6
Kossuth,27793,2282,2101,66,57,9
Jackson,27517,2387,2184,42,39,3
O'Brien,27493,2150,1936,61,56,5
Floyd,27337,1808,1573,42,32,10
Clayton,27039,1801,1649,57,48,9
Hamilton,24496,2009,1758,51,46,5
Hancock,23124,1601,1451,34,27,7
Page,22724,2012,1911,22,20,2
Allamakee,22704,1584,1464,52,42,10
Harrison,22426,1935,1723,73,69,4
Madison,22352,1787,1612,19,15,4
Mills,22259,1804,1605,24,21,3
Jefferson,22255,1455,1299,35,29,6
Cherokee,22119,1694,1550,38,30,8
Sac,21822,1394,1288,20,19,1
Cass,21760,1477,1341,55,49,6
Wright,21729,1930,1813,40,33,7
Franklin,21513,1340,1181,23,21,2
Grundy,20231,1451,1334,33,27,6
Palo Alto,19925,1195,1105,23,22,1
Guthrie,19887,1312,1194,32,26,6
Calhoun,19645,1442,1373,13,12,1
Appanoose,19168,1469,1233,49,44,5
Mitchell,19073,1376,1232,43,40,3
Winnebago,18951,1553,1395,31,26,5
Monona,18869,889,800,31,29,2
Chickasaw,18677,1313,1230,17,14,3
Louisa,18466,1367,1235,49,42,7
Union,18379,1381,1253,35,27,8
Shelby,18217,1376,1279,37,33,4
Emmet,18074,1440,1296,41,39,2
Howard,17762,1100,1023,22,18,4
Lyon,17441,1595,1544,41,37,4
Keokuk,16539,1031,933,32,31,1
Humboldt,16139,1244,1166,26,23,3
Greene,15697,830,766,11,10,1
Montgomery,15029,1117,997,38,36,2
Pocahontas,14344,902,837,22,22,0
Clarke,14302,1072,979,24,22,2
Worth,14240,802,745,8,7,1
Audubon,13563,548,500,10,9,1
Ida,13172,1029,867,35,32,3
Adair,12760,993,836,32,22,10
Davis,11959,926,809,25,23,2
Decatur,10961,631,605,9,9,0
Ringgold,10586,583,539,24,18,6
Monroe,10327,1007,924,30,22,8
Lucas,10092,807,753,23,18,5
Osceola,9733,817,775,16,13,3
Taylor,9416,692,651,12,10,2
Van Buren,9070,589,544,18,15,3
Pending Investigation,8078,977,938,0,0,0
Fremont,8008,661,617,9,7,2
Wayne,7749,583,516,23,18,5
Adams,6164,356,338,4,4,0
