County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,41665,197364,9421,445662
Linn,17187,99141,7467,221644
Johnson,11909,75733,3501,166535
Scott,10468,65960,5074,148723
Story,7921,40326,2204,89893
Black Hawk,7103,57222,5334,127108
Dallas,6503,35228,1887,77488
Pottawattamie,6198,36612,4585,84948
Dubuque,4789,53382,1754,113108
Woodbury,4522,36888,4259,82145
Cerro Gordo,2965,21276,1415,46994
Warren,2224,14476,766,31768
Des Moines,2199,15317,601,33468
Clinton,2196,13391,1216,30275
Webster,2122,14359,968,32039
Jasper,1897,11432,789,25368
Muscatine,1773,11362,4401,29014
Marshall,1698,11091,2580,26397
Wapello,1363,10215,488,22388
Tama,1341,6580,956,15420
Lee,1198,10266,1470,23462
Boone,1193,9552,430,20669
Bremer,1187,10749,1089,23764
Page,1180,5606,650,13053
Marion,1098,10522,3866,26152
Henry,947,6186,1539,14911
Winneshiek,937,6712,826,15201
Washington,894,6091,464,13551
Jefferson,886,6223,842,14177
Poweshiek,870,7948,251,16966
Sioux,860,8828,2490,21019
Carroll,850,8476,965,18915
Buena Vista,760,5878,3205,15812
Mills,735,4740,120,10355
Mahaska,726,6505,371,14152
Emmet,660,4264,327,9618
Fayette,641,9256,848,20023
Cass,620,9409,320,19972
Clay,616,7387,151,15500
Benton,604,6758,413,14545
Madison,601,6183,132,13147
Dickinson,585,6837,174,14440
Jones,527,5338,745,12019
Floyd,511,5618,888,12653
Plymouth,494,6324,2827,16003
Kossuth,486,5253,381,11425
Hamilton,473,6181,381,13368
Jackson,472,7312,195,15273
Delaware,455,4025,693,9170
Union,437,4236,212,9040
Guthrie,436,3822,209,8303
Allamakee,431,5147,84,10813
Crawford,419,5362,1501,12668
Harrison,418,3014,204,6660
Hardin,413,5502,1218,12691
Cedar,411,5678,246,11988
Greene,397,3938,442,8787
Appanoose,383,3816,440,8543
Shelby,380,5220,86,10952
O'Brien,364,4735,283,10125
Montgomery,362,2837,541,6606
Cherokee,359,4190,213,8959
Wright,354,4207,1556,10305
Clarke,353,3701,1311,9077
Iowa,332,5245,530,11370
Buchanan,331,5662,249,11903
Humboldt,313,3606,343,8009
Grundy,309,4158,293,8928
Clayton,306,5699,624,12370
Winnebago,294,3505,446,7774
Monroe,288,2811,238,6178
Monona,271,1820,126,4024
Out of State,253,5284,0,10474
Wayne,247,2722,354,6142
Hancock,237,2709,613,6267
Lucas,231,3033,362,6754
Mitchell,222,4039,108,8425
Lyon,220,2776,44,5815
Palo Alto,213,3052,124,6473
Louisa,213,2978,1502,7648
Franklin,197,3188,209,6791
Davis,197,3005,1634,7871
Decatur,197,2648,113,5695
Adair,174,2012,303,4436
Howard,174,1891,135,4076
Calhoun,163,3967,154,8274
Ringgold,163,1883,3,3983
Butler,153,3699,136,7695
Chickasaw,150,2626,305,5700
Sac,143,3141,34,6475
Taylor,130,2082,10,4324
Pocahontas,128,1733,140,3736
Worth,118,1574,0,3262
Ida,118,1455,462,3487
Adams,113,1557,2,3408
Fremont,107,1504,89,3203
Van Buren,105,1352,90,2900
Keokuk,101,1481,100,3161
Audubon,98,1903,101,4002
Osceola,76,1381,140,2978
